Observation station;Year;Month;Day;Time [Local time];Long wave solar radiation mean [kJ/m2];Long wave outgoing solar radiation mean [kJ/m2];Global radiation mean [W/m2];Reflected radiation mean [W/m2]
Sodankylä Tähtelä;2023;02;01;23:00;287.7;296.7;-0.6;-0.2
Sodankylä Tähtelä;2023;02;02;00:00;286.3;296;-0.6;-0.1
Sodankylä Tähtelä;2023;02;02;01:00;286.9;296;-0.6;-0.2
Sodankylä Tähtelä;2023;02;02;02:00;291;297.6;-0.6;-0.1
Sodankylä Tähtelä;2023;02;02;03:00;269.9;292;-0.9;-0.2
Sodankylä Tähtelä;2023;02;02;04:00;264.3;288.4;-1;-0.3
Sodankylä Tähtelä;2023;02;02;05:00;274.1;290;-0.7;-0.2
Sodankylä Tähtelä;2023;02;02;06:00;276.6;291.1;-0.5;-0.1
Sodankylä Tähtelä;2023;02;02;07:00;271;289;-0.8;-0.3
Sodankylä Tähtelä;2023;02;02;08:00;240.6;277.5;-1.2;-0.4
Sodankylä Tähtelä;2023;02;02;09:00;211.3;258.2;-1.8;-0.2
Sodankylä Tähtelä;2023;02;02;10:00;205.8;250;6.2;5.4
Sodankylä Tähtelä;2023;02;02;11:00;229.9;259.7;25.1;19.3
Sodankylä Tähtelä;2023;02;02;12:00;226.4;264.1;44.8;34
Sodankylä Tähtelä;2023;02;02;13:00;202.7;250.5;31;23.4
Sodankylä Tähtelä;2023;02;02;14:00;202.6;243.2;46.7;25.1
Sodankylä Tähtelä;2023;02;02;15:00;201.9;242;35.2;19.8
Sodankylä Tähtelä;2023;02;02;16:00;199.3;239.1;8.3;6.1
Sodankylä Tähtelä;2023;02;02;17:00;199.2;235.7;-1.2;-0.2
Sodankylä Tähtelä;2023;02;02;18:00;199;230;-1.3;-0.3
Sodankylä Tähtelä;2023;02;02;19:00;198.2;226.6;-1.5;-0.4
Sodankylä Tähtelä;2023;02;02;20:00;193.6;223.8;-1.5;-0.4
Sodankylä Tähtelä;2023;02;02;21:00;190.3;219.9;-1.5;-0.4
Sodankylä Tähtelä;2023;02;02;22:00;189.3;217.3;-1.3;-0.3
Sodankylä Tähtelä;2023;02;02;23:00;187.6;213.8;-1.4;-0.4
Sodankylä Tähtelä;2023;02;03;00:00;186.8;211.9;-1.6;-0.4
Sodankylä Tähtelä;2023;02;03;01:00;186.2;209.8;-1.6;-0.3
Sodankylä Tähtelä;2023;02;03;02:00;185.1;207.2;-1.3;-0.3
Sodankylä Tähtelä;2023;02;03;03:00;184.1;204.9;-1.4;-0.3
Sodankylä Tähtelä;2023;02;03;04:00;181.9;203.3;-1.3;-0.3
Sodankylä Tähtelä;2023;02;03;05:00;181;201.7;-1.2;-0.3
Sodankylä Tähtelä;2023;02;03;06:00;181.4;201.7;-1.2;-0.3
Sodankylä Tähtelä;2023;02;03;07:00;195.6;206.4;-0.7;-0.2
Sodankylä Tähtelä;2023;02;03;08:00;207.6;214.8;-0.6;-0.2
Sodankylä Tähtelä;2023;02;03;09:00;203.7;213.5;0;0.2
Sodankylä Tähtelä;2023;02;03;10:00;197.6;213.2;8;6.3
Sodankylä Tähtelä;2023;02;03;11:00;180.2;207.6;41.6;19.9
Sodankylä Tähtelä;2023;02;03;12:00;181.2;209.3;82.6;29.3
Sodankylä Tähtelä;2023;02;03;13:00;181.2;210.6;99;32
Sodankylä Tähtelä;2023;02;03;14:00;189.1;215.9;62.8;33.7
Sodankylä Tähtelä;2023;02;03;15:00;192.6;219;36.2;20.5
Sodankylä Tähtelä;2023;02;03;16:00;192.6;213.4;7.3;5.6
Sodankylä Tähtelä;2023;02;03;17:00;207.8;221;-0.6;0.1
Sodankylä Tähtelä;2023;02;03;18:00;206.7;222;-1;-0.2
Sodankylä Tähtelä;2023;02;03;19:00;198.3;215.9;-1.3;-0.3
Sodankylä Tähtelä;2023;02;03;20:00;208.5;221;-1.1;-0.2
Sodankylä Tähtelä;2023;02;03;21:00;204.3;220.8;-0.8;-0.3
Sodankylä Tähtelä;2023;02;03;22:00;198;216.5;-1.1;-0.3
Sodankylä Tähtelä;2023;02;03;23:00;183.8;207.5;-1.3;-0.3
Sodankylä Tähtelä;2023;02;04;00:00;183.9;203.5;-1.2;-0.2
Sodankylä Tähtelä;2023;02;04;01:00;194.8;208.2;-0.9;-0.1
Sodankylä Tähtelä;2023;02;04;02:00;200.4;210.5;-0.7;-0.2
Sodankylä Tähtelä;2023;02;04;03:00;198.4;211;-0.8;-0.2
Sodankylä Tähtelä;2023;02;04;04:00;213.5;216.6;-0.5;0
Sodankylä Tähtelä;2023;02;04;05:00;192.9;209.5;-1;-0.2
Sodankylä Tähtelä;2023;02;04;06:00;200.3;210.6;-0.7;-0.2
Sodankylä Tähtelä;2023;02;04;07:00;193;206.7;-0.7;-0.1
Sodankylä Tähtelä;2023;02;04;08:00;185.3;202.1;-0.9;-0.2
Sodankylä Tähtelä;2023;02;04;09:00;181.1;199.8;-0.1;0.5
Sodankylä Tähtelä;2023;02;04;10:00;182.8;199.5;9.4;7.7
Sodankylä Tähtelä;2023;02;04;11:00;192.3;212.4;35.3;26.4
Sodankylä Tähtelä;2023;02;04;12:00;221.6;226;44.2;34.1
Sodankylä Tähtelä;2023;02;04;13:00;202.9;225.1;46.6;34.5
Sodankylä Tähtelä;2023;02;04;14:00;186.4;221.1;46.3;31.7
Sodankylä Tähtelä;2023;02;04;15:00;188;220.9;27.3;20.4
Sodankylä Tähtelä;2023;02;04;16:00;194.7;219.5;5.7;5
Sodankylä Tähtelä;2023;02;04;17:00;195.9;215.7;-0.9;-0.1
Sodankylä Tähtelä;2023;02;04;18:00;198.3;220.5;-1;-0.3
Sodankylä Tähtelä;2023;02;04;19:00;204.8;220.9;-1.1;-0.3
Sodankylä Tähtelä;2023;02;04;20:00;203.3;222.3;-1;-0.4
Sodankylä Tähtelä;2023;02;04;21:00;203.1;219.4;-0.9;-0.3
Sodankylä Tähtelä;2023;02;04;22:00;197.1;220.2;-1.2;-0.4
Sodankylä Tähtelä;2023;02;04;23:00;191.9;219.1;-1.3;-0.4
Sodankylä Tähtelä;2023;02;05;00:00;191.9;215.8;-1.1;-0.3
Sodankylä Tähtelä;2023;02;05;01:00;190.2;210.1;-1.1;-0.2
Sodankylä Tähtelä;2023;02;05;02:00;191.4;208.2;-1.2;-0.2
Sodankylä Tähtelä;2023;02;05;03:00;191.1;206.5;-1;-0.3
Sodankylä Tähtelä;2023;02;05;04:00;188.3;205.1;-1.2;-0.3
Sodankylä Tähtelä;2023;02;05;05:00;187.3;206.9;-1.5;-0.4
Sodankylä Tähtelä;2023;02;05;06:00;199.9;211.6;-0.8;-0.3
Sodankylä Tähtelä;2023;02;05;07:00;222.5;221.7;-0.8;-0.2
Sodankylä Tähtelä;2023;02;05;08:00;223.7;225.8;-0.6;-0.2
Sodankylä Tähtelä;2023;02;05;09:00;246.4;236.9;1.4;1
Sodankylä Tähtelä;2023;02;05;10:00;249.1;244.3;8.4;6.7
Sodankylä Tähtelä;2023;02;05;11:00;252.7;249.1;21.9;17.2
Sodankylä Tähtelä;2023;02;05;12:00;255.6;254;33.9;26.9
Sodankylä Tähtelä;2023;02;05;13:00;260;259.5;41.8;33
Sodankylä Tähtelä;2023;02;05;14:00;262.9;263.5;37.7;29.9
Sodankylä Tähtelä;2023;02;05;15:00;264.7;265.5;16.8;13.5
Sodankylä Tähtelä;2023;02;05;16:00;265.8;266.9;4.1;3.8
Sodankylä Tähtelä;2023;02;05;17:00;267.3;267.5;-0.1;0
Sodankylä Tähtelä;2023;02;05;18:00;268.9;269;-0.3;-0.1
Sodankylä Tähtelä;2023;02;05;19:00;270.7;270.3;-0.4;-0.1
Sodankylä Tähtelä;2023;02;05;20:00;272.4;271.4;-0.3;-0.2
Sodankylä Tähtelä;2023;02;05;21:00;264.9;269.2;-0.2;-0.1
Sodankylä Tähtelä;2023;02;05;22:00;255.5;264.5;-0.2;-0.2
Sodankylä Tähtelä;2023;02;05;23:00;264.4;265.9;-0.3;-0.2
Sodankylä Tähtelä;2023;02;06;00:00;262.2;267.8;-0.2;-0.2
Sodankylä Tähtelä;2023;02;06;01:00;237.2;253;-1;-0.3
Sodankylä Tähtelä;2023;02;06;02:00;226.9;246.5;-0.8;-0.3
Sodankylä Tähtelä;2023;02;06;03:00;218.4;240.1;-1.3;-0.3
Sodankylä Tähtelä;2023;02;06;04:00;206.5;230.5;-1.4;-0.3
Sodankylä Tähtelä;2023;02;06;05:00;207.9;226.8;-1.2;-0.2
Sodankylä Tähtelä;2023;02;06;06:00;207.6;225.5;-1.5;-0.3
Sodankylä Tähtelä;2023;02;06;07:00;206.3;222.5;-1.2;-0.3
Sodankylä Tähtelä;2023;02;06;08:00;205.4;220.4;-1.4;-0.3
Sodankylä Tähtelä;2023;02;06;09:00;204.7;219.3;0.7;0.9
Sodankylä Tähtelä;2023;02;06;10:00;212;222.6;18.7;12.5
Sodankylä Tähtelä;2023;02;06;11:00;215.2;226.4;53.4;33.2
Sodankylä Tähtelä;2023;02;06;12:00;233.5;238.3;81.4;54.6
Sodankylä Tähtelä;2023;02;06;13:00;244.4;247.8;62.6;47.8
Sodankylä Tähtelä;2023;02;06;14:00;246.6;253.6;50.7;38.4
Sodankylä Tähtelä;2023;02;06;15:00;257.2;265.2;27.6;21.5
Sodankylä Tähtelä;2023;02;06;16:00;263.5;273.8;6.4;5.4
Sodankylä Tähtelä;2023;02;06;17:00;278.8;282.1;0.2;0.2
Sodankylä Tähtelä;2023;02;06;18:00;280;285.3;-0.4;-0.1
Sodankylä Tähtelä;2023;02;06;19:00;287;288.4;-0.2;-0.2
Sodankylä Tähtelä;2023;02;06;20:00;290.7;290.8;-0.2;-0.1
Sodankylä Tähtelä;2023;02;06;21:00;298;293.8;-0.3;-0.2
Sodankylä Tähtelä;2023;02;06;22:00;299.5;300.1;-0.5;-0.1
Sodankylä Tähtelä;2023;02;06;23:00;300.5;299.1;-1;0
Sodankylä Tähtelä;2023;02;07;00:00;297;294.1;-1.2;-0.1
Sodankylä Tähtelä;2023;02;07;01:00;301.2;298;-1.4;-0.3
Sodankylä Tähtelä;2023;02;07;02:00;305.5;304.1;-0.7;-0.2
Sodankylä Tähtelä;2023;02;07;03:00;304.1;306.3;-1;-0.2
Sodankylä Tähtelä;2023;02;07;04:00;291.7;305.6;-1.1;-0.1
Sodankylä Tähtelä;2023;02;07;05:00;298.6;306.5;-0.9;-0.2
Sodankylä Tähtelä;2023;02;07;06:00;305.2;308.3;-0.6;-0.1
Sodankylä Tähtelä;2023;02;07;07:00;307.5;310.2;-0.4;0
Sodankylä Tähtelä;2023;02;07;08:00;281.2;308.2;-0.9;-0.1
Sodankylä Tähtelä;2023;02;07;09:00;258.4;304.1;-0.5;0.8
Sodankylä Tähtelä;2023;02;07;10:00;259.7;305.1;14.2;11.2
Sodankylä Tähtelä;2023;02;07;11:00;250.9;305.3;51;36.8
Sodankylä Tähtelä;2023;02;07;12:00;250.3;307.6;82.4;57.3
Sodankylä Tähtelä;2023;02;07;13:00;248.5;309.9;91.5;61.6
Sodankylä Tähtelä;2023;02;07;14:00;255.1;310.3;79.5;51.7
Sodankylä Tähtelä;2023;02;07;15:00;256.9;311.3;35.8;26.1
Sodankylä Tähtelä;2023;02;07;16:00;277.5;314.6;7.3;6.5
Sodankylä Tähtelä;2023;02;07;17:00;266.2;313.7;-0.6;0.5
Sodankylä Tähtelä;2023;02;07;18:00;265.1;312.2;-1.9;0
Sodankylä Tähtelä;2023;02;07;19:00;257.6;310.3;-1.7;-0.1
Sodankylä Tähtelä;2023;02;07;20:00;228.6;303;-2.3;0
Sodankylä Tähtelä;2023;02;07;21:00;223.4;297.4;-2.4;-0.1
Sodankylä Tähtelä;2023;02;07;22:00;224.5;296.5;-2.2;0
Sodankylä Tähtelä;2023;02;07;23:00;232.8;298;-2.2;-0.1
Sodankylä Tähtelä;2023;02;08;00:00;229.7;295.9;-2.3;-0.1
Sodankylä Tähtelä;2023;02;08;01:00;227.1;294.1;-2.2;0
Sodankylä Tähtelä;2023;02;08;02:00;224.8;292.5;-2;-0.1
Sodankylä Tähtelä;2023;02;08;03:00;222.2;285.4;-2.1;-0.2
Sodankylä Tähtelä;2023;02;08;04:00;220.9;279.5;-2.4;-0.1
Sodankylä Tähtelä;2023;02;08;05:00;220.7;280.3;-2.3;-0.2
Sodankylä Tähtelä;2023;02;08;06:00;218;271.2;-2.1;-0.3
Sodankylä Tähtelä;2023;02;08;07:00;219.4;268;-2;-0.4
Sodankylä Tähtelä;2023;02;08;08:00;219;275.8;-2.1;-0.3
Sodankylä Tähtelä;2023;02;08;09:00;217;280.2;0;1.3
Sodankylä Tähtelä;2023;02;08;10:00;219.4;281.9;26.4;16
Sodankylä Tähtelä;2023;02;08;11:00;222.3;286.4;47.9;32.8
Sodankylä Tähtelä;2023;02;08;12:00;233.4;290.6;81.1;52.9
Sodankylä Tähtelä;2023;02;08;13:00;232.3;291.7;82.7;54.9
Sodankylä Tähtelä;2023;02;08;14:00;245.7;295.5;60.9;43.8
Sodankylä Tähtelä;2023;02;08;15:00;256.5;299.8;34.1;25.4
Sodankylä Tähtelä;2023;02;08;16:00;269.3;303.6;10.3;8.4
Sodankylä Tähtelä;2023;02;08;17:00;275.5;306.1;-0.6;0.3
Sodankylä Tähtelä;2023;02;08;18:00;260;305;-1.8;-0.1
Sodankylä Tähtelä;2023;02;08;19:00;256.8;305.3;-1.7;-0.1
Sodankylä Tähtelä;2023;02;08;20:00;271.4;308;-1.4;0
Sodankylä Tähtelä;2023;02;08;21:00;288.5;310.6;-1.3;0
Sodankylä Tähtelä;2023;02;08;22:00;291.9;311.1;-1.3;-0.1
Sodankylä Tähtelä;2023;02;08;23:00;300.7;311.6;-1;-0.1
Sodankylä Tähtelä;2023;02;09;00:00;274.8;308.1;-1.2;-0.1
Sodankylä Tähtelä;2023;02;09;01:00;272.8;307.6;-1.2;-0.1
Sodankylä Tähtelä;2023;02;09;02:00;281.4;308.8;-1.3;-0.2
Sodankylä Tähtelä;2023;02;09;03:00;288.2;310.6;-1.3;-0.1
Sodankylä Tähtelä;2023;02;09;04:00;301.3;312.6;-0.9;-0.1
Sodankylä Tähtelä;2023;02;09;05:00;306.8;313.5;-1.1;-0.1
Sodankylä Tähtelä;2023;02;09;06:00;283.5;310.6;-1.5;0
Sodankylä Tähtelä;2023;02;09;07:00;297;312.7;-1;0
Sodankylä Tähtelä;2023;02;09;08:00;302.3;314.8;-1.1;-0.1
Sodankylä Tähtelä;2023;02;09;09:00;304.1;315.5;-1.1;0.3
Sodankylä Tähtelä;2023;02;09;10:00;313.9;316.4;3.9;4.4
Sodankylä Tähtelä;2023;02;09;11:00;312.9;316.4;13.4;11.7
Sodankylä Tähtelä;2023;02;09;12:00;313.7;316.5;16.5;14
Sodankylä Tähtelä;2023;02;09;13:00;312.6;316.3;18.6;15.8
Sodankylä Tähtelä;2023;02;09;14:00;311.1;316.3;24.1;19.5
Sodankylä Tähtelä;2023;02;09;15:00;297.5;316;26.4;20.2
Sodankylä Tähtelä;2023;02;09;16:00;286.4;314.7;9.3;7.7
Sodankylä Tähtelä;2023;02;09;17:00;262.5;309.8;-0.4;1
Sodankylä Tähtelä;2023;02;09;18:00;242.6;302.9;-1.7;-0.1
Sodankylä Tähtelä;2023;02;09;19:00;221.6;295.3;-2.3;-0.1
Sodankylä Tähtelä;2023;02;09;20:00;225.2;294.5;-2.1;-0.1
Sodankylä Tähtelä;2023;02;09;21:00;223.3;293.5;-2;-0.1
Sodankylä Tähtelä;2023;02;09;22:00;233.3;293.5;-2.1;0
Sodankylä Tähtelä;2023;02;09;23:00;243.3;297;-2;-0.1
Sodankylä Tähtelä;2023;02;10;00:00;261.7;301.3;-1.5;-0.1
Sodankylä Tähtelä;2023;02;10;01:00;264;301.8;-1.3;-0.2
Sodankylä Tähtelä;2023;02;10;02:00;254.4;298.9;-1.4;-0.2
Sodankylä Tähtelä;2023;02;10;03:00;240.8;295.2;-1.8;-0.1
Sodankylä Tähtelä;2023;02;10;04:00;234.6;289.5;-1.8;-0.1
Sodankylä Tähtelä;2023;02;10;05:00;222.8;283.9;-2;-0.2
Sodankylä Tähtelä;2023;02;10;06:00;231.4;277.6;-1.8;-0.2
Sodankylä Tähtelä;2023;02;10;07:00;244.3;280.4;-1.2;-0.3
Sodankylä Tähtelä;2023;02;10;08:00;231.3;272.4;-1.7;-0.3
Sodankylä Tähtelä;2023;02;10;09:00;257.6;272.2;0.5;0.9
Sodankylä Tähtelä;2023;02;10;10:00;254.7;276.8;16.4;12.3
Sodankylä Tähtelä;2023;02;10;11:00;270.3;279.1;31.4;23.5
Sodankylä Tähtelä;2023;02;10;12:00;268.8;290.1;61.2;45.5
Sodankylä Tähtelä;2023;02;10;13:00;274.4;291.7;62.6;47.3
Sodankylä Tähtelä;2023;02;10;14:00;278.3;293.4;40.6;31.3
Sodankylä Tähtelä;2023;02;10;15:00;253.9;287.4;43.9;27.5
Sodankylä Tähtelä;2023;02;10;16:00;217.8;274.5;49.6;21.2
Sodankylä Tähtelä;2023;02;10;17:00;198.8;261.4;1.8;2.3
Sodankylä Tähtelä;2023;02;10;18:00;191.8;247.1;-2.1;-0.2
Sodankylä Tähtelä;2023;02;10;19:00;191.1;250.9;-2;-0.3
Sodankylä Tähtelä;2023;02;10;20:00;191.8;248.7;-2.1;-0.2
Sodankylä Tähtelä;2023;02;10;21:00;188.8;235;-1.9;-0.1
Sodankylä Tähtelä;2023;02;10;22:00;188.8;226.5;-2;0
Sodankylä Tähtelä;2023;02;10;23:00;189.3;222;-1.9;-0.1
Sodankylä Tähtelä;2023;02;11;00:00;189.6;219.5;-1.8;-0.2
Sodankylä Tähtelä;2023;02;11;01:00;191.9;222;-1.7;-0.3
Sodankylä Tähtelä;2023;02;11;02:00;192.7;233.1;-1.5;-0.2
Sodankylä Tähtelä;2023;02;11;03:00;192.7;223.9;-1.7;-0.1
Sodankylä Tähtelä;2023;02;11;04:00;188.8;218.1;-1.5;-0.2
Sodankylä Tähtelä;2023;02;11;05:00;192.8;217.8;-1.8;-0.2
Sodankylä Tähtelä;2023;02;11;06:00;189.2;216.2;-1.8;-0.1
Sodankylä Tähtelä;2023;02;11;07:00;186.3;212.7;-1.8;-0.1
Sodankylä Tähtelä;2023;02;11;08:00;188.3;210.7;-1.5;-0.1
Sodankylä Tähtelä;2023;02;11;09:00;189;209.6;2.6;2.2
Sodankylä Tähtelä;2023;02;11;10:00;187.4;209.5;25.2;12.6
Sodankylä Tähtelä;2023;02;11;11:00;191.5;212;83.5;44.6
Sodankylä Tähtelä;2023;02;11;12:00;206.2;226.9;112.1;67
Sodankylä Tähtelä;2023;02;11;13:00;194;243.8;140.1;65.6
Sodankylä Tähtelä;2023;02;11;14:00;195.8;256.2;130.2;65.4
Sodankylä Tähtelä;2023;02;11;15:00;196.7;257.7;91.9;25.4
Sodankylä Tähtelä;2023;02;11;16:00;196.9;257.2;27.8;11
Sodankylä Tähtelä;2023;02;11;17:00;198;258.2;-0.1;1.3
Sodankylä Tähtelä;2023;02;11;18:00;198.7;257.1;-2;-0.2
Sodankylä Tähtelä;2023;02;11;19:00;198.3;260.4;-1.9;-0.2
Sodankylä Tähtelä;2023;02;11;20:00;198.8;260.9;-1.7;-0.2
Sodankylä Tähtelä;2023;02;11;21:00;197.9;258;-2;-0.2
Sodankylä Tähtelä;2023;02;11;22:00;197.8;260;-1.8;-0.2
Sodankylä Tähtelä;2023;02;11;23:00;198.9;259.7;-1.7;-0.2
Sodankylä Tähtelä;2023;02;12;00:00;205.9;262.2;-1.8;-0.1
Sodankylä Tähtelä;2023;02;12;01:00;212.3;260;-1.7;-0.2
Sodankylä Tähtelä;2023;02;12;02:00;215.8;260.3;-1.6;-0.2
Sodankylä Tähtelä;2023;02;12;03:00;223.3;262.8;-1.5;-0.3
Sodankylä Tähtelä;2023;02;12;04:00;238.8;264.1;-1.1;-0.2
Sodankylä Tähtelä;2023;02;12;05:00;244.8;264.5;-1;-0.3
Sodankylä Tähtelä;2023;02;12;06:00;252.5;267;-1;-0.3
Sodankylä Tähtelä;2023;02;12;07:00;255.4;269.1;-0.6;-0.2
Sodankylä Tähtelä;2023;02;12;08:00;261.6;272.2;-0.5;-0.2
Sodankylä Tähtelä;2023;02;12;09:00;262.9;275.8;2.8;2.4
Sodankylä Tähtelä;2023;02;12;10:00;265.9;278.5;22.1;16.8
Sodankylä Tähtelä;2023;02;12;11:00;281.7;283.1;24.9;19.5
Sodankylä Tähtelä;2023;02;12;12:00;283;285.7;31.6;25.1
Sodankylä Tähtelä;2023;02;12;13:00;286;289.4;33.2;26.5
Sodankylä Tähtelä;2023;02;12;14:00;290.1;292.7;25.8;20.9
Sodankylä Tähtelä;2023;02;12;15:00;293.7;298;23.8;19.3
Sodankylä Tähtelä;2023;02;12;16:00;285.6;299.2;11.6;9.6
Sodankylä Tähtelä;2023;02;12;17:00;284.3;301.1;1.5;1.6
Sodankylä Tähtelä;2023;02;12;18:00;238.9;291.6;-1.6;-0.2
Sodankylä Tähtelä;2023;02;12;19:00;226.7;292.2;-2.3;-0.1
Sodankylä Tähtelä;2023;02;12;20:00;226.8;291.1;-1.9;0
Sodankylä Tähtelä;2023;02;12;21:00;224.4;289.5;-2.1;-0.2
Sodankylä Tähtelä;2023;02;12;22:00;240.4;290.8;-2;-0.3
Sodankylä Tähtelä;2023;02;12;23:00;243.9;293.6;-1.9;-0.2
Sodankylä Tähtelä;2023;02;13;00:00;227.7;289.5;-2;-0.3
Sodankylä Tähtelä;2023;02;13;01:00;226.3;287.5;-2.2;0.1
Sodankylä Tähtelä;2023;02;13;02:00;241.4;288.9;-2.2;-0.3
Sodankylä Tähtelä;2023;02;13;03:00;260.2;293.1;-1.4;-0.2
Sodankylä Tähtelä;2023;02;13;04:00;271.7;296.4;-1.2;0
Sodankylä Tähtelä;2023;02;13;05:00;266.9;295.6;-1.2;0
Sodankylä Tähtelä;2023;02;13;06:00;249.6;290.4;-1.5;-0.1
Sodankylä Tähtelä;2023;02;13;07:00;236.2;288.9;-2.2;-0.1
Sodankylä Tähtelä;2023;02;13;08:00;239.9;288.6;-1.7;0.1
Sodankylä Tähtelä;2023;02;13;09:00;255.4;293.3;1.5;2.4
Sodankylä Tähtelä;2023;02;13;10:00;273.5;299.5;16.5;13.5
Sodankylä Tähtelä;2023;02;13;11:00;277.8;304.8;50;38.2
Sodankylä Tähtelä;2023;02;13;12:00;256.3;303.7;89.5;62.6
Sodankylä Tähtelä;2023;02;13;13:00;264.4;309.9;120.8;80
Sodankylä Tähtelä;2023;02;13;14:00;255.3;311.6;135.4;82.1
Sodankylä Tähtelä;2023;02;13;15:00;296.1;315.2;59.7;36.5
Sodankylä Tähtelä;2023;02;13;16:00;284;313.6;19.9;15.3
Sodankylä Tähtelä;2023;02;13;17:00;287.6;312.9;0.6;1.8
Sodankylä Tähtelä;2023;02;13;18:00;255.4;305.5;-2.5;0.2
Sodankylä Tähtelä;2023;02;13;19:00;234.2;296.5;-2.3;-0.1
Sodankylä Tähtelä;2023;02;13;20:00;222.7;288;-2.4;-0.1
Sodankylä Tähtelä;2023;02;13;21:00;218.3;283.9;-2.3;-0.1
Sodankylä Tähtelä;2023;02;13;22:00;217.8;281.1;-2.2;-0.2
Sodankylä Tähtelä;2023;02;13;23:00;221.6;278.3;-2.3;-0.2
Sodankylä Tähtelä;2023;02;14;00:00;230.1;276.5;-1.8;-0.3
Sodankylä Tähtelä;2023;02;14;01:00;228.8;272.9;-1.9;-0.2
Sodankylä Tähtelä;2023;02;14;02:00;246.4;272.1;-1.1;-0.3
Sodankylä Tähtelä;2023;02;14;03:00;249.9;275.1;-1;-0.4
Sodankylä Tähtelä;2023;02;14;04:00;260.9;277;-0.9;-0.2
Sodankylä Tähtelä;2023;02;14;05:00;273.6;280.3;-0.6;-0.2
Sodankylä Tähtelä;2023;02;14;06:00;276.7;282.2;-0.5;-0.1
Sodankylä Tähtelä;2023;02;14;07:00;274.5;283.4;-0.7;-0.2
Sodankylä Tähtelä;2023;02;14;08:00;283.4;287.3;-0.4;-0.1
Sodankylä Tähtelä;2023;02;14;09:00;285.1;289.3;4.5;3.4
Sodankylä Tähtelä;2023;02;14;10:00;293.6;295.2;18.1;14
Sodankylä Tähtelä;2023;02;14;11:00;296.9;299.2;35.9;28.3
Sodankylä Tähtelä;2023;02;14;12:00;299.3;302.1;40;31.7
Sodankylä Tähtelä;2023;02;14;13:00;299.8;303.7;47.9;37.5
Sodankylä Tähtelä;2023;02;14;14:00;297.1;306.8;74.8;57.4
Sodankylä Tähtelä;2023;02;14;15:00;297.1;308.4;55.9;41.1
Sodankylä Tähtelä;2023;02;14;16:00;298.2;308;20.8;15.2
Sodankylä Tähtelä;2023;02;14;17:00;301.7;308.2;2.4;1.6
Sodankylä Tähtelä;2023;02;14;18:00;296.6;305.8;-0.4;-0.1
Sodankylä Tähtelä;2023;02;14;19:00;294.6;302.6;-0.7;-0.1
Sodankylä Tähtelä;2023;02;14;20:00;304.4;305.5;-0.4;-0.3
Sodankylä Tähtelä;2023;02;14;21:00;301.1;304.9;-0.1;-0.2
Sodankylä Tähtelä;2023;02;14;22:00;265.4;292.5;-1.1;0
Sodankylä Tähtelä;2023;02;14;23:00;237.2;274.4;-1.8;-0.2
Sodankylä Tähtelä;2023;02;15;00:00;233.7;268.7;-1.8;-0.4
Sodankylä Tähtelä;2023;02;15;01:00;231.8;265.2;-1.3;-0.3
Sodankylä Tähtelä;2023;02;15;02:00;229.6;259.7;-1.4;-0.2
Sodankylä Tähtelä;2023;02;15;03:00;228.9;258.2;-1.3;-0.5
Sodankylä Tähtelä;2023;02;15;04:00;228.9;256;-1.5;-0.1
