Observation station;Year;Month;Day;Time [Local time];Long wave solar radiation mean [kJ/m2];Long wave outgoing solar radiation mean [kJ/m2];Global radiation mean [W/m2];Reflected radiation mean [W/m2]
Sodankylä Tähtelä;2023;02;15;05:00;231;253.8;-1.3;-0.3
Sodankylä Tähtelä;2023;02;15;06:00;230.5;253.6;-1.3;-0.2
Sodankylä Tähtelä;2023;02;15;07:00;228.8;250.7;-1.5;-0.3
Sodankylä Tähtelä;2023;02;15;08:00;225.9;247.5;-1.2;-0.1
Sodankylä Tähtelä;2023;02;15;09:00;225.3;252.6;6;4.3
Sodankylä Tähtelä;2023;02;15;10:00;226.2;263.9;45.9;21.4
Sodankylä Tähtelä;2023;02;15;11:00;225.1;264.4;102.7;64.1
Sodankylä Tähtelä;2023;02;15;12:00;224.2;270.6;144.9;97.6
Sodankylä Tähtelä;2023;02;15;13:00;224.3;274.6;162;101.2
Sodankylä Tähtelä;2023;02;15;14:00;225.8;274.9;150.9;92.5
Sodankylä Tähtelä;2023;02;15;15:00;225.8;273.2;112.5;41
Sodankylä Tähtelä;2023;02;15;16:00;249.6;280.3;29.5;16.2
Sodankylä Tähtelä;2023;02;15;17:00;274.4;286.6;3.6;3.5
Sodankylä Tähtelä;2023;02;15;18:00;281.1;286.2;-0.4;0
Sodankylä Tähtelä;2023;02;15;19:00;283.2;287.1;-0.3;-0.1
Sodankylä Tähtelä;2023;02;15;20:00;285.9;289;-0.5;-0.1
Sodankylä Tähtelä;2023;02;15;21:00;288.9;291.6;-0.3;-0.1
Sodankylä Tähtelä;2023;02;15;22:00;291.4;294.1;-0.1;-0.1
Sodankylä Tähtelä;2023;02;15;23:00;294.4;296.6;-0.2;-0.1
Sodankylä Tähtelä;2023;02;16;00:00;296.1;299;-0.5;-0.1
Sodankylä Tähtelä;2023;02;16;01:00;299.3;301.5;-0.7;-0.1
Sodankylä Tähtelä;2023;02;16;02:00;301.3;304;-0.5;-0.2
Sodankylä Tähtelä;2023;02;16;03:00;301.9;304.4;-0.3;-0.2
Sodankylä Tähtelä;2023;02;16;04:00;303;306.1;-0.7;0
Sodankylä Tähtelä;2023;02;16;05:00;301.2;305.6;-0.4;0
Sodankylä Tähtelä;2023;02;16;06:00;299;304.5;-0.5;0
Sodankylä Tähtelä;2023;02;16;07:00;298.3;303.3;-0.3;-0.1
Sodankylä Tähtelä;2023;02;16;08:00;295.8;302;-0.4;0
Sodankylä Tähtelä;2023;02;16;09:00;296.9;302.2;1.3;1.6
Sodankylä Tähtelä;2023;02;16;10:00;297;302.5;7.7;7
Sodankylä Tähtelä;2023;02;16;11:00;297.6;303.4;18.5;15.6
Sodankylä Tähtelä;2023;02;16;12:00;298.5;304.3;32.3;26
Sodankylä Tähtelä;2023;02;16;13:00;299.3;305.7;45.5;36.6
Sodankylä Tähtelä;2023;02;16;14:00;300.6;306.6;33.3;27
Sodankylä Tähtelä;2023;02;16;15:00;301.6;307.3;21.9;18.1
Sodankylä Tähtelä;2023;02;16;16:00;302;307.3;9.5;8.2
Sodankylä Tähtelä;2023;02;16;17:00;302.3;307.2;1.2;1.4
Sodankylä Tähtelä;2023;02;16;18:00;301.9;306.9;-0.7;0.1
Sodankylä Tähtelä;2023;02;16;19:00;300.3;306;-0.7;0
Sodankylä Tähtelä;2023;02;16;20:00;297.5;304.9;-0.9;-0.1
Sodankylä Tähtelä;2023;02;16;21:00;299.3;305.6;-0.8;0
Sodankylä Tähtelä;2023;02;16;22:00;291.7;304.5;-1;0
Sodankylä Tähtelä;2023;02;16;23:00;299.7;306.1;-0.7;-0.1
Sodankylä Tähtelä;2023;02;17;00:00;301.5;306.8;-0.5;-0.1
Sodankylä Tähtelä;2023;02;17;01:00;300.9;307.3;-0.4;-0.1
Sodankylä Tähtelä;2023;02;17;02:00;248.6;295.7;-1.3;0
Sodankylä Tähtelä;2023;02;17;03:00;289.7;302.7;-0.8;-0.2
Sodankylä Tähtelä;2023;02;17;04:00;300.8;307.2;-0.5;-0.1
Sodankylä Tähtelä;2023;02;17;05:00;294.3;306.7;-0.9;-0.1
Sodankylä Tähtelä;2023;02;17;06:00;288.3;305;-0.8;0
Sodankylä Tähtelä;2023;02;17;07:00;283.8;302.9;-1;-0.2
Sodankylä Tähtelä;2023;02;17;08:00;293.8;305.7;-0.4;0.1
Sodankylä Tähtelä;2023;02;17;09:00;297;307.4;3.7;3.8
Sodankylä Tähtelä;2023;02;17;10:00;301.8;309.2;24.8;19.7
Sodankylä Tähtelä;2023;02;17;11:00;304;310.5;42.2;33
Sodankylä Tähtelä;2023;02;17;12:00;304.7;311.4;55.7;44
Sodankylä Tähtelä;2023;02;17;13:00;301.2;310.9;67.3;52.8
Sodankylä Tähtelä;2023;02;17;14:00;298.7;308.8;57.3;45.5
Sodankylä Tähtelä;2023;02;17;15:00;298.4;307.7;38.6;30.6
Sodankylä Tähtelä;2023;02;17;16:00;299.8;307.1;20.9;16.9
Sodankylä Tähtelä;2023;02;17;17:00;297.9;305.4;3.7;3.5
Sodankylä Tähtelä;2023;02;17;18:00;297.7;304.5;-0.3;0
Sodankylä Tähtelä;2023;02;17;19:00;290.7;302;-0.7;-0.2
Sodankylä Tähtelä;2023;02;17;20:00;294.4;302.4;-0.3;-0.1
Sodankylä Tähtelä;2023;02;17;21:00;296.8;303.4;-0.2;-0.2
Sodankylä Tähtelä;2023;02;17;22:00;298.1;304;-0.4;-0.1
Sodankylä Tähtelä;2023;02;17;23:00;298.2;304.1;-0.2;-0.1
Sodankylä Tähtelä;2023;02;18;00:00;298.1;303.9;-0.4;-0.2
Sodankylä Tähtelä;2023;02;18;01:00;298.3;304;-0.5;-0.2
Sodankylä Tähtelä;2023;02;18;02:00;297.4;303.6;-0.5;-0.3
Sodankylä Tähtelä;2023;02;18;03:00;298.3;304.1;-0.4;-0.2
Sodankylä Tähtelä;2023;02;18;04:00;298.6;304.5;-0.3;-0.2
Sodankylä Tähtelä;2023;02;18;05:00;298.5;304.5;-0.2;-0.1
Sodankylä Tähtelä;2023;02;18;06:00;293.3;303.6;-0.4;-0.2
Sodankylä Tähtelä;2023;02;18;07:00;297.8;304.9;-0.6;-0.1
Sodankylä Tähtelä;2023;02;18;08:00;301.7;305.9;-0.3;-0.1
Sodankylä Tähtelä;2023;02;18;09:00;300;305;2.2;1.9
Sodankylä Tähtelä;2023;02;18;10:00;299.4;304.6;13;10.5
Sodankylä Tähtelä;2023;02;18;11:00;299.6;306.1;23.2;19
Sodankylä Tähtelä;2023;02;18;12:00;299.9;306.4;25.5;21.1
Sodankylä Tähtelä;2023;02;18;13:00;297.2;303.6;33.9;27.4
Sodankylä Tähtelä;2023;02;18;14:00;295.3;303;43.7;34.3
Sodankylä Tähtelä;2023;02;18;15:00;289.4;301.6;48.7;37.6
Sodankylä Tähtelä;2023;02;18;16:00;291.3;300.7;21.8;17.3
Sodankylä Tähtelä;2023;02;18;17:00;286.2;298.2;4.1;3.5
Sodankylä Tähtelä;2023;02;18;18:00;283;296;-0.4;-0.1
Sodankylä Tähtelä;2023;02;18;19:00;286.9;296.3;-0.5;-0.2
Sodankylä Tähtelä;2023;02;18;20:00;286.1;295.5;-0.4;-0.1
Sodankylä Tähtelä;2023;02;18;21:00;280.6;293;-0.7;-0.1
Sodankylä Tähtelä;2023;02;18;22:00;279.5;291.4;-0.4;-0.2
Sodankylä Tähtelä;2023;02;18;23:00;270.9;288.2;-0.4;-0.1
Sodankylä Tähtelä;2023;02;19;00:00;265.9;284.4;-0.4;-0.2
Sodankylä Tähtelä;2023;02;19;01:00;275.4;286.6;-0.4;-0.2
Sodankylä Tähtelä;2023;02;19;02:00;277.8;287.6;-0.3;-0.2
Sodankylä Tähtelä;2023;02;19;03:00;281;288.4;-0.3;-0.2
Sodankylä Tähtelä;2023;02;19;04:00;281.9;288.2;-0.1;-0.2
Sodankylä Tähtelä;2023;02;19;05:00;280;286.7;-0.3;-0.2
Sodankylä Tähtelä;2023;02;19;06:00;277;284.9;-0.3;-0.1
Sodankylä Tähtelä;2023;02;19;07:00;275.1;283.8;-0.4;-0.1
Sodankylä Tähtelä;2023;02;19;08:00;274.7;283.3;-0.1;0.1
Sodankylä Tähtelä;2023;02;19;09:00;268.6;281.1;9.4;7.3
Sodankylä Tähtelä;2023;02;19;10:00;273.5;282.9;25.9;20.6
Sodankylä Tähtelä;2023;02;19;11:00;275.4;284.2;43.5;34.7
Sodankylä Tähtelä;2023;02;19;12:00;276.5;285.5;58.1;46.4
Sodankylä Tähtelä;2023;02;19;13:00;274.7;286;66.4;52.7
Sodankylä Tähtelä;2023;02;19;14:00;272.4;286.3;69.1;54.7
Sodankylä Tähtelä;2023;02;19;15:00;274.2;286.9;52.7;41.6
Sodankylä Tähtelä;2023;02;19;16:00;276.4;287.5;26.9;21.4
Sodankylä Tähtelä;2023;02;19;17:00;275.7;286;5;4.3
Sodankylä Tähtelä;2023;02;19;18:00;281.5;287.5;-0.1;-0.1
Sodankylä Tähtelä;2023;02;19;19:00;275.4;285.4;-0.5;-0.3
Sodankylä Tähtelä;2023;02;19;20:00;280.8;287.5;-0.3;-0.1
Sodankylä Tähtelä;2023;02;19;21:00;273.4;284.8;-0.9;-0.1
Sodankylä Tähtelä;2023;02;19;22:00;273.1;283.8;-0.6;-0.2
Sodankylä Tähtelä;2023;02;19;23:00;260.5;279.8;-0.9;-0.2
Sodankylä Tähtelä;2023;02;20;00:00;254;274.4;-1.1;-0.2
Sodankylä Tähtelä;2023;02;20;01:00;270.3;279.5;-0.6;-0.2
Sodankylä Tähtelä;2023;02;20;02:00;259.8;276.2;-0.8;-0.2
Sodankylä Tähtelä;2023;02;20;03:00;266.1;278.1;-0.8;-0.2
Sodankylä Tähtelä;2023;02;20;04:00;259.4;276.2;-0.8;-0.2
Sodankylä Tähtelä;2023;02;20;05:00;226.6;263.1;-1.3;-0.4
Sodankylä Tähtelä;2023;02;20;06:00;230;262;-1.2;-0.2
Sodankylä Tähtelä;2023;02;20;07:00;242.6;263.5;-1.1;-0.2
Sodankylä Tähtelä;2023;02;20;08:00;241.6;264.2;0;0.2
Sodankylä Tähtelä;2023;02;20;09:00;229.2;258.9;10.7;8.6
Sodankylä Tähtelä;2023;02;20;10:00;240.9;263.6;47.8;36.8
Sodankylä Tähtelä;2023;02;20;11:00;260.1;271.6;66.5;52.6
Sodankylä Tähtelä;2023;02;20;12:00;255.9;270.6;80.7;63.9
Sodankylä Tähtelä;2023;02;20;13:00;252.4;269.6;90.8;70.9
Sodankylä Tähtelä;2023;02;20;14:00;256.1;269.8;80.6;63.4
Sodankylä Tähtelä;2023;02;20;15:00;252;268.8;60.9;47.7
Sodankylä Tähtelä;2023;02;20;16:00;248.3;266.9;37.2;29.2
Sodankylä Tähtelä;2023;02;20;17:00;242.6;263.9;16.8;12.7
Sodankylä Tähtelä;2023;02;20;18:00;228.4;254.9;-0.2;0
Sodankylä Tähtelä;2023;02;20;19:00;235.4;254.9;-1;-0.3
Sodankylä Tähtelä;2023;02;20;20:00;248.7;260.6;-0.5;-0.2
Sodankylä Tähtelä;2023;02;20;21:00;243;259.9;-0.7;-0.2
Sodankylä Tähtelä;2023;02;20;22:00;232.4;255.3;-0.8;-0.2
Sodankylä Tähtelä;2023;02;20;23:00;205;238.1;-1.2;-0.3
Sodankylä Tähtelä;2023;02;21;00:00;237.2;246.4;-0.7;-0.2
Sodankylä Tähtelä;2023;02;21;01:00;212.5;238.4;-1.1;-0.3
Sodankylä Tähtelä;2023;02;21;02:00;194.3;225.3;-1.2;-0.3
Sodankylä Tähtelä;2023;02;21;03:00;216.6;229.4;-0.6;-0.2
Sodankylä Tähtelä;2023;02;21;04:00;216.2;231;-0.6;-0.2
Sodankylä Tähtelä;2023;02;21;05:00;231.6;237;-0.5;-0.2
Sodankylä Tähtelä;2023;02;21;06:00;243.6;244.3;-0.1;-0.1
Sodankylä Tähtelä;2023;02;21;07:00;243.8;247.7;-0.1;-0.1
Sodankylä Tähtelä;2023;02;21;08:00;222;239.1;0.4;0.5
Sodankylä Tähtelä;2023;02;21;09:00;195.4;224.1;13.3;10.4
Sodankylä Tähtelä;2023;02;21;10:00;201.3;226;56.8;40
Sodankylä Tähtelä;2023;02;21;11:00;189.9;225;127.1;91.1
Sodankylä Tähtelä;2023;02;21;12:00;185.5;229.2;161.8;121.6
Sodankylä Tähtelä;2023;02;21;13:00;189.8;237.1;182.3;132.9
Sodankylä Tähtelä;2023;02;21;14:00;188.1;238.6;163.4;113.9
Sodankylä Tähtelä;2023;02;21;15:00;186.9;233.3;121.2;63.6
Sodankylä Tähtelä;2023;02;21;16:00;186.7;226.3;63.3;26.5
Sodankylä Tähtelä;2023;02;21;17:00;186.1;220.3;12.6;8.2
Sodankylä Tähtelä;2023;02;21;18:00;184.7;213.8;-0.4;0.2
Sodankylä Tähtelä;2023;02;21;19:00;183;209.5;-1.4;-0.3
Sodankylä Tähtelä;2023;02;21;20:00;181.2;205.9;-1;-0.2
Sodankylä Tähtelä;2023;02;21;21:00;179.6;202.9;-0.8;-0.2
Sodankylä Tähtelä;2023;02;21;22:00;178.4;200.3;-0.9;-0.2
Sodankylä Tähtelä;2023;02;21;23:00;177.7;197.1;-1;-0.1
Sodankylä Tähtelä;2023;02;22;00:00;175.1;195.5;-0.8;-0.2
Sodankylä Tähtelä;2023;02;22;01:00;174.7;194.6;-0.8;-0.1
Sodankylä Tähtelä;2023;02;22;02:00;175.1;192.7;-0.5;-0.1
Sodankylä Tähtelä;2023;02;22;03:00;181.6;194.2;-0.6;-0.2
Sodankylä Tähtelä;2023;02;22;04:00;190;198.7;-0.4;-0.2
Sodankylä Tähtelä;2023;02;22;05:00;195.9;202.8;-0.3;-0.2
Sodankylä Tähtelä;2023;02;22;06:00;196.1;203.7;-0.3;-0.1
Sodankylä Tähtelä;2023;02;22;07:00;197.1;205;-0.1;-0.1
Sodankylä Tähtelä;2023;02;22;08:00;195.2;206.1;0.3;0.6
Sodankylä Tähtelä;2023;02;22;09:00;184.3;201.7;16.2;12.1
Sodankylä Tähtelä;2023;02;22;10:00;184.6;202.7;54.6;39.6
Sodankylä Tähtelä;2023;02;22;11:00;191.7;213.3;141.1;102
Sodankylä Tähtelä;2023;02;22;12:00;192.3;219.9;145;110
Sodankylä Tähtelä;2023;02;22;13:00;174.6;217.4;185.6;136.2
Sodankylä Tähtelä;2023;02;22;14:00;173.2;219.4;187.8;131.6
Sodankylä Tähtelä;2023;02;22;15:00;174.1;217.9;147.9;76.7
Sodankylä Tähtelä;2023;02;22;16:00;176.7;212.5;78.8;32.6
Sodankylä Tähtelä;2023;02;22;17:00;183.9;213.6;14.4;9.7
Sodankylä Tähtelä;2023;02;22;18:00;179;211.4;-0.6;0.1
Sodankylä Tähtelä;2023;02;22;19:00;181.2;208.5;-1;-0.3
Sodankylä Tähtelä;2023;02;22;20:00;193.4;212.8;-1;-0.3
Sodankylä Tähtelä;2023;02;22;21:00;183.4;210;-1;-0.4
Sodankylä Tähtelä;2023;02;22;22:00;187.5;219.1;-0.9;-0.4
Sodankylä Tähtelä;2023;02;22;23:00;182.3;217.9;-1;-0.3
Sodankylä Tähtelä;2023;02;23;00:00;227.6;232.6;-0.3;-0.2
Sodankylä Tähtelä;2023;02;23;01:00;247.8;244.6;0;-0.1
Sodankylä Tähtelä;2023;02;23;02:00;250.7;249.9;0.2;-0.2
Sodankylä Tähtelä;2023;02;23;03:00;253;254.2;0.1;-0.2
Sodankylä Tähtelä;2023;02;23;04:00;256.8;254.8;-0.2;0
Sodankylä Tähtelä;2023;02;23;05:00;256;254.5;-0.3;-0.1
Sodankylä Tähtelä;2023;02;23;06:00;262.4;257.1;-0.3;-0.1
Sodankylä Tähtelä;2023;02;23;07:00;261.1;261;-0.2;-0.2
Sodankylä Tähtelä;2023;02;23;08:00;260.3;264.7;1.1;1.1
Sodankylä Tähtelä;2023;02;23;09:00;267.8;268.3;5.8;4.6
Sodankylä Tähtelä;2023;02;23;10:00;269.9;271.9;16;13.1
Sodankylä Tähtelä;2023;02;23;11:00;270.1;273.2;24.6;20.2
Sodankylä Tähtelä;2023;02;23;12:00;270.3;274;33.8;27.8
Sodankylä Tähtelä;2023;02;23;13:00;269.7;272.9;39.3;32.2
Sodankylä Tähtelä;2023;02;23;14:00;270.9;274.8;51.7;42.1
Sodankylä Tähtelä;2023;02;23;15:00;270;276.7;62;49.7
Sodankylä Tähtelä;2023;02;23;16:00;268.5;276.1;42.1;33.7
Sodankylä Tähtelä;2023;02;23;17:00;266.5;274.8;22.5;17.3
Sodankylä Tähtelä;2023;02;23;18:00;268.5;274.6;0.7;0.6
Sodankylä Tähtelä;2023;02;23;19:00;269.3;274.6;-0.5;-0.2
Sodankylä Tähtelä;2023;02;23;20:00;270.8;275.5;-0.8;-0.3
Sodankylä Tähtelä;2023;02;23;21:00;271.7;276.2;-0.6;-0.1
Sodankylä Tähtelä;2023;02;23;22:00;272.5;276.5;-0.3;-0.1
Sodankylä Tähtelä;2023;02;23;23:00;273.3;277;-0.7;-0.1
Sodankylä Tähtelä;2023;02;24;00:00;274.4;277.7;-0.4;-0.2
Sodankylä Tähtelä;2023;02;24;01:00;272.5;277.7;-0.3;-0.2
Sodankylä Tähtelä;2023;02;24;02:00;271;276.6;-0.4;-0.2
Sodankylä Tähtelä;2023;02;24;03:00;274.7;277.1;-0.2;-0.1
Sodankylä Tähtelä;2023;02;24;04:00;255;270.9;-0.5;-0.2
Sodankylä Tähtelä;2023;02;24;05:00;251;265.6;-0.6;-0.2
Sodankylä Tähtelä;2023;02;24;06:00;269.2;273;-0.1;-0.2
Sodankylä Tähtelä;2023;02;24;07:00;272.2;275;-0.3;-0.2
Sodankylä Tähtelä;2023;02;24;08:00;273.1;275.7;0.8;0.6
Sodankylä Tähtelä;2023;02;24;09:00;272.5;276;9;7.2
Sodankylä Tähtelä;2023;02;24;10:00;272.2;276.9;25.5;20.4
Sodankylä Tähtelä;2023;02;24;11:00;270.9;277.5;65.4;51.2
Sodankylä Tähtelä;2023;02;24;12:00;270.4;278.2;85.9;66.7
Sodankylä Tähtelä;2023;02;24;13:00;270.5;279.9;97.9;75.8
Sodankylä Tähtelä;2023;02;24;14:00;271.9;281.6;95.2;73.7
Sodankylä Tähtelä;2023;02;24;15:00;262.3;279.6;82;62.3
Sodankylä Tähtelä;2023;02;24;16:00;246.9;272.7;65.1;43.4
Sodankylä Tähtelä;2023;02;24;17:00;241.1;264.4;25;18.5
Sodankylä Tähtelä;2023;02;24;18:00;272.4;276.6;0.8;0.7
Sodankylä Tähtelä;2023;02;24;19:00;272.7;279;-0.5;-0.2
Sodankylä Tähtelä;2023;02;24;20:00;269.2;280.4;-0.3;-0.2
Sodankylä Tähtelä;2023;02;24;21:00;260.5;276.8;-0.7;-0.2
Sodankylä Tähtelä;2023;02;24;22:00;253.1;274.1;-1;-0.3
Sodankylä Tähtelä;2023;02;24;23:00;255.7;277;-0.8;-0.3
Sodankylä Tähtelä;2023;02;25;00:00;242.5;272.9;-1;-0.3
Sodankylä Tähtelä;2023;02;25;01:00;216.7;256.5;-1.4;-0.4
Sodankylä Tähtelä;2023;02;25;02:00;211.5;251;-1.5;-0.4
Sodankylä Tähtelä;2023;02;25;03:00;210.8;249.9;-1.5;-0.4
Sodankylä Tähtelä;2023;02;25;04:00;203.5;242.4;-1.6;-0.4
Sodankylä Tähtelä;2023;02;25;05:00;195.7;234.6;-1.4;-0.4
Sodankylä Tähtelä;2023;02;25;06:00;191;226;-1.4;-0.4
Sodankylä Tähtelä;2023;02;25;07:00;188.9;219.7;-1.4;-0.3
Sodankylä Tähtelä;2023;02;25;08:00;187.5;214.4;1.3;1.6
Sodankylä Tähtelä;2023;02;25;09:00;185;211.2;32.1;14.5
Sodankylä Tähtelä;2023;02;25;10:00;183.5;212.7;102.1;55.8
Sodankylä Tähtelä;2023;02;25;11:00;184.9;223.4;170.6;128.3
Sodankylä Tähtelä;2023;02;25;12:00;185.8;232.9;218.7;170.3
Sodankylä Tähtelä;2023;02;25;13:00;189.2;240.3;239;179.2
Sodankylä Tähtelä;2023;02;25;14:00;189.9;248;227;161
Sodankylä Tähtelä;2023;02;25;15:00;190.4;244.8;184.3;98.2
Sodankylä Tähtelä;2023;02;25;16:00;192.9;236.5;116.4;37.3
Sodankylä Tähtelä;2023;02;25;17:00;192.9;229;38.8;12.5
Sodankylä Tähtelä;2023;02;25;18:00;191.8;223.1;0.1;1
Sodankylä Tähtelä;2023;02;25;19:00;190.5;217.9;-1.6;-0.2
Sodankylä Tähtelä;2023;02;25;20:00;190.3;214.8;-1.5;-0.3
Sodankylä Tähtelä;2023;02;25;21:00;190.2;212.3;-1.1;-0.3
Sodankylä Tähtelä;2023;02;25;22:00;190.1;210.7;-1.1;-0.3
Sodankylä Tähtelä;2023;02;25;23:00;189.9;209.1;-1;-0.2
Sodankylä Tähtelä;2023;02;26;00:00;212.2;217.9;-0.3;-0.2
Sodankylä Tähtelä;2023;02;26;01:00;202.2;214.2;-0.4;-0.2
Sodankylä Tähtelä;2023;02;26;02:00;222.7;221.7;-0.2;-0.2
Sodankylä Tähtelä;2023;02;26;03:00;255.9;237.9;0.1;-0.1
Sodankylä Tähtelä;2023;02;26;04:00;256.7;244.1;0.1;-0.1
Sodankylä Tähtelä;2023;02;26;05:00;260.1;248.2;0.2;-0.1
Sodankylä Tähtelä;2023;02;26;06:00;257.7;250.1;-0.1;-0.1
Sodankylä Tähtelä;2023;02;26;07:00;254.5;250.9;0.1;-0.1
Sodankylä Tähtelä;2023;02;26;08:00;250.5;251.7;5;4
Sodankylä Tähtelä;2023;02;26;09:00;244.6;251.9;24.4;18.9
Sodankylä Tähtelä;2023;02;26;10:00;230.4;248.8;67.1;50.3
Sodankylä Tähtelä;2023;02;26;11:00;229.4;254.9;122;91.7
Sodankylä Tähtelä;2023;02;26;12:00;207.1;257.8;192.6;146
Sodankylä Tähtelä;2023;02;26;13:00;204.4;257.4;206;151.6
Sodankylä Tähtelä;2023;02;26;14:00;208.9;259.8;195.2;140.7
Sodankylä Tähtelä;2023;02;26;15:00;239.7;266.2;140;102.7
Sodankylä Tähtelä;2023;02;26;16:00;254.8;269.2;64.7;49.3
Sodankylä Tähtelä;2023;02;26;17:00;258.4;269.2;22.6;17.6
Sodankylä Tähtelä;2023;02;26;18:00;266.3;270.9;1.1;1
Sodankylä Tähtelä;2023;02;26;19:00;272.2;273;-0.3;0
Sodankylä Tähtelä;2023;02;26;20:00;275.2;274.5;0.1;-0.1
Sodankylä Tähtelä;2023;02;26;21:00;264.3;272.5;-0.4;-0.1
Sodankylä Tähtelä;2023;02;26;22:00;271.3;274.2;-0.1;0.1
Sodankylä Tähtelä;2023;02;26;23:00;277.1;277;0;-0.1
Sodankylä Tähtelä;2023;02;27;00:00;279.3;283.1;-0.5;0
Sodankylä Tähtelä;2023;02;27;01:00;277.7;277.5;-0.6;0
Sodankylä Tähtelä;2023;02;27;02:00;277.8;277.4;-0.8;-0.3
Sodankylä Tähtelä;2023;02;27;03:00;279;279.3;-0.5;0
Sodankylä Tähtelä;2023;02;27;04:00;277;279.2;-0.6;-0.2
Sodankylä Tähtelä;2023;02;27;05:00;236.5;264.4;-1.1;-0.2
Sodankylä Tähtelä;2023;02;27;06:00;222.5;251.4;-1.1;-0.4
Sodankylä Tähtelä;2023;02;27;07:00;222.3;246.8;-1.4;-0.3
Sodankylä Tähtelä;2023;02;27;08:00;237.2;251;3.4;2.8
Sodankylä Tähtelä;2023;02;27;09:00;271.5;269.9;23.2;17.3
Sodankylä Tähtelä;2023;02;27;10:00;257.2;270.8;59.6;44.9
Sodankylä Tähtelä;2023;02;27;11:00;271.1;280.9;73.2;57
Sodankylä Tähtelä;2023;02;27;12:00;269.1;292.9;86.4;66.6
Sodankylä Tähtelä;2023;02;27;13:00;262.7;299.2;98.9;75
Sodankylä Tähtelä;2023;02;27;14:00;253;302.5;111.3;82.3
Sodankylä Tähtelä;2023;02;27;15:00;247.4;303.6;110.6;75.3
Sodankylä Tähtelä;2023;02;27;16:00;279.6;311.3;61.3;44.3
Sodankylä Tähtelä;2023;02;27;17:00;246.3;305.6;20.1;15.9
Sodankylä Tähtelä;2023;02;27;18:00;257;307.3;0;1.7
Sodankylä Tähtelä;2023;02;27;19:00;286.6;309.1;-1.2;0.1
Sodankylä Tähtelä;2023;02;27;20:00;266.8;300.4;-1.7;-0.2
Sodankylä Tähtelä;2023;02;27;21:00;230.4;288.7;-2;-0.1
Sodankylä Tähtelä;2023;02;27;22:00;205.4;280.9;-2.5;-0.1
Sodankylä Tähtelä;2023;02;27;23:00;199.9;276.1;-2.3;-0.1
Sodankylä Tähtelä;2023;02;28;00:00;199;273.4;-2.6;-0.1
Sodankylä Tähtelä;2023;02;28;01:00;198.2;270.6;-2.1;-0.1
Sodankylä Tähtelä;2023;02;28;02:00;196.5;266.3;-2.1;-0.2
Sodankylä Tähtelä;2023;02;28;03:00;195.3;264.7;-2.2;-0.1
Sodankylä Tähtelä;2023;02;28;04:00;193.2;261.3;-2.4;-0.2
Sodankylä Tähtelä;2023;02;28;05:00;193.8;260;-2.2;-0.1
Sodankylä Tähtelä;2023;02;28;06:00;194.4;258.6;-2.1;-0.1
Sodankylä Tähtelä;2023;02;28;07:00;195.2;257.1;-2;-0.2
Sodankylä Tähtelä;2023;02;28;08:00;195.6;257.7;3.5;3.2
Sodankylä Tähtelä;2023;02;28;09:00;196.4;260.6;44;18.8
Sodankylä Tähtelä;2023;02;28;10:00;199.4;268.4;119.5;68
Sodankylä Tähtelä;2023;02;28;11:00;202.3;277.3;188.5;143
Sodankylä Tähtelä;2023;02;28;12:00;206.4;282.9;236.3;178.4
Sodankylä Tähtelä;2023;02;28;13:00;209.5;284.7;224.5;164.2
Sodankylä Tähtelä;2023;02;28;14:00;209.7;287.1;246.3;172.5
Sodankylä Tähtelä;2023;02;28;15:00;217.5;286.4;163.4;102.2
Sodankylä Tähtelä;2023;02;28;16:00;222.4;281.5;59.4;38.1
Sodankylä Tähtelä;2023;02;28;17:00;255;288.1;25.2;19
Sodankylä Tähtelä;2023;02;28;18:00;275;291.3;0.7;1.1
Sodankylä Tähtelä;2023;02;28;19:00;279.6;293;-0.9;-0.2
Sodankylä Tähtelä;2023;02;28;20:00;273.6;291.6;-0.9;-0.2
Sodankylä Tähtelä;2023;02;28;21:00;278.9;292.7;-1;-0.1
Sodankylä Tähtelä;2023;02;28;22:00;233.7;281.7;-1.5;-0.1
Sodankylä Tähtelä;2023;02;28;23:00;233.8;276.5;-1.5;-0.3
Sodankylä Tähtelä;2023;03;01;00:00;221.9;272.2;-1.8;-0.2
Sodankylä Tähtelä;2023;03;01;01:00;210.8;264.3;-1.7;-0.2
Sodankylä Tähtelä;2023;03;01;02:00;238;267.3;-1.2;-0.3
Sodankylä Tähtelä;2023;03;01;03:00;257.6;277.3;-0.8;-0.1
Sodankylä Tähtelä;2023;03;01;04:00;266.8;278.3;-0.5;-0.3
Sodankylä Tähtelä;2023;03;01;05:00;271.4;280.8;-0.6;-0.2
Sodankylä Tähtelä;2023;03;01;06:00;272.2;281.6;-0.6;-0.1
Sodankylä Tähtelä;2023;03;01;07:00;269;283.9;-0.6;-0.2
Sodankylä Tähtelä;2023;03;01;08:00;272.4;286.6;4;3.3
Sodankylä Tähtelä;2023;03;01;09:00;264.8;287.7;35.8;26.3
Sodankylä Tähtelä;2023;03;01;10:00;260.6;289.4;75;54.6
Sodankylä Tähtelä;2023;03;01;11:00;240.8;293.3;194.4;145.7
Sodankylä Tähtelä;2023;03;01;12:00;265;299;169.2;124.5
Sodankylä Tähtelä;2023;03;01;13:00;219;294.6;263.9;193.4
Sodankylä Tähtelä;2023;03;01;14:00;220.7;291.3;232.1;165.4
