Observation station;Year;Month;Day;Time [Local time];Long wave solar radiation mean [kJ/m2];Long wave outgoing solar radiation mean [kJ/m2];Global radiation mean [W/m2];Reflected radiation mean [W/m2]
Sodankylä Tähtelä;2023;01;08;05:00;224;226.9;-0.5;-0.3
Sodankylä Tähtelä;2023;01;08;06:00;232.9;238.8;-0.5;-0.2
Sodankylä Tähtelä;2023;01;08;07:00;237.4;246.4;-0.8;-0.2
Sodankylä Tähtelä;2023;01;08;08:00;239.6;250.8;-0.4;-0.2
Sodankylä Tähtelä;2023;01;08;09:00;231.5;249.8;-0.6;-0.2
Sodankylä Tähtelä;2023;01;08;10:00;224.6;250;-0.3;0.3
Sodankylä Tähtelä;2023;01;08;11:00;242.9;255;2.9;2.5
Sodankylä Tähtelä;2023;01;08;12:00;245.2;256.1;6.6;5.4
Sodankylä Tähtelä;2023;01;08;13:00;246.5;256.5;7.8;6.6
Sodankylä Tähtelä;2023;01;08;14:00;250.3;257.8;4.6;3.8
Sodankylä Tähtelä;2023;01;08;15:00;255.9;259.5;1.1;1.1
Sodankylä Tähtelä;2023;01;08;16:00;260.6;261.7;-0.1;-0.2
Sodankylä Tähtelä;2023;01;08;17:00;261.7;263.4;-0.3;-0.1
Sodankylä Tähtelä;2023;01;08;18:00;262.9;264.9;-0.1;-0.1
Sodankylä Tähtelä;2023;01;08;19:00;263.8;266.5;-0.5;-0.1
Sodankylä Tähtelä;2023;01;08;20:00;263.9;266.7;-0.4;0
Sodankylä Tähtelä;2023;01;08;21:00;263.4;266.3;-0.4;-0.1
Sodankylä Tähtelä;2023;01;08;22:00;262.7;266.2;-0.5;-0.1
Sodankylä Tähtelä;2023;01;08;23:00;264.2;266.9;-0.5;-0.2
Sodankylä Tähtelä;2023;01;09;00:00;264.9;267.7;-0.6;-0.1
Sodankylä Tähtelä;2023;01;09;01:00;264.6;267.9;-0.6;-0.1
Sodankylä Tähtelä;2023;01;09;02:00;264.6;268.1;-0.7;-0.1
Sodankylä Tähtelä;2023;01;09;03:00;265.2;268.1;-0.6;0
Sodankylä Tähtelä;2023;01;09;04:00;265.7;268.3;-0.3;-0.2
Sodankylä Tähtelä;2023;01;09;05:00;265.7;268.6;-0.5;-0.1
Sodankylä Tähtelä;2023;01;09;06:00;265.8;268.8;-0.4;-0.1
Sodankylä Tähtelä;2023;01;09;07:00;265.1;268.8;-0.5;-0.1
Sodankylä Tähtelä;2023;01;09;08:00;265.4;268.7;-0.4;0
Sodankylä Tähtelä;2023;01;09;09:00;266.5;268.6;-0.2;-0.1
Sodankylä Tähtelä;2023;01;09;10:00;267.3;268.5;-0.1;0
Sodankylä Tähtelä;2023;01;09;11:00;265;267.6;1.4;1.3
Sodankylä Tähtelä;2023;01;09;12:00;267;268.4;4.2;3.6
Sodankylä Tähtelä;2023;01;09;13:00;267.1;269.5;5.8;4.9
Sodankylä Tähtelä;2023;01;09;14:00;273.4;272;2.8;2.4
Sodankylä Tähtelä;2023;01;09;15:00;274.8;273.4;0.8;0.7
Sodankylä Tähtelä;2023;01;09;16:00;271.4;273.2;0.3;-0.2
Sodankylä Tähtelä;2023;01;09;17:00;266.6;272.9;-0.5;-0.2
Sodankylä Tähtelä;2023;01;09;18:00;270.8;273.8;-0.6;-0.3
Sodankylä Tähtelä;2023;01;09;19:00;270.8;274.1;-0.4;-0.3
Sodankylä Tähtelä;2023;01;09;20:00;269.2;274.5;-0.6;-0.1
Sodankylä Tähtelä;2023;01;09;21:00;269.4;275.3;-0.5;-0.1
Sodankylä Tähtelä;2023;01;09;22:00;269;275.2;-0.5;-0.1
Sodankylä Tähtelä;2023;01;09;23:00;268.5;275.2;-0.6;-0.1
Sodankylä Tähtelä;2023;01;10;00:00;265.8;274.9;-0.5;-0.2
Sodankylä Tähtelä;2023;01;10;01:00;255.1;271.9;-0.6;-0.2
Sodankylä Tähtelä;2023;01;10;02:00;269.3;275.3;-0.6;-0.2
Sodankylä Tähtelä;2023;01;10;03:00;268.1;275.1;-0.8;-0.2
Sodankylä Tähtelä;2023;01;10;04:00;267.8;275;-0.8;-0.2
Sodankylä Tähtelä;2023;01;10;05:00;269.7;275.5;-0.5;-0.1
Sodankylä Tähtelä;2023;01;10;06:00;270.2;275.6;-0.4;-0.1
Sodankylä Tähtelä;2023;01;10;07:00;270.4;275.7;-0.5;-0.2
Sodankylä Tähtelä;2023;01;10;08:00;270;275.7;-0.5;-0.2
Sodankylä Tähtelä;2023;01;10;09:00;269.9;275.8;-0.3;-0.1
Sodankylä Tähtelä;2023;01;10;10:00;269.9;275.8;-0.2;-0.1
Sodankylä Tähtelä;2023;01;10;11:00;270.4;276.1;1;1.1
Sodankylä Tähtelä;2023;01;10;12:00;271.9;276.6;3.5;3
Sodankylä Tähtelä;2023;01;10;13:00;276.8;278.2;5.5;4.4
Sodankylä Tähtelä;2023;01;10;14:00;274.4;277.8;3.2;2.7
Sodankylä Tähtelä;2023;01;10;15:00;272.4;277.1;0.7;0.5
Sodankylä Tähtelä;2023;01;10;16:00;273.4;277.4;-0.4;-0.1
Sodankylä Tähtelä;2023;01;10;17:00;271.6;276.8;-0.3;-0.2
Sodankylä Tähtelä;2023;01;10;18:00;271.4;276.3;-0.3;-0.2
Sodankylä Tähtelä;2023;01;10;19:00;272.4;277.4;-0.5;-0.2
Sodankylä Tähtelä;2023;01;10;20:00;272.4;277.7;-0.5;-0.2
Sodankylä Tähtelä;2023;01;10;21:00;271.9;277.4;-0.4;-0.2
Sodankylä Tähtelä;2023;01;10;22:00;271.7;277.1;-0.2;-0.1
Sodankylä Tähtelä;2023;01;10;23:00;272.4;276.7;-0.2;-0.1
Sodankylä Tähtelä;2023;01;11;00:00;273.9;276.7;-0.1;-0.2
Sodankylä Tähtelä;2023;01;11;01:00;271.2;275.8;-0.2;-0.1
Sodankylä Tähtelä;2023;01;11;02:00;271.2;275.5;-0.5;-0.2
Sodankylä Tähtelä;2023;01;11;03:00;269.8;274.8;-0.3;-0.1
Sodankylä Tähtelä;2023;01;11;04:00;269;274.2;-0.1;-0.2
Sodankylä Tähtelä;2023;01;11;05:00;261.9;271.5;-0.1;-0.2
Sodankylä Tähtelä;2023;01;11;06:00;257.1;269;-0.4;-0.2
Sodankylä Tähtelä;2023;01;11;07:00;244.8;264.4;-0.4;-0.2
Sodankylä Tähtelä;2023;01;11;08:00;246.2;263.6;-0.8;-0.2
Sodankylä Tähtelä;2023;01;11;09:00;232.3;259;-0.5;-0.2
Sodankylä Tähtelä;2023;01;11;10:00;232.1;256.6;0;0.4
Sodankylä Tähtelä;2023;01;11;11:00;251.7;261.9;3.8;2.9
Sodankylä Tähtelä;2023;01;11;12:00;270.2;269;6.3;5
Sodankylä Tähtelä;2023;01;11;13:00;268.2;270.2;4.8;4
Sodankylä Tähtelä;2023;01;11;14:00;267.4;271.2;2;1.9
Sodankylä Tähtelä;2023;01;11;15:00;269.4;272.8;0.9;0.9
Sodankylä Tähtelä;2023;01;11;16:00;271.7;273.1;-0.1;0
Sodankylä Tähtelä;2023;01;11;17:00;272.4;273.3;-0.2;-0.1
Sodankylä Tähtelä;2023;01;11;18:00;269.2;272.4;-0.5;-0.2
Sodankylä Tähtelä;2023;01;11;19:00;277.8;276.2;-0.4;-0.1
Sodankylä Tähtelä;2023;01;11;20:00;279.3;276.9;-0.3;-0.1
Sodankylä Tähtelä;2023;01;11;21:00;281.9;279.5;-0.2;-0.1
Sodankylä Tähtelä;2023;01;11;22:00;285;282.7;-0.3;-0.1
Sodankylä Tähtelä;2023;01;11;23:00;288.9;287.6;-0.2;-0.2
Sodankylä Tähtelä;2023;01;12;00:00;290.8;292.3;-0.4;-0.2
Sodankylä Tähtelä;2023;01;12;01:00;296.4;298;-0.3;-0.2
Sodankylä Tähtelä;2023;01;12;02:00;301.5;302.9;-0.5;-0.1
Sodankylä Tähtelä;2023;01;12;03:00;306.7;307.5;-0.4;-0.2
Sodankylä Tähtelä;2023;01;12;04:00;310.4;313.8;-0.9;0.3
Sodankylä Tähtelä;2023;01;12;05:00;309.7;314.7;-1;0.4
Sodankylä Tähtelä;2023;01;12;06:00;308.1;313.7;-1;0.2
Sodankylä Tähtelä;2023;01;12;07:00;309.7;314.3;-1;0.1
Sodankylä Tähtelä;2023;01;12;08:00;312.4;315.8;-0.9;0.2
Sodankylä Tähtelä;2023;01;12;09:00;313;316.1;-1.2;0.3
Sodankylä Tähtelä;2023;01;12;10:00;314;316.2;-0.8;0.6
Sodankylä Tähtelä;2023;01;12;11:00;316;316.3;1.7;2.8
Sodankylä Tähtelä;2023;01;12;12:00;316.9;316.4;7;6.8
Sodankylä Tähtelä;2023;01;12;13:00;314.6;316.4;11.1;9.9
Sodankylä Tähtelä;2023;01;12;14:00;312.9;316.5;6.1;6.4
Sodankylä Tähtelä;2023;01;12;15:00;313;316.4;1.6;2.6
Sodankylä Tähtelä;2023;01;12;16:00;315.8;316.5;-1.1;0.4
Sodankylä Tähtelä;2023;01;12;17:00;315.6;316.4;-1.2;0.1
Sodankylä Tähtelä;2023;01;12;18:00;316.3;316.3;-0.9;0.1
Sodankylä Tähtelä;2023;01;12;19:00;316.2;316.4;-1.1;0.2
Sodankylä Tähtelä;2023;01;12;20:00;314;316.3;-0.9;0.2
Sodankylä Tähtelä;2023;01;12;21:00;314.6;316.3;-1.1;0
Sodankylä Tähtelä;2023;01;12;22:00;313.9;316.4;-0.9;0.1
Sodankylä Tähtelä;2023;01;12;23:00;312.2;316.3;-0.9;-0.1
Sodankylä Tähtelä;2023;01;13;00:00;309.5;316.3;-1;0.1
Sodankylä Tähtelä;2023;01;13;01:00;309.8;316.3;-0.9;-0.1
Sodankylä Tähtelä;2023;01;13;02:00;313.8;316.3;-1;0
Sodankylä Tähtelä;2023;01;13;03:00;315.3;316.2;-1.2;0.2
Sodankylä Tähtelä;2023;01;13;04:00;315.4;316.3;-1.3;0.1
Sodankylä Tähtelä;2023;01;13;05:00;314.9;316.2;-1.2;0.1
Sodankylä Tähtelä;2023;01;13;06:00;314;316.2;-1.2;0
Sodankylä Tähtelä;2023;01;13;07:00;314;316.2;-1.1;0.1
Sodankylä Tähtelä;2023;01;13;08:00;314.2;316.1;-1;0
Sodankylä Tähtelä;2023;01;13;09:00;313;316;-0.9;-0.1
Sodankylä Tähtelä;2023;01;13;10:00;311.7;315.5;-0.7;0.2
Sodankylä Tähtelä;2023;01;13;11:00;311;314.9;1.5;1.8
Sodankylä Tähtelä;2023;01;13;12:00;307.3;314.1;6.3;5.2
Sodankylä Tähtelä;2023;01;13;13:00;307.8;314.1;9;7.2
Sodankylä Tähtelä;2023;01;13;14:00;307.1;313.8;5;4.3
Sodankylä Tähtelä;2023;01;13;15:00;306.8;314;1.9;1.6
Sodankylä Tähtelä;2023;01;13;16:00;275.2;306.9;-0.8;-0.1
Sodankylä Tähtelä;2023;01;13;17:00;275.8;303.1;-0.7;-0.2
Sodankylä Tähtelä;2023;01;13;18:00;282.4;304.5;-0.8;-0.1
Sodankylä Tähtelä;2023;01;13;19:00;288.7;304.3;-0.7;0
Sodankylä Tähtelä;2023;01;13;20:00;283.4;302.9;-0.7;0
Sodankylä Tähtelä;2023;01;13;21:00;299.8;306.7;-0.1;-0.2
Sodankylä Tähtelä;2023;01;13;22:00;303.3;309.3;0;-0.1
Sodankylä Tähtelä;2023;01;13;23:00;299.2;308.7;-0.2;-0.1
Sodankylä Tähtelä;2023;01;14;00:00;302.3;309.1;-0.3;-0.1
Sodankylä Tähtelä;2023;01;14;01:00;305.2;309.7;-0.3;0.1
Sodankylä Tähtelä;2023;01;14;02:00;301.5;308.6;-0.3;0.2
Sodankylä Tähtelä;2023;01;14;03:00;302.7;308.3;0.1;-0.1
Sodankylä Tähtelä;2023;01;14;04:00;292.2;304;-0.6;-0.1
Sodankylä Tähtelä;2023;01;14;05:00;288.8;302.7;-0.6;-0.2
Sodankylä Tähtelä;2023;01;14;06:00;297;304.8;-0.5;-0.2
Sodankylä Tähtelä;2023;01;14;07:00;300.4;306.2;-0.4;-0.1
Sodankylä Tähtelä;2023;01;14;08:00;300.8;306.4;-0.3;-0.1
Sodankylä Tähtelä;2023;01;14;09:00;304.6;308.5;-0.3;-0.1
Sodankylä Tähtelä;2023;01;14;10:00;305.8;309;-0.2;0
Sodankylä Tähtelä;2023;01;14;11:00;305.2;308.9;1.8;1.6
Sodankylä Tähtelä;2023;01;14;12:00;302.5;308.3;6.6;5.5
Sodankylä Tähtelä;2023;01;14;13:00;303.9;308.6;9.1;7.1
Sodankylä Tähtelä;2023;01;14;14:00;293.7;306;7;5.7
Sodankylä Tähtelä;2023;01;14;15:00;286.9;301;1.9;1.8
Sodankylä Tähtelä;2023;01;14;16:00;283;300.8;-0.2;0.1
Sodankylä Tähtelä;2023;01;14;17:00;254.9;286.6;-1.2;-0.1
Sodankylä Tähtelä;2023;01;14;18:00;279.3;291.9;-0.7;0
Sodankylä Tähtelä;2023;01;14;19:00;280.1;294.5;-0.7;0.1
Sodankylä Tähtelä;2023;01;14;20:00;290.1;296.6;-0.4;0
Sodankylä Tähtelä;2023;01;14;21:00;285.5;293.3;-0.2;0.1
Sodankylä Tähtelä;2023;01;14;22:00;281.8;290;-0.4;0.2
Sodankylä Tähtelä;2023;01;14;23:00;279.4;287.5;-0.4;-0.3
Sodankylä Tähtelä;2023;01;15;00:00;276.3;285.3;-0.4;0
Sodankylä Tähtelä;2023;01;15;01:00;273.6;283.4;-0.2;0
Sodankylä Tähtelä;2023;01;15;02:00;256.4;275;-0.6;0.1
Sodankylä Tähtelä;2023;01;15;03:00;263.2;274.8;-0.8;0
Sodankylä Tähtelä;2023;01;15;04:00;260.4;273.8;-0.7;-0.1
Sodankylä Tähtelä;2023;01;15;05:00;235.8;263.8;-1.1;0.3
Sodankylä Tähtelä;2023;01;15;06:00;205.7;244.3;-1.5;0.1
Sodankylä Tähtelä;2023;01;15;07:00;194.9;231.4;-1.8;0
Sodankylä Tähtelä;2023;01;15;08:00;198.6;228.1;-1.6;0.1
Sodankylä Tähtelä;2023;01;15;09:00;222.1;234.6;-1.1;0.2
Sodankylä Tähtelä;2023;01;15;10:00;259.3;254.9;0.3;0.5
Sodankylä Tähtelä;2023;01;15;11:00;262.7;259.6;2.5;2.3
Sodankylä Tähtelä;2023;01;15;12:00;269.9;264.4;6;5.1
Sodankylä Tähtelä;2023;01;15;13:00;275.5;268.5;7.8;6.5
Sodankylä Tähtelä;2023;01;15;14:00;280.9;272.6;5.5;4.3
Sodankylä Tähtelä;2023;01;15;15:00;283.6;275.5;1.5;1.1
Sodankylä Tähtelä;2023;01;15;16:00;285.4;277.9;0.1;0
Sodankylä Tähtelä;2023;01;15;17:00;289.8;280.6;0.2;-0.1
Sodankylä Tähtelä;2023;01;15;18:00;296;284.7;0;-0.2
Sodankylä Tähtelä;2023;01;15;19:00;302.1;300.8;-0.6;-0.2
Sodankylä Tähtelä;2023;01;15;20:00;303.5;304.5;-0.8;-0.2
Sodankylä Tähtelä;2023;01;15;21:00;303.9;306.3;-1;-0.1
Sodankylä Tähtelä;2023;01;15;22:00;307.3;309.1;-1.4;-0.2
Sodankylä Tähtelä;2023;01;15;23:00;311.1;311.8;-1.3;0
Sodankylä Tähtelä;2023;01;16;00:00;312.2;312.5;-1;0.1
Sodankylä Tähtelä;2023;01;16;01:00;310.7;312.1;-1.1;0.1
Sodankylä Tähtelä;2023;01;16;02:00;312.4;313.7;-1.2;0.1
Sodankylä Tähtelä;2023;01;16;03:00;312.6;314.2;-1.2;0.1
Sodankylä Tähtelä;2023;01;16;04:00;313.2;315;-1.4;0.1
Sodankylä Tähtelä;2023;01;16;05:00;314;315.6;-1.4;0.2
Sodankylä Tähtelä;2023;01;16;06:00;313.3;315.5;-1.4;0.2
Sodankylä Tähtelä;2023;01;16;07:00;311.6;315;-1;0.1
Sodankylä Tähtelä;2023;01;16;08:00;309.7;314.5;-0.7;0
Sodankylä Tähtelä;2023;01;16;09:00;308.1;314.5;-1;0
Sodankylä Tähtelä;2023;01;16;10:00;308.8;314.8;-0.2;0.1
Sodankylä Tähtelä;2023;01;16;11:00;309;314.7;3;2.7
Sodankylä Tähtelä;2023;01;16;12:00;307.4;314.5;6;5.3
Sodankylä Tähtelä;2023;01;16;13:00;304.2;313.2;7.6;6.3
Sodankylä Tähtelä;2023;01;16;14:00;305.8;312.6;4.9;4.5
Sodankylä Tähtelä;2023;01;16;15:00;306.3;312.3;0.6;1.2
Sodankylä Tähtelä;2023;01;16;16:00;311.1;312.5;-1;0.1
Sodankylä Tähtelä;2023;01;16;17:00;309.3;312.4;-0.9;0
Sodankylä Tähtelä;2023;01;16;18:00;310;313;-0.7;0.1
Sodankylä Tähtelä;2023;01;16;19:00;312.2;313.9;-0.9;0
Sodankylä Tähtelä;2023;01;16;20:00;313.9;314.6;-0.9;0
Sodankylä Tähtelä;2023;01;16;21:00;314.3;315.1;-0.9;0
Sodankylä Tähtelä;2023;01;16;22:00;313.4;315.1;-1.4;0
Sodankylä Tähtelä;2023;01;16;23:00;312.2;314.6;-0.7;0.1
Sodankylä Tähtelä;2023;01;17;00:00;310.4;314.2;-1.4;0
Sodankylä Tähtelä;2023;01;17;01:00;310.6;313.8;-1.1;0
Sodankylä Tähtelä;2023;01;17;02:00;305.6;311.4;-1.3;0.1
Sodankylä Tähtelä;2023;01;17;03:00;298.5;308.1;-1;-0.1
Sodankylä Tähtelä;2023;01;17;04:00;291.9;303.6;-1;-0.1
Sodankylä Tähtelä;2023;01;17;05:00;278.1;297.4;-0.8;0
Sodankylä Tähtelä;2023;01;17;06:00;272.9;294.3;-1;-0.1
Sodankylä Tähtelä;2023;01;17;07:00;273.1;293.1;-0.9;-0.1
Sodankylä Tähtelä;2023;01;17;08:00;270.8;290.4;-0.7;0
Sodankylä Tähtelä;2023;01;17;09:00;270.8;289.8;-0.9;0
Sodankylä Tähtelä;2023;01;17;10:00;272.6;290.8;0.3;0.6
Sodankylä Tähtelä;2023;01;17;11:00;272.7;291.6;6.9;5.8
Sodankylä Tähtelä;2023;01;17;12:00;263.1;290.1;22.6;17.1
Sodankylä Tähtelä;2023;01;17;13:00;233.2;282;19.5;15.7
Sodankylä Tähtelä;2023;01;17;14:00;218.9;273.5;11.1;8.9
Sodankylä Tähtelä;2023;01;17;15:00;210.8;269;2.8;3
Sodankylä Tähtelä;2023;01;17;16:00;209.8;268.6;-1.7;0
Sodankylä Tähtelä;2023;01;17;17:00;211.8;270.4;-1.9;-0.1
Sodankylä Tähtelä;2023;01;17;18:00;226.9;277.1;-1.4;-0.2
Sodankylä Tähtelä;2023;01;17;19:00;266.3;287.6;-0.8;-0.1
Sodankylä Tähtelä;2023;01;17;20:00;292.2;296.2;-0.1;-0.2
Sodankylä Tähtelä;2023;01;17;21:00;294.9;299.3;-0.2;-0.2
Sodankylä Tähtelä;2023;01;17;22:00;294.1;299.9;-0.4;-0.2
Sodankylä Tähtelä;2023;01;17;23:00;294.3;300.5;-0.2;-0.2
Sodankylä Tähtelä;2023;01;18;00:00;293.5;300;-0.3;-0.1
Sodankylä Tähtelä;2023;01;18;01:00;293.2;298.7;-0.4;-0.1
Sodankylä Tähtelä;2023;01;18;02:00;291.4;296.7;-0.2;-0.1
Sodankylä Tähtelä;2023;01;18;03:00;290.3;295.4;-0.2;-0.1
Sodankylä Tähtelä;2023;01;18;04:00;287.7;293.9;-0.6;-0.1
Sodankylä Tähtelä;2023;01;18;05:00;286.7;292.7;-0.5;-0.1
Sodankylä Tähtelä;2023;01;18;06:00;283.9;290.9;-0.4;-0.1
Sodankylä Tähtelä;2023;01;18;07:00;281;289.3;-0.3;-0.1
Sodankylä Tähtelä;2023;01;18;08:00;281.8;288.2;-0.5;0
Sodankylä Tähtelä;2023;01;18;09:00;281.3;287.1;-0.6;-0.1
Sodankylä Tähtelä;2023;01;18;10:00;283.5;288.2;-0.3;0.1
Sodankylä Tähtelä;2023;01;18;11:00;286;290.4;1.9;1.7
Sodankylä Tähtelä;2023;01;18;12:00;287.3;292;5.4;4.5
Sodankylä Tähtelä;2023;01;18;13:00;288.4;293.1;8.1;6.5
Sodankylä Tähtelä;2023;01;18;14:00;288.3;293.9;4.9;4.1
Sodankylä Tähtelä;2023;01;18;15:00;288.3;294.4;1;1.2
Sodankylä Tähtelä;2023;01;18;16:00;288.1;294.7;-0.3;0
Sodankylä Tähtelä;2023;01;18;17:00;289.1;294.9;-0.6;-0.1
Sodankylä Tähtelä;2023;01;18;18:00;291.5;295.4;-0.4;-0.2
Sodankylä Tähtelä;2023;01;18;19:00;291.8;295.9;-0.4;-0.2
Sodankylä Tähtelä;2023;01;18;20:00;291.2;296.5;-0.2;-0.2
Sodankylä Tähtelä;2023;01;18;21:00;292;297.2;-0.2;-0.2
Sodankylä Tähtelä;2023;01;18;22:00;296.7;299.7;-0.4;-0.2
Sodankylä Tähtelä;2023;01;18;23:00;299.9;302.7;-0.6;-0.2
Sodankylä Tähtelä;2023;01;19;00:00;295.7;304.3;-0.6;-0.3
Sodankylä Tähtelä;2023;01;19;01:00;300.9;308.5;-0.6;-0.1
Sodankylä Tähtelä;2023;01;19;02:00;298.9;309;-0.6;-0.1
Sodankylä Tähtelä;2023;01;19;03:00;298.2;309.1;-0.6;0
Sodankylä Tähtelä;2023;01;19;04:00;294.9;308.2;-0.6;-0.1
Sodankylä Tähtelä;2023;01;19;05:00;259.2;298.3;-1.1;-0.4
Sodankylä Tähtelä;2023;01;19;06:00;292.4;304.1;-0.7;-0.1
Sodankylä Tähtelä;2023;01;19;07:00;294.5;305;-0.5;-0.2
Sodankylä Tähtelä;2023;01;19;08:00;301.8;306.7;-0.4;-0.2
Sodankylä Tähtelä;2023;01;19;09:00;295.3;304.6;-0.5;-0.3
Sodankylä Tähtelä;2023;01;19;10:00;290.7;302.4;-0.3;0.1
Sodankylä Tähtelä;2023;01;19;11:00;289.1;300.9;2.7;2.7
Sodankylä Tähtelä;2023;01;19;12:00;289.8;299.7;7.8;6.6
Sodankylä Tähtelä;2023;01;19;13:00;291.1;299.6;10.3;8.2
Sodankylä Tähtelä;2023;01;19;14:00;290.8;298.9;7.8;6.4
Sodankylä Tähtelä;2023;01;19;15:00;290.9;298.2;1.7;1.5
Sodankylä Tähtelä;2023;01;19;16:00;290.7;297.6;-0.3;0
Sodankylä Tähtelä;2023;01;19;17:00;288.2;297.1;-0.3;-0.1
Sodankylä Tähtelä;2023;01;19;18:00;282;294.8;-0.6;-0.2
Sodankylä Tähtelä;2023;01;19;19:00;255.2;281.8;-0.8;-0.2
Sodankylä Tähtelä;2023;01;19;20:00;254.8;276.6;-0.9;-0.3
Sodankylä Tähtelä;2023;01;19;21:00;261.7;275.9;-0.7;-0.3
Sodankylä Tähtelä;2023;01;19;22:00;278.7;281.7;-0.3;-0.2
Sodankylä Tähtelä;2023;01;19;23:00;285.1;287.7;-0.4;-0.2
Sodankylä Tähtelä;2023;01;20;00:00;286.6;294.3;-0.5;-0.2
Sodankylä Tähtelä;2023;01;20;01:00;286.1;295.4;-0.4;-0.2
Sodankylä Tähtelä;2023;01;20;02:00;264.7;288.9;-0.9;-0.1
Sodankylä Tähtelä;2023;01;20;03:00;246.1;277;-1.3;-0.3
Sodankylä Tähtelä;2023;01;20;04:00;268.7;284.6;-0.7;-0.4
Sodankylä Tähtelä;2023;01;20;05:00;291.4;295.3;-0.4;-0.2
Sodankylä Tähtelä;2023;01;20;06:00;292.3;296.6;-0.3;-0.2
Sodankylä Tähtelä;2023;01;20;07:00;293.6;298.8;-0.3;-0.1
Sodankylä Tähtelä;2023;01;20;08:00;292.5;298.8;-0.3;0
Sodankylä Tähtelä;2023;01;20;09:00;292.5;298;-0.4;-0.1
Sodankylä Tähtelä;2023;01;20;10:00;292.1;297.9;0;0.1
Sodankylä Tähtelä;2023;01;20;11:00;292;297.7;2.4;2.1
Sodankylä Tähtelä;2023;01;20;12:00;292.1;297.8;7.3;5.9
Sodankylä Tähtelä;2023;01;20;13:00;292.2;298;14.6;11.6
Sodankylä Tähtelä;2023;01;20;14:00;293.3;298.8;15.7;12
Sodankylä Tähtelä;2023;01;20;15:00;294.5;299.9;7.3;5.5
Sodankylä Tähtelä;2023;01;20;16:00;295.1;300.5;0.3;0.4
Sodankylä Tähtelä;2023;01;20;17:00;294.7;300.5;-0.2;-0.2
Sodankylä Tähtelä;2023;01;20;18:00;293.9;300.1;-0.5;-0.1
Sodankylä Tähtelä;2023;01;20;19:00;292.7;299;-0.4;-0.1
Sodankylä Tähtelä;2023;01;20;20:00;292.6;298.4;-0.4;-0.2
Sodankylä Tähtelä;2023;01;20;21:00;292;297.4;-0.2;-0.1
Sodankylä Tähtelä;2023;01;20;22:00;291;296.5;-0.2;-0.1
Sodankylä Tähtelä;2023;01;20;23:00;290.4;296.1;-0.4;-0.2
Sodankylä Tähtelä;2023;01;21;00:00;291.3;296.2;-0.2;-0.1
Sodankylä Tähtelä;2023;01;21;01:00;286.3;294.1;-0.3;-0.3
Sodankylä Tähtelä;2023;01;21;02:00;267.1;285.4;-0.5;-0.2
Sodankylä Tähtelä;2023;01;21;03:00;284.2;288.4;-0.5;-0.2
Sodankylä Tähtelä;2023;01;21;04:00;285.5;290.6;-0.3;-0.2
Sodankylä Tähtelä;2023;01;21;05:00;278.8;288.6;-0.3;-0.3
Sodankylä Tähtelä;2023;01;21;06:00;276.4;287.2;-0.3;-0.2
Sodankylä Tähtelä;2023;01;21;07:00;243.5;272.5;-0.7;-0.2
Sodankylä Tähtelä;2023;01;21;08:00;235.9;262.6;-0.9;-0.3
Sodankylä Tähtelä;2023;01;21;09:00;207.5;243.5;-1.5;-0.3
Sodankylä Tähtelä;2023;01;21;10:00;204.5;237;0.2;1
Sodankylä Tähtelä;2023;01;21;11:00;203.1;232.1;8.8;6.6
Sodankylä Tähtelä;2023;01;21;12:00;202;229.2;25.3;12.9
Sodankylä Tähtelä;2023;01;21;13:00;200.7;227.2;39;15.2
Sodankylä Tähtelä;2023;01;21;14:00;198.6;224.8;30.8;12.9
Sodankylä Tähtelä;2023;01;21;15:00;197.5;222.6;8.6;5.5
Sodankylä Tähtelä;2023;01;21;16:00;193.9;218.7;-0.1;0.4
Sodankylä Tähtelä;2023;01;21;17:00;193;217.1;-1.5;-0.3
Sodankylä Tähtelä;2023;01;21;18:00;194.7;217.8;-1.4;-0.3
Sodankylä Tähtelä;2023;01;21;19:00;195.1;216.1;-1.3;-0.2
Sodankylä Tähtelä;2023;01;21;20:00;196.3;218.5;-1.4;-0.4
Sodankylä Tähtelä;2023;01;21;21:00;203.3;232.9;-1.5;-0.5
Sodankylä Tähtelä;2023;01;21;22:00;212.8;247.9;-1.4;-0.3
Sodankylä Tähtelä;2023;01;21;23:00;241.7;257;-0.5;-0.2
Sodankylä Tähtelä;2023;01;22;00:00;253.5;262.9;-0.4;-0.2
Sodankylä Tähtelä;2023;01;22;01:00;243.3;265.8;-0.7;-0.2
Sodankylä Tähtelä;2023;01;22;02:00;249.1;271.9;-0.9;-0.1
Sodankylä Tähtelä;2023;01;22;03:00;270;280.1;-0.6;-0.1
Sodankylä Tähtelä;2023;01;22;04:00;267.8;284.4;-0.6;-0.1
Sodankylä Tähtelä;2023;01;22;05:00;270.2;288.5;-0.8;-0.2
Sodankylä Tähtelä;2023;01;22;06:00;287.3;294.9;-0.6;-0.2
Sodankylä Tähtelä;2023;01;22;07:00;295.4;299.1;-0.4;-0.2
Sodankylä Tähtelä;2023;01;22;08:00;288.9;299.8;-0.8;-0.2
Sodankylä Tähtelä;2023;01;22;09:00;298.2;302.6;-0.6;-0.1
Sodankylä Tähtelä;2023;01;22;10:00;279.2;300.4;0.7;1
Sodankylä Tähtelä;2023;01;22;11:00;273.7;298.9;13;10.4
