Observation station;Year;Month;Day;Time [Local time];Snow depth [cm];Precipitation amount [mm];Average temperature [°C]
Sodankylä Tähtelä;2001;12;14;02:00;23;-1;-5.5
Sodankylä Tähtelä;2001;12;15;02:00;23;-1;0.1
Sodankylä Tähtelä;2001;12;16;02:00;23;0;0
Sodankylä Tähtelä;2001;12;17;02:00;23;0;-10.4
Sodankylä Tähtelä;2001;12;18;02:00;23;0;-20.6
Sodankylä Tähtelä;2001;12;19;02:00;23;-1;-25.3
Sodankylä Tähtelä;2001;12;20;02:00;23;0;-31.4
Sodankylä Tähtelä;2001;12;21;02:00;23;-1;-33
Sodankylä Tähtelä;2001;12;22;02:00;23;0.1;-29.6
Sodankylä Tähtelä;2001;12;23;02:00;24;-1;-25.7
Sodankylä Tähtelä;2001;12;24;02:00;24;0.2;-26.9
Sodankylä Tähtelä;2001;12;25;02:00;24;0.3;-14.5
Sodankylä Tähtelä;2001;12;26;02:00;24;0;-21.8
Sodankylä Tähtelä;2001;12;27;02:00;24;0.4;-17.7
Sodankylä Tähtelä;2001;12;28;02:00;24;1.2;-22.1
Sodankylä Tähtelä;2001;12;29;02:00;29;0.7;-15.6
Sodankylä Tähtelä;2001;12;30;02:00;31;-1;-24.6
Sodankylä Tähtelä;2001;12;31;02:00;31;0;-32.1
Sodankylä Tähtelä;2002;01;01;02:00;30;0.1;-23.9
Sodankylä Tähtelä;2002;01;02;02:00;30;2.5;-19.1
Sodankylä Tähtelä;2002;01;03;02:00;32;0.4;-4.3
Sodankylä Tähtelä;2002;01;04;02:00;32;0.5;-8.3
Sodankylä Tähtelä;2002;01;05;02:00;31;0;-7.4
Sodankylä Tähtelä;2002;01;06;02:00;31;1.7;-14.4
Sodankylä Tähtelä;2002;01;07;02:00;33;3.1;-11.3
Sodankylä Tähtelä;2002;01;08;02:00;35;-1;-3.3
Sodankylä Tähtelä;2002;01;09;02:00;35;0;-1.7
Sodankylä Tähtelä;2002;01;10;02:00;32;0.2;2
Sodankylä Tähtelä;2002;01;11;02:00;32;0;4.4
Sodankylä Tähtelä;2002;01;12;02:00;31;0;-3.7
Sodankylä Tähtelä;2002;01;13;02:00;31;1.7;-4.2
Sodankylä Tähtelä;2002;01;14;02:00;32;0.5;-1.4
Sodankylä Tähtelä;2002;01;15;02:00;32;3.3;-16.2
Sodankylä Tähtelä;2002;01;16;02:00;36;0.1;-9.3
Sodankylä Tähtelä;2002;01;17;02:00;36;0.1;-12.4
Sodankylä Tähtelä;2002;01;18;02:00;35;1;-14.1
Sodankylä Tähtelä;2002;01;19;02:00;36;-1;-17.6
Sodankylä Tähtelä;2002;01;20;02:00;36;0.1;-29.7
Sodankylä Tähtelä;2002;01;21;02:00;36;0.1;-31.8
Sodankylä Tähtelä;2002;01;22;02:00;36;0.1;-27
Sodankylä Tähtelä;2002;01;23;02:00;36;2.3;-20.4
Sodankylä Tähtelä;2002;01;24;02:00;36;0;-29
Sodankylä Tähtelä;2002;01;25;02:00;36;0.6;-26.3
Sodankylä Tähtelä;2002;01;26;02:00;37;3.6;-14.5
Sodankylä Tähtelä;2002;01;27;02:00;41;0.7;-8.8
Sodankylä Tähtelä;2002;01;28;02:00;41;0.1;-18
Sodankylä Tähtelä;2002;01;29;02:00;41;0.1;-26.5
Sodankylä Tähtelä;2002;01;30;02:00;41;0;-24.3
Sodankylä Tähtelä;2002;01;31;02:00;41;-1;-23.6
Sodankylä Tähtelä;2002;02;01;02:00;41;0.1;-26
Sodankylä Tähtelä;2002;02;02;02:00;41;2.1;-19.3
Sodankylä Tähtelä;2002;02;03;02:00;43;0.2;-11.6
Sodankylä Tähtelä;2002;02;04;02:00;43;3.4;-2.8
Sodankylä Tähtelä;2002;02;05;02:00;45;0.5;-1.5
Sodankylä Tähtelä;2002;02;06;02:00;45;0.4;-4.4
Sodankylä Tähtelä;2002;02;07;02:00;43;2.1;-9.8
Sodankylä Tähtelä;2002;02;08;02:00;48;2.9;-10.6
Sodankylä Tähtelä;2002;02;09;02:00;53;1.6;-7.6
Sodankylä Tähtelä;2002;02;10;02:00;54;1.4;-2.6
Sodankylä Tähtelä;2002;02;11;02:00;53;1.1;-5.6
Sodankylä Tähtelä;2002;02;12;02:00;53;2.7;-9.3
Sodankylä Tähtelä;2002;02;13;02:00;55;0;-9
Sodankylä Tähtelä;2002;02;14;02:00;55;1.2;-14.1
Sodankylä Tähtelä;2002;02;15;02:00;55;1.5;-3.3
Sodankylä Tähtelä;2002;02;16;02:00;56;1.6;-2.3
Sodankylä Tähtelä;2002;02;17;02:00;56;-1;-9.2
Sodankylä Tähtelä;2002;02;18;02:00;56;0.2;-10.1
Sodankylä Tähtelä;2002;02;19;02:00;56;1.5;-7.5
Sodankylä Tähtelä;2002;02;20;02:00;55;-1;-23.8
Sodankylä Tähtelä;2002;02;21;02:00;55;0;-21.6
Sodankylä Tähtelä;2002;02;22;02:00;55;6.6;-12.3
Sodankylä Tähtelä;2002;02;23;02:00;64;6.6;-6.5
Sodankylä Tähtelä;2002;02;24;02:00;69;3.3;-6.2
Sodankylä Tähtelä;2002;02;25;02:00;73;0;-11
Sodankylä Tähtelä;2002;02;26;02:00;72;0.8;-12.4
Sodankylä Tähtelä;2002;02;27;02:00;71;1.1;-4.8
Sodankylä Tähtelä;2002;02;28;02:00;72;2;-6.4
Sodankylä Tähtelä;2002;03;01;02:00;73;0;-9.2
Sodankylä Tähtelä;2002;03;02;02:00;71;0.1;-21.3
Sodankylä Tähtelä;2002;03;03;02:00;70;0.1;-24.5
Sodankylä Tähtelä;2002;03;04;02:00;69;0.1;-23
Sodankylä Tähtelä;2002;03;05;02:00;69;0.8;-12.6
Sodankylä Tähtelä;2002;03;06;02:00;69;0.1;-12.7
Sodankylä Tähtelä;2002;03;07;02:00;68;0.1;-14.2
Sodankylä Tähtelä;2002;03;08;02:00;68;-1;-10.2
Sodankylä Tähtelä;2002;03;09;02:00;67;-1;-12.7
Sodankylä Tähtelä;2002;03;10;02:00;66;0;-15
Sodankylä Tähtelä;2002;03;11;02:00;66;0;-10
Sodankylä Tähtelä;2002;03;12;02:00;65;0.1;-17.2
Sodankylä Tähtelä;2002;03;13;02:00;65;-1;-14.4
Sodankylä Tähtelä;2002;03;14;02:00;65;-1;-8.5
Sodankylä Tähtelä;2002;03;15;02:00;65;-1;0.1
Sodankylä Tähtelä;2002;03;16;02:00;64;0;-1.2
Sodankylä Tähtelä;2002;03;17;02:00;63;0.1;-5.1
Sodankylä Tähtelä;2002;03;18;02:00;62;2.9;-4.6
Sodankylä Tähtelä;2002;03;19;02:00;64;12.7;0.1
Sodankylä Tähtelä;2002;03;20;02:00;75;5.8;0
Sodankylä Tähtelä;2002;03;21;02:00;78;1;0.1
Sodankylä Tähtelä;2002;03;22;02:00;76;0.1;-3.6
Sodankylä Tähtelä;2002;03;23;02:00;74;0;-7.4
Sodankylä Tähtelä;2002;03;24;02:00;73;-1;-6.2
Sodankylä Tähtelä;2002;03;25;02:00;72;0.8;-6.2
Sodankylä Tähtelä;2002;03;26;02:00;72;-1;0.1
Sodankylä Tähtelä;2002;03;27;02:00;70;-1;-1.4
Sodankylä Tähtelä;2002;03;28;02:00;70;0.2;-0.3
Sodankylä Tähtelä;2002;03;29;02:00;69;0.4;0.9
Sodankylä Tähtelä;2002;03;30;02:00;68;0;-2.5
Sodankylä Tähtelä;2002;03;31;02:00;68;0;-4.8
Sodankylä Tähtelä;2002;04;01;03:00;68;-1;-6.6
Sodankylä Tähtelä;2002;04;02;03:00;67;-1;-3.1
Sodankylä Tähtelä;2002;04;03;03:00;67;-1;0.3
Sodankylä Tähtelä;2002;04;04;03:00;66;0;-2.4
Sodankylä Tähtelä;2002;04;05;03:00;66;0;-0.5
Sodankylä Tähtelä;2002;04;06;03:00;66;0;1.3
Sodankylä Tähtelä;2002;04;07;03:00;65;0;1.1
Sodankylä Tähtelä;2002;04;08;03:00;61;0;0.5
Sodankylä Tähtelä;2002;04;09;03:00;61;0.1;1.7
Sodankylä Tähtelä;2002;04;10;03:00;59;0.1;1.4
Sodankylä Tähtelä;2002;04;11;03:00;57;0;3.6
Sodankylä Tähtelä;2002;04;12;03:00;55;0.7;2
Sodankylä Tähtelä;2002;04;13;03:00;51;21.8;0.5
Sodankylä Tähtelä;2002;04;14;03:00;64;0.4;-1.5
Sodankylä Tähtelä;2002;04;15;03:00;62;-1;-2.4
Sodankylä Tähtelä;2002;04;16;03:00;61;-1;-4
Sodankylä Tähtelä;2002;04;17;03:00;61;-1;-4.4
Sodankylä Tähtelä;2002;04;18;03:00;60;0.3;-4.7
Sodankylä Tähtelä;2002;04;19;03:00;60;-1;0.8
Sodankylä Tähtelä;2002;04;20;03:00;60;1.3;2.8
Sodankylä Tähtelä;2002;04;21;03:00;55;-1;5.1
Sodankylä Tähtelä;2002;04;22;03:00;54;2.7;6.4
Sodankylä Tähtelä;2002;04;23;03:00;50;0;4.6
Sodankylä Tähtelä;2002;04;24;03:00;47;-1;5.5
Sodankylä Tähtelä;2002;04;25;03:00;43;-1;7.1
Sodankylä Tähtelä;2002;04;26;03:00;38;0;7.8
Sodankylä Tähtelä;2002;04;27;03:00;29;0.4;9.3
Sodankylä Tähtelä;2002;04;28;03:00;22;0.3;10
Sodankylä Tähtelä;2002;04;29;03:00;10;0.5;8.7
Sodankylä Tähtelä;2002;04;30;03:00;2;-1;7.8
Sodankylä Tähtelä;2002;05;01;03:00;0;1.6;5.3
Sodankylä Tähtelä;2002;05;02;03:00;0;0.6;8.6
Sodankylä Tähtelä;2002;05;03;03:00;0;-1;7.4
Sodankylä Tähtelä;2002;05;04;03:00;-1;-1;8.9
Sodankylä Tähtelä;2002;05;05;03:00;-1;0.7;5.2
Sodankylä Tähtelä;2002;05;06;03:00;-1;0;2.9
Sodankylä Tähtelä;2002;05;07;03:00;-1;1.6;6
Sodankylä Tähtelä;2002;05;08;03:00;-1;0;8.7
Sodankylä Tähtelä;2002;05;09;03:00;-1;0.3;4.5
Sodankylä Tähtelä;2002;05;10;03:00;-1;0;3.5
Sodankylä Tähtelä;2002;05;11;03:00;-1;0.9;5.4
Sodankylä Tähtelä;2002;05;12;03:00;-1;-1;8
Sodankylä Tähtelä;2002;05;13;03:00;-1;7.3;7.1
Sodankylä Tähtelä;2002;05;14;03:00;-1;0;5.9
Sodankylä Tähtelä;2002;05;15;03:00;-1;2.7;11.6
Sodankylä Tähtelä;2002;05;16;03:00;-1;0;6.2
Sodankylä Tähtelä;2002;05;17;03:00;-1;0.2;2.5
Sodankylä Tähtelä;2002;05;18;03:00;0;0.1;1.1
Sodankylä Tähtelä;2002;05;19;03:00;-1;0;2
Sodankylä Tähtelä;2002;05;20;03:00;-1;-1;5.7
Sodankylä Tähtelä;2002;05;21;03:00;-1;0;5.7
Sodankylä Tähtelä;2002;05;22;03:00;-1;0;3.3
Sodankylä Tähtelä;2002;05;23;03:00;-1;-1;4.2
Sodankylä Tähtelä;2002;05;24;03:00;-1;-1;1.8
Sodankylä Tähtelä;2002;05;25;03:00;-1;-1;4
Sodankylä Tähtelä;2002;05;26;03:00;-1;-1;7.3
Sodankylä Tähtelä;2002;05;27;03:00;-1;-1;9.6
Sodankylä Tähtelä;2002;05;28;03:00;-1;-1;14
Sodankylä Tähtelä;2002;05;29;03:00;-1;-1;17.6
Sodankylä Tähtelä;2002;05;30;03:00;-1;-1;18.8
Sodankylä Tähtelä;2002;05;31;03:00;-1;-1;18.8
Sodankylä Tähtelä;2002;06;01;03:00;-1;-1;16.1
Sodankylä Tähtelä;2002;06;02;03:00;-1;-1;12.8
Sodankylä Tähtelä;2002;06;03;03:00;-1;0.2;12.5
Sodankylä Tähtelä;2002;06;04;03:00;-1;0;13.4
Sodankylä Tähtelä;2002;06;05;03:00;-1;12.3;15.6
Sodankylä Tähtelä;2002;06;06;03:00;-1;4.1;16.2
Sodankylä Tähtelä;2002;06;07;03:00;-1;0.6;16
Sodankylä Tähtelä;2002;06;08;03:00;-1;0;15.9
Sodankylä Tähtelä;2002;06;09;03:00;-1;-1;17.2
Sodankylä Tähtelä;2002;06;10;03:00;-1;-1;19.4
Sodankylä Tähtelä;2002;06;11;03:00;-1;-1;21.1
Sodankylä Tähtelä;2002;06;12;03:00;-1;-1;20.8
Sodankylä Tähtelä;2002;06;13;03:00;-1;0.1;13.6
Sodankylä Tähtelä;2002;06;14;03:00;-1;-1;10
Sodankylä Tähtelä;2002;06;15;03:00;-1;-1;14
Sodankylä Tähtelä;2002;06;16;03:00;-1;1.5;15.3
Sodankylä Tähtelä;2002;06;17;03:00;-1;0;12.1
Sodankylä Tähtelä;2002;06;18;03:00;-1;0.1;14.3
Sodankylä Tähtelä;2002;06;19;03:00;-1;35.1;11
Sodankylä Tähtelä;2002;06;20;03:00;-1;0;15.5
Sodankylä Tähtelä;2002;06;21;03:00;-1;9.1;14.1
Sodankylä Tähtelä;2002;06;22;03:00;-1;0;9.3
Sodankylä Tähtelä;2002;06;23;03:00;-1;10.9;10.3
Sodankylä Tähtelä;2002;06;24;03:00;-1;0.8;7.9
Sodankylä Tähtelä;2002;06;25;03:00;-1;0.4;8.4
Sodankylä Tähtelä;2002;06;26;03:00;-1;0;10.9
Sodankylä Tähtelä;2002;06;27;03:00;-1;0.3;13.4
Sodankylä Tähtelä;2002;06;28;03:00;-1;11.8;13.3
Sodankylä Tähtelä;2002;06;29;03:00;-1;2.2;12.1
Sodankylä Tähtelä;2002;06;30;03:00;-1;9.2;12.7
Sodankylä Tähtelä;2002;07;01;03:00;-1;11.6;13.2
Sodankylä Tähtelä;2002;07;02;03:00;-1;5.5;14
Sodankylä Tähtelä;2002;07;03;03:00;-1;18.6;13.4
Sodankylä Tähtelä;2002;07;04;03:00;-1;7.6;16.9
Sodankylä Tähtelä;2002;07;05;03:00;-1;4.3;16.6
Sodankylä Tähtelä;2002;07;06;03:00;-1;3.2;17.9
Sodankylä Tähtelä;2002;07;07;03:00;-1;-1;16.6
Sodankylä Tähtelä;2002;07;08;03:00;-1;0.3;14.7
Sodankylä Tähtelä;2002;07;09;03:00;-1;1.3;15.3
Sodankylä Tähtelä;2002;07;10;03:00;-1;21.5;15.4
Sodankylä Tähtelä;2002;07;11;03:00;-1;6.6;15.5
Sodankylä Tähtelä;2002;07;12;03:00;-1;0.1;15.6
Sodankylä Tähtelä;2002;07;13;03:00;-1;0.1;14.2
Sodankylä Tähtelä;2002;07;14;03:00;-1;-1;16.6
Sodankylä Tähtelä;2002;07;15;03:00;-1;0.2;16.8
Sodankylä Tähtelä;2002;07;16;03:00;-1;8.5;15.5
Sodankylä Tähtelä;2002;07;17;03:00;-1;2.8;17.1
Sodankylä Tähtelä;2002;07;18;03:00;-1;0.6;15.8
Sodankylä Tähtelä;2002;07;19;03:00;-1;-1;14.4
Sodankylä Tähtelä;2002;07;20;03:00;-1;0.1;15.3
Sodankylä Tähtelä;2002;07;21;03:00;-1;-1;14.6
Sodankylä Tähtelä;2002;07;22;03:00;-1;0.4;14.6
Sodankylä Tähtelä;2002;07;23;03:00;-1;16.8;16.9
Sodankylä Tähtelä;2002;07;24;03:00;-1;4.5;16.6
Sodankylä Tähtelä;2002;07;25;03:00;-1;3.6;16.7
Sodankylä Tähtelä;2002;07;26;03:00;-1;1.5;15.7
Sodankylä Tähtelä;2002;07;27;03:00;-1;0.3;15.6
Sodankylä Tähtelä;2002;07;28;03:00;-1;0;17
Sodankylä Tähtelä;2002;07;29;03:00;-1;3.3;17.7
Sodankylä Tähtelä;2002;07;30;03:00;-1;-1;14.6
Sodankylä Tähtelä;2002;07;31;03:00;-1;-1;12.9
Sodankylä Tähtelä;2002;08;01;03:00;-1;-1;12.3
Sodankylä Tähtelä;2002;08;02;03:00;-1;0.6;10.9
Sodankylä Tähtelä;2002;08;03;03:00;-1;0;10.3
Sodankylä Tähtelä;2002;08;04;03:00;-1;-1;9.6
Sodankylä Tähtelä;2002;08;05;03:00;-1;0;9.7
Sodankylä Tähtelä;2002;08;06;03:00;-1;0.3;11.9
Sodankylä Tähtelä;2002;08;07;03:00;-1;1.4;11.5
Sodankylä Tähtelä;2002;08;08;03:00;-1;0.2;13.3
Sodankylä Tähtelä;2002;08;09;03:00;-1;0;15.7
Sodankylä Tähtelä;2002;08;10;03:00;-1;-1;15.2
Sodankylä Tähtelä;2002;08;11;03:00;-1;-1;11.5
Sodankylä Tähtelä;2002;08;12;03:00;-1;-1;10.6
Sodankylä Tähtelä;2002;08;13;03:00;-1;0;12.4
Sodankylä Tähtelä;2002;08;14;03:00;-1;4;13.2
Sodankylä Tähtelä;2002;08;15;03:00;-1;0;13.9
Sodankylä Tähtelä;2002;08;16;03:00;-1;-1;13.1
Sodankylä Tähtelä;2002;08;17;03:00;-1;0;14.9
Sodankylä Tähtelä;2002;08;18;03:00;-1;0.2;17.2
Sodankylä Tähtelä;2002;08;19;03:00;-1;-1;18
Sodankylä Tähtelä;2002;08;20;03:00;-1;-1;11.8
Sodankylä Tähtelä;2002;08;21;03:00;-1;-1;15
Sodankylä Tähtelä;2002;08;22;03:00;-1;-1;17.8
Sodankylä Tähtelä;2002;08;23;03:00;-1;0;18.7
Sodankylä Tähtelä;2002;08;24;03:00;-1;-1;12.4
Sodankylä Tähtelä;2002;08;25;03:00;-1;0.3;15.1
Sodankylä Tähtelä;2002;08;26;03:00;-1;-1;16
Sodankylä Tähtelä;2002;08;27;03:00;-1;-1;13.6
Sodankylä Tähtelä;2002;08;28;03:00;-1;0;15.1
Sodankylä Tähtelä;2002;08;29;03:00;-1;7.8;11.9
Sodankylä Tähtelä;2002;08;30;03:00;-1;4.4;12.6
Sodankylä Tähtelä;2002;08;31;03:00;-1;0.1;11.7
Sodankylä Tähtelä;2002;09;01;03:00;-1;1.4;10.7
Sodankylä Tähtelä;2002;09;02;03:00;-1;1.7;8.6
Sodankylä Tähtelä;2002;09;03;03:00;-1;0;12
Sodankylä Tähtelä;2002;09;04;03:00;-1;2.9;10
Sodankylä Tähtelä;2002;09;05;03:00;-1;5.7;12.6
Sodankylä Tähtelä;2002;09;06;03:00;-1;2.2;13
Sodankylä Tähtelä;2002;09;07;03:00;-1;1.8;6.7
Sodankylä Tähtelä;2002;09;08;03:00;-1;0.1;5.2
Sodankylä Tähtelä;2002;09;09;03:00;-1;0.1;8.7
Sodankylä Tähtelä;2002;09;10;03:00;-1;-1;7.4
Sodankylä Tähtelä;2002;09;11;03:00;-1;-1;10.1
Sodankylä Tähtelä;2002;09;12;03:00;-1;2.9;8.5
Sodankylä Tähtelä;2002;09;13;03:00;-1;9.6;8.5
Sodankylä Tähtelä;2002;09;14;03:00;-1;0;5.3
Sodankylä Tähtelä;2002;09;15;03:00;-1;-1;2.4
Sodankylä Tähtelä;2002;09;16;03:00;-1;4;5.5
Sodankylä Tähtelä;2002;09;17;03:00;-1;0.7;5.8
Sodankylä Tähtelä;2002;09;18;03:00;-1;0.3;2.7
Sodankylä Tähtelä;2002;09;19;03:00;-1;0.4;1
Sodankylä Tähtelä;2002;09;20;03:00;-1;0.1;0.2
Sodankylä Tähtelä;2002;09;21;03:00;-1;0.6;0.3
Sodankylä Tähtelä;2002;09;22;03:00;-1;0;1.7
Sodankylä Tähtelä;2002;09;23;03:00;-1;0.4;1.3
Sodankylä Tähtelä;2002;09;24;03:00;-1;9.9;0.8
Sodankylä Tähtelä;2002;09;25;03:00;0;0;1.1
Sodankylä Tähtelä;2002;09;26;03:00;-1;0.1;0.1
Sodankylä Tähtelä;2002;09;27;03:00;-1;0;2.4
Sodankylä Tähtelä;2002;09;28;03:00;-1;4.3;4.1
Sodankylä Tähtelä;2002;09;29;03:00;-1;0;2.5
Sodankylä Tähtelä;2002;09;30;03:00;-1;0;0.5
Sodankylä Tähtelä;2002;10;01;03:00;-1;0;-1.2
Sodankylä Tähtelä;2002;10;02;03:00;-1;0.8;-0.7
Sodankylä Tähtelä;2002;10;03;03:00;0;0;0.7
Sodankylä Tähtelä;2002;10;04;03:00;0;0.1;-0.3
Sodankylä Tähtelä;2002;10;05;03:00;0;0;0.6
Sodankylä Tähtelä;2002;10;06;03:00;0;0.1;0.8
Sodankylä Tähtelä;2002;10;07;03:00;0;0.1;0.9
Sodankylä Tähtelä;2002;10;08;03:00;-1;3.7;3.4
Sodankylä Tähtelä;2002;10;09;03:00;-1;1.4;4.4
Sodankylä Tähtelä;2002;10;10;03:00;-1;0.1;3.3
Sodankylä Tähtelä;2002;10;11;03:00;-1;0;2.6
Sodankylä Tähtelä;2002;10;12;03:00;-1;0.7;1.9
Sodankylä Tähtelä;2002;10;13;03:00;-1;0.1;0.8
Sodankylä Tähtelä;2002;10;14;03:00;0;0.1;-0.9
Sodankylä Tähtelä;2002;10;15;03:00;-1;0.9;-2.7
Sodankylä Tähtelä;2002;10;16;03:00;1;0.2;-4.5
Sodankylä Tähtelä;2002;10;17;03:00;1;-1;-8.6
Sodankylä Tähtelä;2002;10;18;03:00;1;0;-8.1
Sodankylä Tähtelä;2002;10;19;03:00;1;0.1;-8.9
Sodankylä Tähtelä;2002;10;20;03:00;1;0.9;-6.7
Sodankylä Tähtelä;2002;10;21;03:00;3;0.4;-4.8
Sodankylä Tähtelä;2002;10;22;03:00;3;0;-8.7
Sodankylä Tähtelä;2002;10;23;03:00;3;-1;-6.3
Sodankylä Tähtelä;2002;10;24;03:00;3;1;-6
Sodankylä Tähtelä;2002;10;25;03:00;4;1;-1.6
Sodankylä Tähtelä;2002;10;26;03:00;2;3.6;1.4
Sodankylä Tähtelä;2002;10;27;03:00;2;0.7;-1.7
Sodankylä Tähtelä;2002;10;28;02:00;3;2.5;-2.1
Sodankylä Tähtelä;2002;10;29;02:00;4;3.5;-3.1
Sodankylä Tähtelä;2002;10;30;02:00;7;0;-4.5
Sodankylä Tähtelä;2002;10;31;02:00;7;0;-16.5
Sodankylä Tähtelä;2002;11;01;02:00;7;0;-18.6
Sodankylä Tähtelä;2002;11;02;02:00;7;0;-17
Sodankylä Tähtelä;2002;11;03;02:00;6;0.5;-14.1
Sodankylä Tähtelä;2002;11;04;02:00;6;0.5;-10
Sodankylä Tähtelä;2002;11;05;02:00;7;0.1;-5.5
Sodankylä Tähtelä;2002;11;06;02:00;7;0.8;-6.1
Sodankylä Tähtelä;2002;11;07;02:00;7;0;-8.8
Sodankylä Tähtelä;2002;11;08;02:00;7;0.1;-20.2
Sodankylä Tähtelä;2002;11;09;02:00;7;0.1;-7.7
Sodankylä Tähtelä;2002;11;10;02:00;7;0.1;-7.6
Sodankylä Tähtelä;2002;11;11;02:00;7;0.6;-14.2
Sodankylä Tähtelä;2002;11;12;02:00;9;0.4;-3.6
Sodankylä Tähtelä;2002;11;13;02:00;10;0.4;-3.4
Sodankylä Tähtelä;2002;11;14;02:00;10;0.7;-3.8
Sodankylä Tähtelä;2002;11;15;02:00;11;0.1;-5.9
Sodankylä Tähtelä;2002;11;16;02:00;11;0.9;-7
Sodankylä Tähtelä;2002;11;17;02:00;12;6.9;-5.8
Sodankylä Tähtelä;2002;11;18;02:00;17;2.3;-6.6
Sodankylä Tähtelä;2002;11;19;02:00;21;0.1;-8.4
Sodankylä Tähtelä;2002;11;20;02:00;21;0;-21.5
Sodankylä Tähtelä;2002;11;21;02:00;20;0;-21.8
Sodankylä Tähtelä;2002;11;22;02:00;20;0.2;-18.3
Sodankylä Tähtelä;2002;11;23;02:00;19;0.1;-10.7
Sodankylä Tähtelä;2002;11;24;02:00;19;0.1;-7.8
Sodankylä Tähtelä;2002;11;25;02:00;19;0.1;-11.9
Sodankylä Tähtelä;2002;11;26;02:00;19;0.8;-8.5
Sodankylä Tähtelä;2002;11;27;02:00;19;1;-6.8
Sodankylä Tähtelä;2002;11;28;02:00;20;0;-26.8
Sodankylä Tähtelä;2002;11;29;02:00;20;0.1;-32.4
Sodankylä Tähtelä;2002;11;30;02:00;20;0.1;-22.9
Sodankylä Tähtelä;2002;12;01;02:00;21;0.3;-14.2
Sodankylä Tähtelä;2002;12;02;02:00;21;0.2;-17.6
Sodankylä Tähtelä;2002;12;03;02:00;22;0.1;-13.2
Sodankylä Tähtelä;2002;12;04;02:00;21;0;-8.2
Sodankylä Tähtelä;2002;12;05;02:00;21;0.1;-10.9
Sodankylä Tähtelä;2002;12;06;02:00;21;0.1;-8.8
Sodankylä Tähtelä;2002;12;07;02:00;21;0.1;-8
Sodankylä Tähtelä;2002;12;08;02:00;20;0.1;-10.6
Sodankylä Tähtelä;2002;12;09;02:00;20;0.1;-14.6
Sodankylä Tähtelä;2002;12;10;02:00;20;2.4;-6.8
Sodankylä Tähtelä;2002;12;11;02:00;21;0.2;-0.3
Sodankylä Tähtelä;2002;12;12;02:00;21;0.3;-7
Sodankylä Tähtelä;2002;12;13;02:00;22;-1;-9.2
Sodankylä Tähtelä;2002;12;14;02:00;22;-1;-15.9
Sodankylä Tähtelä;2002;12;15;02:00;22;0.2;-15.6
Sodankylä Tähtelä;2002;12;16;02:00;22;0.1;-7.7
Sodankylä Tähtelä;2002;12;17;02:00;22;1.2;-7.2
Sodankylä Tähtelä;2002;12;18;02:00;22;3.2;-6.6
Sodankylä Tähtelä;2002;12;19;02:00;29;0.3;-18.5
Sodankylä Tähtelä;2002;12;20;02:00;29;0.7;-20.3
Sodankylä Tähtelä;2002;12;21;02:00;28;-1;-15.1
Sodankylä Tähtelä;2002;12;22;02:00;28;-1;-21.7
Sodankylä Tähtelä;2002;12;23;02:00;27;-1;-22.3
Sodankylä Tähtelä;2002;12;24;02:00;27;-1;-31.3
Sodankylä Tähtelä;2002;12;25;02:00;26;0.1;-30.5
Sodankylä Tähtelä;2002;12;26;02:00;26;0.1;-23.3
Sodankylä Tähtelä;2002;12;27;02:00;26;0.1;-30.7
Sodankylä Tähtelä;2002;12;28;02:00;26;0.1;-31.6
Sodankylä Tähtelä;2002;12;29;02:00;26;0.8;-31.5
Sodankylä Tähtelä;2002;12;30;02:00;27;0.2;-25.3
Sodankylä Tähtelä;2002;12;31;02:00;27;1.5;-25.8
Sodankylä Tähtelä;2003;01;01;02:00;29;1.7;-10.3
Sodankylä Tähtelä;2003;01;02;02:00;29;0.3;-13.2
Sodankylä Tähtelä;2003;01;03;02:00;29;0.1;-24.2
Sodankylä Tähtelä;2003;01;04;02:00;29;0.1;-31.9
Sodankylä Tähtelä;2003;01;05;02:00;29;0.1;-33.7
Sodankylä Tähtelä;2003;01;06;02:00;29;1;-36.9
Sodankylä Tähtelä;2003;01;07;02:00;31;0.1;-27.8
Sodankylä Tähtelä;2003;01;08;02:00;32;6.5;-22.7
Sodankylä Tähtelä;2003;01;09;02:00;41;0.1;-25.3
Sodankylä Tähtelä;2003;01;10;02:00;40;1.5;-24.5
Sodankylä Tähtelä;2003;01;11;02:00;40;0.8;-16
Sodankylä Tähtelä;2003;01;12;02:00;40;2.6;-17.9
Sodankylä Tähtelä;2003;01;13;02:00;43;0.4;-16
Sodankylä Tähtelä;2003;01;14;02:00;42;0.7;-16.1
Sodankylä Tähtelä;2003;01;15;02:00;42;4.2;-22.9
Sodankylä Tähtelä;2003;01;16;02:00;47;0.1;-15.9
Sodankylä Tähtelä;2003;01;17;02:00;47;8.7;-24.8
Sodankylä Tähtelä;2003;01;18;02:00;56;3.3;-12.5
Sodankylä Tähtelä;2003;01;19;02:00;60;3.4;-11.9
Sodankylä Tähtelä;2003;01;20;02:00;63;1.2;-29.4
Sodankylä Tähtelä;2003;01;21;02:00;63;4.6;-12.1
Sodankylä Tähtelä;2003;01;22;02:00;69;1;-14.3
Sodankylä Tähtelä;2003;01;23;02:00;69;2.1;-13.1
Sodankylä Tähtelä;2003;01;24;02:00;71;1.4;-9.8
Sodankylä Tähtelä;2003;01;25;02:00;68;0.7;-10.4
Sodankylä Tähtelä;2003;01;26;02:00;66;2;-15.6
