Observation station;Year;Month;Day;Time [Local time];Snow depth mean [cm];Air temperature mean [°C];Wind speed mean [m/s];Relative humidity mean [%]
Sodankylä Tähtelä;2023;02;26;08:00;76;-15.8;0.5;89.5
Sodankylä Tähtelä;2023;02;26;09:00;76;-15.1;0.4;90.2
Sodankylä Tähtelä;2023;02;26;10:00;76;-14.2;1.1;89.3
Sodankylä Tähtelä;2023;02;26;11:00;76;-12.5;1.6;90.2
Sodankylä Tähtelä;2023;02;26;12:00;76;-10.7;2.4;89.1
Sodankylä Tähtelä;2023;02;26;13:00;76;-10.8;2.2;88.6
Sodankylä Tähtelä;2023;02;26;14:00;76;-10.1;2.1;86.6
Sodankylä Tähtelä;2023;02;26;15:00;76;-10.3;2.9;88.1
Sodankylä Tähtelä;2023;02;26;16:00;76;-9.9;2.5;89
Sodankylä Tähtelä;2023;02;26;17:00;76;-10;2.6;89.8
Sodankylä Tähtelä;2023;02;26;18:00;76;-10;2.8;91.4
Sodankylä Tähtelä;2023;02;26;19:00;76;-9.8;3.1;91.8
Sodankylä Tähtelä;2023;02;26;20:00;76;-9.5;2.8;91
Sodankylä Tähtelä;2023;02;26;21:00;76;-9.4;2.7;90.2
Sodankylä Tähtelä;2023;02;26;22:00;76;-9.3;2.3;90.2
Sodankylä Tähtelä;2023;02;26;23:00;76;-8.9;2;90.8
Sodankylä Tähtelä;2023;02;27;00:00;76;-8.3;1.9;92.3
Sodankylä Tähtelä;2023;02;27;01:00;76;-8.3;2.2;91.2
Sodankylä Tähtelä;2023;02;27;02:00;76;-8.3;1.9;91.5
Sodankylä Tähtelä;2023;02;27;03:00;76;-8;1.5;92
Sodankylä Tähtelä;2023;02;27;04:00;75.3;-7.9;1.6;92.1
Sodankylä Tähtelä;2023;02;27;05:00;75;-8.5;1.8;90.1
Sodankylä Tähtelä;2023;02;27;06:00;75;-10.5;1.8;88.3
Sodankylä Tähtelä;2023;02;27;07:00;75;-12;1.6;88.3
Sodankylä Tähtelä;2023;02;27;08:00;75;-12.2;1.8;89.9
Sodankylä Tähtelä;2023;02;27;09:00;75;-9.9;1.9;93.1
Sodankylä Tähtelä;2023;02;27;10:00;75;-8.7;1.8;92.2
Sodankylä Tähtelä;2023;02;27;11:00;75;-6.6;2.1;93.8
Sodankylä Tähtelä;2023;02;27;12:00;75;-3.6;4.2;93.8
Sodankylä Tähtelä;2023;02;27;13:00;75;-1.6;4.2;90.7
Sodankylä Tähtelä;2023;02;27;14:00;75;-0.6;4.7;88.9
Sodankylä Tähtelä;2023;02;27;15:00;75;0.1;4.9;87.5
Sodankylä Tähtelä;2023;02;27;16:00;75;1.1;4.7;86.2
Sodankylä Tähtelä;2023;02;27;17:00;75;1;5.4;84.6
Sodankylä Tähtelä;2023;02;27;18:00;75;1.7;6.7;74.2
Sodankylä Tähtelä;2023;02;27;19:00;75;1.3;8.1;65.1
Sodankylä Tähtelä;2023;02;27;20:00;75;-0.5;7.4;66.9
Sodankylä Tähtelä;2023;02;27;21:00;75;-1.5;6.3;63.9
Sodankylä Tähtelä;2023;02;27;22:00;75;-2.9;7.7;62.5
Sodankylä Tähtelä;2023;02;27;23:00;75;-3.7;7.3;61.1
Sodankylä Tähtelä;2023;02;28;00:00;75;-4.4;6.9;61.2
Sodankylä Tähtelä;2023;02;28;01:00;75;-5.1;6.2;64.6
Sodankylä Tähtelä;2023;02;28;02:00;75;-5.6;5.7;66.1
Sodankylä Tähtelä;2023;02;28;03:00;75;-6.1;5.1;67.6
Sodankylä Tähtelä;2023;02;28;04:00;75;-6.6;4.7;66.2
Sodankylä Tähtelä;2023;02;28;05:00;75;-7;4.8;69.2
Sodankylä Tähtelä;2023;02;28;06:00;75;-7.4;4.4;70.5
Sodankylä Tähtelä;2023;02;28;07:00;75;-7.5;4.3;68.7
Sodankylä Tähtelä;2023;02;28;08:00;75;-7.5;4.7;68.3
Sodankylä Tähtelä;2023;02;28;09:00;75;-7;4.6;67.2
Sodankylä Tähtelä;2023;02;28;10:00;75;-5.6;5.1;63.8
Sodankylä Tähtelä;2023;02;28;11:00;75;-4.2;5.6;61
Sodankylä Tähtelä;2023;02;28;12:00;75;-3.3;6;58.2
Sodankylä Tähtelä;2023;02;28;13:00;75;-3;6;57.6
Sodankylä Tähtelä;2023;02;28;14:00;75;-2.6;6.2;56.8
Sodankylä Tähtelä;2023;02;28;15:00;75;-2.4;6.3;57.5
Sodankylä Tähtelä;2023;02;28;16:00;75;-2.8;5.9;60.3
Sodankylä Tähtelä;2023;02;28;17:00;75;-2.8;6.2;63.5
Sodankylä Tähtelä;2023;02;28;18:00;75;-2.8;5.9;65.6
Sodankylä Tähtelä;2023;02;28;19:00;75;-2.8;5.1;68.4
Sodankylä Tähtelä;2023;02;28;20:00;75;-3;4.8;70.8
Sodankylä Tähtelä;2023;02;28;21:00;75;-3.1;4.7;72.2
Sodankylä Tähtelä;2023;02;28;22:00;75;-3.6;4.2;73.7
Sodankylä Tähtelä;2023;02;28;23:00;74.9;-4.5;3.8;77.3
