Observation station;Year;Month;Day;Time [Local time];Snow depth mean [cm];Air temperature mean [°C];Wind speed mean [m/s];Relative humidity mean [%]
Sodankylä Tähtelä;2023;04;22;23:00;60;-4;1.8;57.8
Sodankylä Tähtelä;2023;04;23;00:00;60;-5.1;1.8;63.9
Sodankylä Tähtelä;2023;04;23;01:00;60;-5.9;2.4;68.6
Sodankylä Tähtelä;2023;04;23;02:00;60;-5.6;2.6;66.2
Sodankylä Tähtelä;2023;04;23;03:00;60;-6.3;2.2;68.7
Sodankylä Tähtelä;2023;04;23;04:00;60;-7.7;1.2;71.7
Sodankylä Tähtelä;2023;04;23;05:00;60;-8.9;1.6;78
Sodankylä Tähtelä;2023;04;23;06:00;60;-9;1;80.7
Sodankylä Tähtelä;2023;04;23;07:00;60;-7;1.7;77
Sodankylä Tähtelä;2023;04;23;08:00;60;-4.1;2.4;65.1
Sodankylä Tähtelä;2023;04;23;09:00;59.3;-2.7;3.9;58.7
Sodankylä Tähtelä;2023;04;23;10:00;59;-1.3;4;52.5
Sodankylä Tähtelä;2023;04;23;11:00;59;-0.2;3.8;47.7
Sodankylä Tähtelä;2023;04;23;12:00;59;0.7;3.9;43.7
Sodankylä Tähtelä;2023;04;23;13:00;59;1.6;4.2;38.7
Sodankylä Tähtelä;2023;04;23;14:00;59;2.2;3.7;37.9
Sodankylä Tähtelä;2023;04;23;15:00;59;1.8;3.5;38.5
Sodankylä Tähtelä;2023;04;23;16:00;59;1.6;3.5;37.2
Sodankylä Tähtelä;2023;04;23;17:00;59;1.1;3.1;39.1
Sodankylä Tähtelä;2023;04;23;18:00;59;1;2.5;39.8
Sodankylä Tähtelä;2023;04;23;19:00;59;1.1;3;38
Sodankylä Tähtelä;2023;04;23;20:00;59;0.6;2.1;40.1
Sodankylä Tähtelä;2023;04;23;21:00;59;-0.7;1.6;42.6
Sodankylä Tähtelä;2023;04;23;22:00;59;-2.9;1.5;47.2
Sodankylä Tähtelä;2023;04;23;23:00;59;-4.5;1.3;58.6
Sodankylä Tähtelä;2023;04;24;00:00;59;-6.1;0.8;64.5
Sodankylä Tähtelä;2023;04;24;01:00;59;-7.8;0.8;71.4
Sodankylä Tähtelä;2023;04;24;02:00;59;-9.1;0.7;76.4
Sodankylä Tähtelä;2023;04;24;03:00;59;-10.1;0.9;81.7
Sodankylä Tähtelä;2023;04;24;04:00;59;-10.8;1.4;84.8
Sodankylä Tähtelä;2023;04;24;05:00;59;-11.5;1.5;85.5
Sodankylä Tähtelä;2023;04;24;06:00;59;-11.8;1.5;85.6
Sodankylä Tähtelä;2023;04;24;07:00;59;-9.8;0.9;83.4
Sodankylä Tähtelä;2023;04;24;08:00;59;-6.7;0.9;67.9
Sodankylä Tähtelä;2023;04;24;09:00;59;-4;1.1;57.1
Sodankylä Tähtelä;2023;04;24;10:00;59;-2.2;1.7;50.6
Sodankylä Tähtelä;2023;04;24;11:00;59;-1.2;2.6;46.4
Sodankylä Tähtelä;2023;04;24;12:00;59;-0.2;2.4;40.7
Sodankylä Tähtelä;2023;04;24;13:00;59;0.7;2.9;37.3
Sodankylä Tähtelä;2023;04;24;14:00;59;1.3;3;38.2
Sodankylä Tähtelä;2023;04;24;15:00;59;1.9;2.9;38.8
Sodankylä Tähtelä;2023;04;24;16:00;59;2.1;2.7;38.5
Sodankylä Tähtelä;2023;04;24;17:00;59;2.4;2.5;39.7
Sodankylä Tähtelä;2023;04;24;18:00;59;2.4;2.4;41.3
Sodankylä Tähtelä;2023;04;24;19:00;59;2.2;2.3;42.3
Sodankylä Tähtelä;2023;04;24;20:00;59;2;2;41.7
Sodankylä Tähtelä;2023;04;24;21:00;59;1.3;1.8;42.6
Sodankylä Tähtelä;2023;04;24;22:00;58.5;-1;1.1;49.1
Sodankylä Tähtelä;2023;04;24;23:00;59;-3.4;1;59.5
Sodankylä Tähtelä;2023;04;25;00:00;59;-4.9;1;69.5
Sodankylä Tähtelä;2023;04;25;01:00;59;-6;1.3;75.4
Sodankylä Tähtelä;2023;04;25;02:00;59;-6.2;1.5;78.5
Sodankylä Tähtelä;2023;04;25;03:00;59;-6.5;1.5;79.9
Sodankylä Tähtelä;2023;04;25;04:00;59;-6.9;0.9;81.9
Sodankylä Tähtelä;2023;04;25;05:00;59;-7.7;1.4;81.9
Sodankylä Tähtelä;2023;04;25;06:00;59;-8.6;1.2;84.9
Sodankylä Tähtelä;2023;04;25;07:00;58.9;-6.9;1;81.2
Sodankylä Tähtelä;2023;04;25;08:00;58.7;-4;0.3;68.9
Sodankylä Tähtelä;2023;04;25;09:00;58;-0.4;0.4;51
Sodankylä Tähtelä;2023;04;25;10:00;58;0.6;1.3;45.7
Sodankylä Tähtelä;2023;04;25;11:00;58;2.4;1.5;39.8
Sodankylä Tähtelä;2023;04;25;12:00;58.1;3.3;2.4;36.9
Sodankylä Tähtelä;2023;04;25;13:00;58.1;3.9;2.6;33.3
Sodankylä Tähtelä;2023;04;25;14:00;58;4.3;2.5;32.9
Sodankylä Tähtelä;2023;04;25;15:00;58;4.9;2.6;31.8
Sodankylä Tähtelä;2023;04;25;16:00;58;5;2.9;31.4
Sodankylä Tähtelä;2023;04;25;17:00;58;4.4;3.3;36.1
Sodankylä Tähtelä;2023;04;25;18:00;58.2;4.1;2.8;38.1
Sodankylä Tähtelä;2023;04;25;19:00;58;3.7;3.6;38.8
Sodankylä Tähtelä;2023;04;25;20:00;58.9;3.1;3.4;42.4
Sodankylä Tähtelä;2023;04;25;21:00;58.5;2.5;3.1;45.4
Sodankylä Tähtelä;2023;04;25;22:00;58.9;2.2;3.4;47.4
Sodankylä Tähtelä;2023;04;25;23:00;59;2;2.9;48.5
Sodankylä Tähtelä;2023;04;26;00:00;58.8;1.7;2.7;49.6
Sodankylä Tähtelä;2023;04;26;01:00;58.7;1.7;3.2;49
Sodankylä Tähtelä;2023;04;26;02:00;58;1.6;5;54.1
Sodankylä Tähtelä;2023;04;26;03:00;58;1.1;5.2;62.1
Sodankylä Tähtelä;2023;04;26;04:00;58;-0.2;5;78.1
Sodankylä Tähtelä;2023;04;26;05:00;58.8;-1.5;4;93.9
Sodankylä Tähtelä;2023;04;26;06:00;60.4;-1.6;3.3;92.6
Sodankylä Tähtelä;2023;04;26;07:00;61.4;-1.7;2.6;92
Sodankylä Tähtelä;2023;04;26;08:00;61.6;-1.5;3.1;91.3
Sodankylä Tähtelä;2023;04;26;09:00;62;-1;3.4;88.1
Sodankylä Tähtelä;2023;04;26;10:00;62;-0.3;3.8;85.8
Sodankylä Tähtelä;2023;04;26;11:00;62;0.5;3.8;83.9
Sodankylä Tähtelä;2023;04;26;12:00;62;1.1;4.4;83.6
Sodankylä Tähtelä;2023;04;26;13:00;61.9;1.8;4.1;82.6
Sodankylä Tähtelä;2023;04;26;14:00;61;2.6;4.4;78.9
Sodankylä Tähtelä;2023;04;26;15:00;60.4;3.6;4.1;73
Sodankylä Tähtelä;2023;04;26;16:00;60;5.1;4.5;66.2
Sodankylä Tähtelä;2023;04;26;17:00;59.9;5.9;4.6;63.7
Sodankylä Tähtelä;2023;04;26;18:00;59;5.9;4;64.2
Sodankylä Tähtelä;2023;04;26;19:00;59;5.6;3.8;64.4
Sodankylä Tähtelä;2023;04;26;20:00;59;5.4;4;63.5
Sodankylä Tähtelä;2023;04;26;21:00;59;4.6;3.2;65.6
Sodankylä Tähtelä;2023;04;26;22:00;59;3.8;2.9;67.7
Sodankylä Tähtelä;2023;04;26;23:00;59;3.8;3.5;67.2
Sodankylä Tähtelä;2023;04;27;00:00;59;3.5;3.8;68
Sodankylä Tähtelä;2023;04;27;01:00;59;2.8;3.3;69.8
Sodankylä Tähtelä;2023;04;27;02:00;59;2.2;2.8;71.6
Sodankylä Tähtelä;2023;04;27;03:00;59;1.7;2.8;71.3
Sodankylä Tähtelä;2023;04;27;04:00;59;1;2.3;69.8
Sodankylä Tähtelä;2023;04;27;05:00;59;0.7;2.3;68.8
Sodankylä Tähtelä;2023;04;27;06:00;59;0.6;2.5;65.4
Sodankylä Tähtelä;2023;04;27;07:00;59;1.6;2.9;60.3
Sodankylä Tähtelä;2023;04;27;08:00;59;3.1;3.3;56.9
Sodankylä Tähtelä;2023;04;27;09:00;59;4.7;3.9;53.9
Sodankylä Tähtelä;2023;04;27;10:00;59;6;4.3;51.9
Sodankylä Tähtelä;2023;04;27;11:00;59;7.1;4.2;49.6
Sodankylä Tähtelä;2023;04;27;12:00;58.7;7.8;4.8;48.1
Sodankylä Tähtelä;2023;04;27;13:00;57.9;8.7;4.8;46.9
Sodankylä Tähtelä;2023;04;27;14:00;57.7;8.5;4.6;47.6
Sodankylä Tähtelä;2023;04;27;15:00;56.8;8.2;4.5;47.1
Sodankylä Tähtelä;2023;04;27;16:00;57;8.4;4.4;45.6
Sodankylä Tähtelä;2023;04;27;17:00;56.9;8.6;3.8;45.5
Sodankylä Tähtelä;2023;04;27;18:00;56.4;8.5;4;45.3
Sodankylä Tähtelä;2023;04;27;19:00;56;7.9;4;43.9
Sodankylä Tähtelä;2023;04;27;20:00;56;6.8;3.8;45.6
Sodankylä Tähtelä;2023;04;27;21:00;56;5.4;3.1;50.6
Sodankylä Tähtelä;2023;04;27;22:00;56;4.5;3;54.3
Sodankylä Tähtelä;2023;04;27;23:00;56;3.6;4.3;59.2
Sodankylä Tähtelä;2023;04;28;00:00;56;3;3.7;61.6
Sodankylä Tähtelä;2023;04;28;01:00;56;2.5;3.5;63.8
Sodankylä Tähtelä;2023;04;28;02:00;56;2.1;3.3;69.8
Sodankylä Tähtelä;2023;04;28;03:00;56;1.5;3.8;75.8
Sodankylä Tähtelä;2023;04;28;04:00;56;1.2;3.5;72.5
Sodankylä Tähtelä;2023;04;28;05:00;56;0.8;3.7;73.1
Sodankylä Tähtelä;2023;04;28;06:00;56;0.1;3;76.3
Sodankylä Tähtelä;2023;04;28;07:00;56;0.1;2.9;76.4
Sodankylä Tähtelä;2023;04;28;08:00;56;0.5;3.2;75.9
Sodankylä Tähtelä;2023;04;28;09:00;56;1;4;74.5
Sodankylä Tähtelä;2023;04;28;10:00;56;1.9;4.5;70.6
Sodankylä Tähtelä;2023;04;28;11:00;55.7;2.6;5;67.2
Sodankylä Tähtelä;2023;04;28;12:00;55.3;3.2;5;64.5
Sodankylä Tähtelä;2023;04;28;13:00;55.2;3.3;5.3;63.6
Sodankylä Tähtelä;2023;04;28;14:00;55;3.5;4.3;62.9
Sodankylä Tähtelä;2023;04;28;15:00;54.8;4.3;4;59.4
Sodankylä Tähtelä;2023;04;28;16:00;54.5;4.6;4;57
Sodankylä Tähtelä;2023;04;28;17:00;54;4.9;4.3;54.1
Sodankylä Tähtelä;2023;04;28;18:00;54;4.9;4.9;53.2
Sodankylä Tähtelä;2023;04;28;19:00;54;4.6;3.7;56.3
Sodankylä Tähtelä;2023;04;28;20:00;54;4.3;3.5;57.1
Sodankylä Tähtelä;2023;04;28;21:00;53.9;4;3.9;55.9
Sodankylä Tähtelä;2023;04;28;22:00;54;3.1;4;65.3
Sodankylä Tähtelä;2023;04;28;23:00;54;1.1;2.1;89.2
Sodankylä Tähtelä;2023;04;29;00:00;54;1.5;3.1;73.5
Sodankylä Tähtelä;2023;04;29;01:00;54;1.9;4.7;61.4
Sodankylä Tähtelä;2023;04;29;02:00;54;1.5;4.3;62.4
Sodankylä Tähtelä;2023;04;29;03:00;54;1.1;3.5;64.5
Sodankylä Tähtelä;2023;04;29;04:00;54;0.8;4.2;67.4
Sodankylä Tähtelä;2023;04;29;05:00;54;0.5;5.3;66.2
Sodankylä Tähtelä;2023;04;29;06:00;54;-0.1;5.6;71.2
Sodankylä Tähtelä;2023;04;29;07:00;54;-1.3;4.8;86.6
Sodankylä Tähtelä;2023;04;29;08:00;54.4;-1.6;4.3;91.9
Sodankylä Tähtelä;2023;04;29;09:00;55.1;-1.6;4.7;90.3
Sodankylä Tähtelä;2023;04;29;10:00;57;-1.7;4.3;90.9
Sodankylä Tähtelä;2023;04;29;11:00;57;-1.6;4;90.2
Sodankylä Tähtelä;2023;04;29;12:00;57.3;-1.6;4.2;90
Sodankylä Tähtelä;2023;04;29;13:00;58.9;-1.7;4.4;93.8
Sodankylä Tähtelä;2023;04;29;14:00;59.8;-1.2;3.4;93.4
Sodankylä Tähtelä;2023;04;29;15:00;61;-0.7;3;93.2
Sodankylä Tähtelä;2023;04;29;16:00;61.7;-0.2;2.8;93.9
Sodankylä Tähtelä;2023;04;29;17:00;62.4;0.1;2.7;94.9
Sodankylä Tähtelä;2023;04;29;18:00;63;0.2;3.2;95
Sodankylä Tähtelä;2023;04;29;19:00;63;0.3;2.8;95.1
Sodankylä Tähtelä;2023;04;29;20:00;63;0.1;2.8;94.8
Sodankylä Tähtelä;2023;04;29;21:00;62.7;-0.2;2.5;95.5
Sodankylä Tähtelä;2023;04;29;22:00;63.2;-0.6;2.3;94.6
Sodankylä Tähtelä;2023;04;29;23:00;63.9;-0.8;2;96.5
Sodankylä Tähtelä;2023;04;30;00:00;63.5;-0.7;2.7;97
Sodankylä Tähtelä;2023;04;30;01:00;63.9;-0.7;3.1;96.3
Sodankylä Tähtelä;2023;04;30;02:00;64.8;-0.8;2.6;97
Sodankylä Tähtelä;2023;04;30;03:00;66;-0.7;2.3;97.4
Sodankylä Tähtelä;2023;04;30;04:00;65.8;-0.1;3.3;98
Sodankylä Tähtelä;2023;04;30;05:00;65.7;-0.1;3.3;98
Sodankylä Tähtelä;2023;04;30;06:00;65.8;-0.1;3.6;97.9
Sodankylä Tähtelä;2023;04;30;07:00;66;-0.3;4.6;97
Sodankylä Tähtelä;2023;04;30;08:00;65.6;-0.1;4.2;96.7
Sodankylä Tähtelä;2023;04;30;09:00;64.6;0.4;4;94.4
Sodankylä Tähtelä;2023;04;30;10:00;63;0.8;3.9;91.7
Sodankylä Tähtelä;2023;04;30;11:00;64;1.3;3.8;89.9
Sodankylä Tähtelä;2023;04;30;12:00;63.2;2.7;4.1;85.3
Sodankylä Tähtelä;2023;04;30;13:00;61.5;4;3.5;79.9
Sodankylä Tähtelä;2023;04;30;14:00;60.4;4.3;3.6;73.9
Sodankylä Tähtelä;2023;04;30;15:00;59.5;3.9;2.9;75.8
Sodankylä Tähtelä;2023;04;30;16:00;58.7;4;3.3;75.2
Sodankylä Tähtelä;2023;04;30;17:00;58;4.2;2.7;74.3
Sodankylä Tähtelä;2023;04;30;18:00;58;3.9;2.6;79.1
Sodankylä Tähtelä;2023;04;30;19:00;57;3.3;2.7;83.7
Sodankylä Tähtelä;2023;04;30;20:00;57;2.3;2.6;90.9
Sodankylä Tähtelä;2023;04;30;21:00;57;1.5;2.2;94.9
Sodankylä Tähtelä;2023;04;30;22:00;57;1.2;2.1;95.8
Sodankylä Tähtelä;2023;04;30;23:00;57;0.8;2.2;96.8
