Year,m,d,Time,Time zone,Global radiation (W/m2),Long wave solar radiation (W/m2),Long wave outgoing solar radiation (W/m2),Reflected radiation (W/m2)
2022,12,15,12:00,UTC,0.4,176.7,203.7,0.8
2022,12,15,13:00,UTC,-1.3,174.3,197.4,-0.2
2022,12,15,14:00,UTC,-1,202.8,212.3,-0.5
2022,12,15,15:00,UTC,-0.3,201.2,216.6,-0.3
2022,12,15,16:00,UTC,-1.3,177.2,209.5,-0.5
2022,12,15,17:00,UTC,-0.2,247.1,236.6,-0.3
2022,12,15,18:00,UTC,-1.1,196.8,213.7,-0.3
2022,12,15,19:00,UTC,-0.8,200.4,220.6,-0.2
2022,12,15,20:00,UTC,-1,225.6,232,-0.1
2022,12,15,21:00,UTC,-0.4,251.5,251.1,-0.2
2022,12,15,22:00,UTC,0.2,267.7,261.5,-0.1
2022,12,15,23:00,UTC,0.4,271.1,267.9,-0.2
2022,12,16,00:00,UTC,0,275.2,272.2,-0.2
2022,12,16,01:00,UTC,0,271.9,277.4,-0.2
2022,12,16,02:00,UTC,-0.5,280.1,281.2,-0.1
2022,12,16,03:00,UTC,-0.1,284.2,284.9,-0.2
2022,12,16,04:00,UTC,0.2,287.2,288.3,-0.1
2022,12,16,05:00,UTC,-0.1,285.5,289.9,0
2022,12,16,06:00,UTC,-0.6,291.3,292.6,-0.1
2022,12,16,07:00,UTC,0,294.7,295.4,-0.1
2022,12,16,08:00,UTC,-0.3,295.4,296.5,0
2022,12,16,09:00,UTC,0.2,296.4,296.5,0.5
2022,12,16,10:00,UTC,0.8,298.5,296.8,1.2
2022,12,16,11:00,UTC,2.5,299.5,295,1.5
2022,12,16,12:00,UTC,1.3,290.6,289,0.3
2022,12,16,13:00,UTC,-0.4,286.7,286.4,-0.1
2022,12,16,14:00,UTC,-1.2,269.2,272.4,-0.2
2022,12,16,15:00,UTC,-1.1,241.3,245.3,-0.5
2022,12,16,16:00,UTC,-1.3,230.6,232,-0.4
2022,12,16,17:00,UTC,-1.9,226,237.5,-0.4
2022,12,16,18:00,UTC,-0.6,223.1,225.3,-0.5
2022,12,16,19:00,UTC,-1.4,221,228.9,-0.5
2022,12,16,20:00,UTC,-1.1,219.5,229.2,-0.2
2022,12,16,21:00,UTC,-1.9,219.2,222.1,-0.4
2022,12,16,22:00,UTC,-1,219.6,222.2,-0.4
2022,12,16,23:00,UTC,-1.6,219,224.5,-0.4
2022,12,17,00:00,UTC,-0.8,220.9,229.5,-0.5
2022,12,17,01:00,UTC,-0.7,223,235.8,-0.4
2022,12,17,02:00,UTC,-1.1,225.3,233.7,-0.1
2022,12,17,03:00,UTC,-1.4,224.6,219.8,-0.3
2022,12,17,04:00,UTC,-0.9,223.8,212.2,-0.4
2022,12,17,05:00,UTC,-1.5,224.5,209.2,-0.3
2022,12,17,06:00,UTC,-0.8,235,213.2,-0.2
2022,12,17,07:00,UTC,-0.4,252.3,227,-0.4
2022,12,17,08:00,UTC,-0.7,238.3,228.9,0
2022,12,17,09:00,UTC,0,233.3,226.7,1.4
2022,12,17,10:00,UTC,2,236.2,220.2,2.8
2022,12,17,11:00,UTC,1.3,230.4,221.6,2
2022,12,17,12:00,UTC,-0.7,230.5,232.4,0.2
2022,12,17,13:00,UTC,-1.7,231.9,251.5,-0.5
2022,12,17,14:00,UTC,-1.7,244.1,238,-0.5
2022,12,17,15:00,UTC,-0.4,268.3,246.1,-0.1
2022,12,17,16:00,UTC,-1.4,268.9,275,-0.3
2022,12,17,17:00,UTC,-0.3,285.9,287.8,-0.1
2022,12,17,18:00,UTC,-1.5,257.3,279,-0.4
2022,12,17,19:00,UTC,-0.5,248.8,276.7,-0.5
2022,12,17,20:00,UTC,-0.1,272.1,285.3,-0.3
2022,12,17,21:00,UTC,-0.3,287.8,288.9,-0.2
2022,12,17,22:00,UTC,-0.4,288.8,291.6,0
2022,12,17,23:00,UTC,-1.8,236.2,275.2,-0.4
2022,12,18,00:00,UTC,-1,235.2,266.5,-0.5
2022,12,18,01:00,UTC,-1.4,253.1,263.7,-0.4
2022,12,18,02:00,UTC,-1.4,243.1,267.9,-0.3
2022,12,18,03:00,UTC,-0.8,259.1,267.5,-0.4
2022,12,18,04:00,UTC,-1.5,216,237.7,-0.4
2022,12,18,05:00,UTC,-1.8,213.1,227,-0.3
2022,12,18,06:00,UTC,-1,211,221.1,-0.4
2022,12,18,07:00,UTC,-1.3,245.3,229.2,-0.5
2022,12,18,08:00,UTC,-0.4,244.7,247.7,0.1
2022,12,18,09:00,UTC,4.9,270.7,263.2,3.7
2022,12,18,10:00,UTC,5.4,274.3,269.4,3.9
2022,12,18,11:00,UTC,2.6,279.4,273.6,1.9
2022,12,18,12:00,UTC,0.6,283.4,276.1,-0.1
2022,12,18,13:00,UTC,-0.3,284.4,278.3,-0.2
2022,12,18,14:00,UTC,-0.3,286.5,280.5,0.1
2022,12,18,15:00,UTC,-0.5,287.2,290.6,-0.1
2022,12,18,16:00,UTC,-0.3,287.1,291.1,0.1
2022,12,18,17:00,UTC,0,287.8,291.2,-0.1
2022,12,18,18:00,UTC,-0.5,288.8,291.8,0
2022,12,18,19:00,UTC,-0.2,289,292.3,-0.1
2022,12,18,20:00,UTC,-0.5,278.1,290.1,0
2022,12,18,21:00,UTC,-0.6,289.2,292.8,-0.1
2022,12,18,22:00,UTC,-1.7,273.9,289.6,-0.3
2022,12,18,23:00,UTC,-0.4,271.3,288.3,0
2022,12,19,00:00,UTC,-1,282.8,292.4,0
2022,12,19,01:00,UTC,-0.9,289.4,293.6,-0.1
2022,12,19,02:00,UTC,-0.2,289.7,293.7,-0.1
2022,12,19,03:00,UTC,0.9,290.4,293.4,-0.3
2022,12,19,04:00,UTC,-0.5,291.3,293.9,-0.2
2022,12,19,05:00,UTC,-0.7,290.2,294.5,-0.2
2022,12,19,06:00,UTC,-0.2,291.3,294.5,-0.3
2022,12,19,07:00,UTC,-0.3,289.7,293.9,-0.1
2022,12,19,08:00,UTC,-0.5,289.7,294.5,0
2022,12,19,09:00,UTC,1.6,282.5,290.9,1.4
2022,12,19,10:00,UTC,4.1,241.9,274.1,3.5
2022,12,19,11:00,UTC,3.2,274.1,280.6,1.9
2022,12,19,12:00,UTC,0.1,272.1,278.9,0.2
2022,12,19,13:00,UTC,0.1,273.3,279.2,-0.2
2022,12,19,14:00,UTC,0.5,273.3,279.1,0
2022,12,19,15:00,UTC,0,272.9,278.7,-0.1
2022,12,19,16:00,UTC,0,272,278.7,-0.2
2022,12,19,17:00,UTC,0,272.1,278,-0.2
2022,12,19,18:00,UTC,0.5,269.9,275.9,0.1
2022,12,19,19:00,UTC,0.3,266.9,273.3,0.2
2022,12,19,20:00,UTC,-0.2,264.3,273.2,-0.5
2022,12,19,21:00,UTC,0.2,264.5,272.7,0.1
2022,12,19,22:00,UTC,-0.1,268,273.4,0
2022,12,19,23:00,UTC,-1,215.8,254.9,-0.2
2022,12,20,00:00,UTC,-0.4,240.6,259,-0.1
2022,12,20,01:00,UTC,0,250.3,259.5,0.1
2022,12,20,02:00,UTC,-0.5,224,251.7,0
2022,12,20,03:00,UTC,-0.4,250.8,254.2,0
2022,12,20,04:00,UTC,-1,223,243,-0.1
2022,12,20,05:00,UTC,-1.2,221.6,237.2,-0.1
2022,12,20,06:00,UTC,0.2,254.3,252.7,-0.1
2022,12,20,07:00,UTC,-0.3,262,258.2,0
2022,12,20,08:00,UTC,0.3,261.6,259.9,0
2022,12,20,09:00,UTC,1.2,263.1,261.5,0.8
2022,12,20,10:00,UTC,2.1,265.3,263.6,1.6
2022,12,20,11:00,UTC,1.3,264.8,265,1.3
2022,12,20,12:00,UTC,0.5,267.1,265.9,0.2
2022,12,20,13:00,UTC,0.6,269.3,267.8,-0.2
2022,12,20,14:00,UTC,0.5,271.5,269.5,-0.2
2022,12,20,15:00,UTC,-0.1,271.4,276.6,-0.2
2022,12,20,16:00,UTC,-0.8,273.3,278.9,0
2022,12,20,17:00,UTC,-1.3,272.1,279,-0.1
2022,12,20,18:00,UTC,-0.2,266.3,277.1,-0.3
2022,12,20,19:00,UTC,-0.5,275.3,279.9,-0.2
2022,12,20,20:00,UTC,-0.1,278.7,281.9,-0.1
2022,12,20,21:00,UTC,-0.6,278.6,282.9,-0.2
2022,12,20,22:00,UTC,0.1,280,283.8,-0.2
2022,12,20,23:00,UTC,-1,268.4,281.3,-0.1
2022,12,21,00:00,UTC,-0.2,277.9,283.7,-0.3
2022,12,21,01:00,UTC,0.4,278.7,284.8,-0.2
2022,12,21,02:00,UTC,-0.7,277.9,284.8,-0.2
2022,12,21,03:00,UTC,0.3,278.4,284.5,-0.4
2022,12,21,04:00,UTC,-1.4,277.7,285.2,-0.1
2022,12,21,05:00,UTC,-0.8,277.9,284.3,-0.2
2022,12,21,06:00,UTC,-0.3,277.9,283.9,0
2022,12,21,07:00,UTC,0.1,278.4,283.8,-0.2
2022,12,21,08:00,UTC,0,278.3,283.6,-0.1
2022,12,21,09:00,UTC,0,278.4,284,0.9
2022,12,21,10:00,UTC,2.7,279,283.8,1.8
2022,12,21,11:00,UTC,0,-,283.8,1.4
2022,12,21,12:00,UTC,0,-,281.8,0.4
2022,12,21,13:00,UTC,0,277.5,281.3,0.1
2022,12,21,14:00,UTC,-0.4,279.5,283.5,-0.1
2022,12,21,15:00,UTC,0.3,279.6,284,-0.1
2022,12,21,16:00,UTC,-0.6,279.1,284,-0.1
2022,12,21,17:00,UTC,0.1,281.2,284.8,-0.1
2022,12,21,18:00,UTC,0.1,281.5,285.2,0.1
2022,12,21,19:00,UTC,-0.4,281.6,285.4,-0.1
2022,12,21,20:00,UTC,-0.2,281.6,285.4,-0.1
2022,12,21,21:00,UTC,-0.3,281.7,285.4,-0.5
2022,12,21,22:00,UTC,-0.1,281.4,286,0
2022,12,21,23:00,UTC,-0.2,281.2,285.8,-0.2
2022,12,22,00:00,UTC,-0.3,280.2,285.2,0
2022,12,22,01:00,UTC,-0.7,280,284.9,0
2022,12,22,02:00,UTC,0,280.1,284.4,-0.2
2022,12,22,03:00,UTC,0.5,279.3,283.7,-0.1
2022,12,22,04:00,UTC,-0.5,277.8,282.7,-0.2
2022,12,22,05:00,UTC,-0.6,275.9,280.9,0
2022,12,22,06:00,UTC,-0.3,274.3,278.4,-0.2
2022,12,22,07:00,UTC,0.2,270.4,276.1,-0.3
2022,12,22,08:00,UTC,-0.3,264.6,274.1,0
2022,12,22,09:00,UTC,1,274.6,277.9,1
2022,12,22,10:00,UTC,2,245.5,265.8,2.5
2022,12,22,11:00,UTC,1.5,276.3,276.3,1.6
2022,12,22,12:00,UTC,0,277.1,278.3,0
2022,12,22,13:00,UTC,-0.3,277.4,278.9,-0.2
2022,12,22,14:00,UTC,0.1,278.5,279.5,-0.2
2022,12,22,15:00,UTC,-0.3,276.6,280,-0.1
2022,12,22,16:00,UTC,-0.5,267.7,276.3,-0.3
2022,12,22,17:00,UTC,-1,226,259.4,-0.2
2022,12,22,18:00,UTC,-0.7,266.7,268.4,-0.1
2022,12,22,19:00,UTC,-0.1,272.6,271.3,-0.2
2022,12,22,20:00,UTC,-0.1,277.9,276.3,-0.3
2022,12,22,21:00,UTC,-0.5,277.4,278.2,0
2022,12,22,22:00,UTC,0,277.9,279.7,-0.1
2022,12,22,23:00,UTC,-0.2,278.5,282,-0.1
2022,12,23,00:00,UTC,-0.1,279.2,281.2,-0.4
2022,12,23,01:00,UTC,-0.4,268.4,275.9,-0.2
2022,12,23,02:00,UTC,0,277.6,280,0
2022,12,23,03:00,UTC,-0.5,279.2,280.4,-0.1
2022,12,23,04:00,UTC,-0.1,280.2,280,0
2022,12,23,05:00,UTC,0.1,271.7,270.2,-0.2
2022,12,23,06:00,UTC,-1.7,270.5,274.8,-0.5
2022,12,23,07:00,UTC,-0.8,276.8,274,-0.2
2022,12,23,08:00,UTC,0.3,279.6,277.9,-0.2
2022,12,23,09:00,UTC,2.3,273.3,275.1,1.9
2022,12,23,10:00,UTC,2.3,248.5,250.7,3.9
2022,12,23,11:00,UTC,2.2,235.8,228.5,2.7
2022,12,23,12:00,UTC,-0.4,235.2,247,0.6
2022,12,23,13:00,UTC,-1.6,192.1,232.5,-0.3
2022,12,23,14:00,UTC,-2.1,190,229.9,-0.5
2022,12,23,15:00,UTC,-1.2,202.3,227.4,-0.4
2022,12,23,16:00,UTC,-1.2,200,232,-0.4
2022,12,23,17:00,UTC,-0.6,205.8,226.3,-0.4
2022,12,23,18:00,UTC,-1.1,222.4,230.9,-0.3
2022,12,23,19:00,UTC,-0.6,219,233.3,-0.5
2022,12,23,20:00,UTC,-0.2,252.1,246.1,-0.1
2022,12,23,21:00,UTC,-0.8,252.5,251.9,-0.2
2022,12,23,22:00,UTC,0.2,242.6,249.3,-0.2
2022,12,23,23:00,UTC,0.1,247.6,249.9,-0.2
2022,12,24,00:00,UTC,-0.3,252.4,252.8,0
2022,12,24,01:00,UTC,-0.3,250.9,254.1,0.1
2022,12,24,02:00,UTC,-0.5,210.3,238.9,-0.4
2022,12,24,03:00,UTC,-1.4,186.9,218.5,-0.1
2022,12,24,04:00,UTC,-1.3,185.1,212.5,-0.3
2022,12,24,05:00,UTC,-0.1,231.4,234.6,-0.3
2022,12,24,06:00,UTC,-0.3,235.9,240.9,-0.2
2022,12,24,07:00,UTC,0,218.1,236.2,-0.1
2022,12,24,08:00,UTC,-0.5,178.6,214,0.2
2022,12,24,09:00,UTC,1.9,176.2,204.7,1.9
2022,12,24,10:00,UTC,3.9,205.4,214.8,3.2
2022,12,24,11:00,UTC,2.6,231.7,231,2.3
2022,12,24,12:00,UTC,0.7,191.8,214.2,0.7
2022,12,24,13:00,UTC,-0.1,243.4,237,-0.1
2022,12,24,14:00,UTC,-0.6,240.4,236.5,-0.3
2022,12,24,15:00,UTC,0.2,255.5,245.6,-0.1
2022,12,24,16:00,UTC,0.8,261.3,251.3,-0.1
2022,12,24,17:00,UTC,0.7,265.1,255.8,0.1
2022,12,24,18:00,UTC,-0.2,268.5,259.5,-0.1
2022,12,24,19:00,UTC,0.3,272.2,262.6,-0.3
2022,12,24,20:00,UTC,-0.5,208.3,244.3,-0.1
2022,12,24,21:00,UTC,-1,240.6,244.9,-0.1
2022,12,24,22:00,UTC,-0.7,253,260.1,-0.6
2022,12,24,23:00,UTC,0.2,270.7,278.1,-0.2
2022,12,25,00:00,UTC,-1.5,229.3,267.3,-0.4
2022,12,25,01:00,UTC,-1.1,233.3,265.2,-0.4
2022,12,25,02:00,UTC,-0.2,259.8,275.4,-0.2
2022,12,25,03:00,UTC,0,-,-,-
2022,12,25,04:00,UTC,0,-,-,-
2022,12,25,05:00,UTC,0,-,-,-
2022,12,25,06:00,UTC,0,-,-,-
2022,12,25,07:00,UTC,0,-,-,-
2022,12,25,08:00,UTC,0,-,-,-
2022,12,25,09:00,UTC,2,-,-,-
2022,12,25,10:00,UTC,4,-,-,-
2022,12,25,11:00,UTC,3,-,-,-
2022,12,25,12:00,UTC,2,-,-,-
2022,12,25,13:00,UTC,0,-,-,-
2022,12,25,14:00,UTC,0,-,-,-
2022,12,25,15:00,UTC,0,-,-,-
2022,12,25,16:00,UTC,0,-,-,-
2022,12,25,17:00,UTC,0,-,-,-
2022,12,25,18:00,UTC,0,-,-,-
2022,12,25,19:00,UTC,0,-,-,-
2022,12,25,20:00,UTC,0,-,-,-
2022,12,25,21:00,UTC,0,-,-,-
2022,12,25,22:00,UTC,0,-,-,-
2022,12,25,23:00,UTC,0,-,-,-
2022,12,26,00:00,UTC,0,-,-,-
2022,12,26,01:00,UTC,0,-,-,-
2022,12,26,02:00,UTC,0,-,-,-
2022,12,26,03:00,UTC,0,-,-,-
2022,12,26,04:00,UTC,0,-,-,-
2022,12,26,05:00,UTC,0,-,-,-
2022,12,26,06:00,UTC,0,-,-,-
2022,12,26,07:00,UTC,0,-,-,-
2022,12,26,08:00,UTC,0,-,-,-
2022,12,26,09:00,UTC,2,-,-,-
2022,12,26,10:00,UTC,3,-,-,-
2022,12,26,11:00,UTC,3,-,-,-
2022,12,26,12:00,UTC,2,-,-,-
2022,12,26,13:00,UTC,0,-,-,-
2022,12,26,14:00,UTC,0,-,-,-
2022,12,26,15:00,UTC,0,-,-,-
2022,12,26,16:00,UTC,-0.5,284.6,-,-
2022,12,26,17:00,UTC,-1.4,284.4,290.5,-0.1
2022,12,26,18:00,UTC,-0.9,285.1,290.7,-0.2
2022,12,26,19:00,UTC,-0.5,284,290.1,-0.1
2022,12,26,20:00,UTC,-0.6,283.9,289.2,-0.2
2022,12,26,21:00,UTC,-0.4,281.5,287.8,-0.3
2022,12,26,22:00,UTC,0.3,282,287.2,-0.3
2022,12,26,23:00,UTC,0.6,281.6,287.1,-0.3
2022,12,27,00:00,UTC,-0.6,282,286.6,-0.1
2022,12,27,01:00,UTC,-0.6,278.2,285.2,0
2022,12,27,02:00,UTC,-0.6,283.3,284.6,-0.3
2022,12,27,03:00,UTC,0.2,278.3,283.5,-0.1
2022,12,27,04:00,UTC,0.2,276.2,281.5,-0.1
2022,12,27,05:00,UTC,-0.5,272.9,279.3,-0.1
2022,12,27,06:00,UTC,-0.3,270.7,277.3,-0.3
2022,12,27,07:00,UTC,-0.2,268.2,275.4,-0.1
2022,12,27,08:00,UTC,0,264.3,273.4,0.1
2022,12,27,09:00,UTC,2.1,256.5,268.5,1.6
2022,12,27,10:00,UTC,2.8,261.2,268,2.5
2022,12,27,11:00,UTC,1.8,261.9,268.3,1.8
2022,12,27,12:00,UTC,0.4,265,270.4,0.1
2022,12,27,13:00,UTC,0.1,268.1,273.2,-0.2
2022,12,27,14:00,UTC,-0.4,267.7,272.1,-0.2
2022,12,27,15:00,UTC,-0.2,268.6,272.7,0
2022,12,27,16:00,UTC,-0.5,268.3,272.8,-0.2
2022,12,27,17:00,UTC,-1,269.1,274.4,-0.1
2022,12,27,18:00,UTC,-0.3,269.2,275.1,0
2022,12,27,19:00,UTC,-0.5,268.3,274.6,-0.1
2022,12,27,20:00,UTC,0.3,268.3,274.2,-0.2
2022,12,27,21:00,UTC,-0.9,267.1,273.8,-0.2
2022,12,27,22:00,UTC,-0.9,267.9,273,-0.2
2022,12,27,23:00,UTC,-0.4,265.9,272.6,0
2022,12,28,00:00,UTC,-0.9,265.6,272.7,-0.2
2022,12,28,01:00,UTC,0.5,267.5,273.4,-0.3
2022,12,28,02:00,UTC,-0.1,268.3,273.5,-0.4
2022,12,28,03:00,UTC,-0.8,269.2,274.2,-0.4
2022,12,28,04:00,UTC,-0.3,269.8,275.1,-0.1
2022,12,28,05:00,UTC,-0.4,266,273.6,-0.4
2022,12,28,06:00,UTC,-1,276.3,276.8,-0.1
2022,12,28,07:00,UTC,-1,279.2,278,-0.3
2022,12,28,08:00,UTC,0.7,284.1,280,-0.2
2022,12,28,09:00,UTC,0.3,290.2,281.5,0.7
2022,12,28,10:00,UTC,3.8,299.2,282,3.1
2022,12,28,11:00,UTC,3.2,298.3,271.7,2.8
2022,12,28,12:00,UTC,0.8,301.8,271.9,0.6
2022,12,28,13:00,UTC,-0.6,301.5,279.4,0
2022,12,28,14:00,UTC,-0.4,299.9,280.2,-0.3
2022,12,28,15:00,UTC,-0.3,299.3,280.3,-0.3
2022,12,28,16:00,UTC,-0.9,298.9,265.1,-0.4
2022,12,28,17:00,UTC,-1.1,296,248.3,-0.5
2022,12,28,18:00,UTC,-1.2,289.5,235.9,-0.4
2022,12,28,19:00,UTC,0,290.8,265.7,-0.2
2022,12,28,20:00,UTC,0.1,289.3,268.7,-0.2
2022,12,28,21:00,UTC,-0.6,285.2,273.3,-0.3
2022,12,28,22:00,UTC,-0.6,285,274.9,-0.2
2022,12,28,23:00,UTC,0.4,284.5,274.3,-0.2
2022,12,29,00:00,UTC,-0.1,285.2,273.9,-0.1
2022,12,29,01:00,UTC,0.1,283.4,273.8,-0.2
2022,12,29,02:00,UTC,0.3,285.4,273.4,-0.2
2022,12,29,03:00,UTC,-0.1,285,274.6,-0.3
2022,12,29,04:00,UTC,-0.6,282.5,275.7,-0.2
2022,12,29,05:00,UTC,0.1,283.7,277.6,-0.3
2022,12,29,06:00,UTC,-0.7,273.9,279,-0.1
2022,12,29,07:00,UTC,-0.1,274,279.3,-0.2
2022,12,29,08:00,UTC,-1,273.2,278.7,0.1
2022,12,29,09:00,UTC,0.9,274.9,280,1.2
2022,12,29,10:00,UTC,2.3,277.5,281.9,2.2
2022,12,29,11:00,UTC,1.3,278.1,283,1.5
2022,12,29,12:00,UTC,-0.4,278.6,283.6,0
2022,12,29,13:00,UTC,0.3,279.5,284.1,-0.1
2022,12,29,14:00,UTC,-0.4,279.8,284.8,-0.2
2022,12,29,15:00,UTC,-1.1,280.4,285.2,-0.1
2022,12,29,16:00,UTC,-0.2,282,287,-0.2
2022,12,29,17:00,UTC,0.2,281.1,286.2,-0.2
2022,12,29,18:00,UTC,-0.1,280.1,285.8,-0.2
2022,12,29,19:00,UTC,-0.7,277.3,283.8,-0.2
2022,12,29,20:00,UTC,-0.6,272.7,281.3,-0.3
2022,12,29,21:00,UTC,-1,272.1,280.7,-0.2
2022,12,29,22:00,UTC,-1,272.6,280.1,-0.3
2022,12,29,23:00,UTC,-0.3,263.9,276.6,-0.1
2022,12,30,00:00,UTC,-1.2,250.1,274.5,-0.1
2022,12,30,01:00,UTC,-0.5,269.4,277,-0.3
2022,12,30,02:00,UTC,-1.1,266.1,278.8,-0.2
2022,12,30,03:00,UTC,-1.3,270.5,280.2,-0.3
2022,12,30,04:00,UTC,-1.2,272,279.6,-0.3
2022,12,30,05:00,UTC,-0.9,271.4,279.7,0
2022,12,30,06:00,UTC,-0.3,270.4,278.7,-0.2
2022,12,30,07:00,UTC,-0.4,271.7,279.2,0
2022,12,30,08:00,UTC,-1,277.4,282.6,0
2022,12,30,09:00,UTC,0,277.6,284.2,1.1
2022,12,30,10:00,UTC,3.1,275.6,284.9,2
2022,12,30,11:00,UTC,1.8,279.2,286.5,1.5
2022,12,30,12:00,UTC,0.2,280,287.2,0.2
2022,12,30,13:00,UTC,0.3,283.3,288.6,-0.1
2022,12,30,14:00,UTC,-0.6,282.6,288.8,-0.1
2022,12,30,15:00,UTC,-0.9,281.8,288.3,-0.1
2022,12,30,16:00,UTC,-0.7,283,288.3,-0.1
2022,12,30,17:00,UTC,0.3,280.9,288,0
2022,12,30,18:00,UTC,-0.3,283.2,289.2,0
2022,12,30,19:00,UTC,-1.3,269.7,286.8,-0.2
2022,12,30,20:00,UTC,-0.6,278.3,287.8,-0.1
2022,12,30,21:00,UTC,-0.5,287.6,291,-0.3
2022,12,30,22:00,UTC,0.4,289.3,291.7,-0.1
2022,12,30,23:00,UTC,-0.5,282.3,291.4,0
2022,12,31,00:00,UTC,-0.2,290.2,292.2,-0.2
2022,12,31,01:00,UTC,-0.3,287.7,292.4,0
2022,12,31,02:00,UTC,-0.3,291.2,293.5,-0.2
2022,12,31,03:00,UTC,-0.4,277.2,289.8,-0.4
2022,12,31,04:00,UTC,-0.8,289.8,294.2,-0.2
2022,12,31,05:00,UTC,-1.3,290.5,294.3,0
2022,12,31,06:00,UTC,-1.1,291.4,294.6,0
2022,12,31,07:00,UTC,-0.9,290.5,295,-0.1
2022,12,31,08:00,UTC,-0.8,292.2,295.7,-0.2
2022,12,31,09:00,UTC,0,290.4,295,0.5
2022,12,31,10:00,UTC,0.7,290.7,295.4,1.1
2022,12,31,11:00,UTC,1,290.2,294.9,0.7
2022,12,31,12:00,UTC,-0.3,289.7,295.1,0.3
2022,12,31,13:00,UTC,-0.6,290.4,295.5,-0.3
2022,12,31,14:00,UTC,-0.8,291.5,296.4,-0.1
2022,12,31,15:00,UTC,-0.7,292.1,297,-0.3
2022,12,31,16:00,UTC,-0.9,292.1,297.8,-0.1
2022,12,31,17:00,UTC,-0.4,294,298.5,-0.1
2022,12,31,18:00,UTC,-1.4,295.7,300,-0.2
2022,12,31,19:00,UTC,-0.2,294,300.2,-0.1
2022,12,31,20:00,UTC,-1.2,296.7,301.3,0.1
2022,12,31,21:00,UTC,-0.1,298.4,301.9,0
2022,12,31,22:00,UTC,-0.9,300.3,303.7,0.1
2022,12,31,23:00,UTC,-0.2,301.1,305,-0.1
2023,1,1,00:00,UTC,-0.6,301.6,306.2,-0.4
2023,1,1,01:00,UTC,-0.3,301.2,305.6,-0.3
2023,1,1,02:00,UTC,-0.1,304.4,306.1,-0.5
2023,1,1,03:00,UTC,-0.5,304.6,306.7,-0.1
2023,1,1,04:00,UTC,-0.2,305,306.7,-0.3
2023,1,1,05:00,UTC,-0.9,306.1,307,-0.1
2023,1,1,06:00,UTC,-0.2,303.7,306.6,-0.1
2023,1,1,07:00,UTC,0.5,300.2,305.2,-0.5
2023,1,1,08:00,UTC,-0.2,281.8,300.2,-0.3
2023,1,1,09:00,UTC,1.7,286.5,297.9,1.4
2023,1,1,10:00,UTC,4,295.7,300.6,3.5
2023,1,1,11:00,UTC,1.8,295.9,300.3,2.2
2023,1,1,12:00,UTC,0.3,292,299.3,0.6
2023,1,1,13:00,UTC,-0.9,294.5,300.8,-0.1
2023,1,1,14:00,UTC,-1.5,289.2,297.8,-0.1
2023,1,1,15:00,UTC,-0.2,287.3,296.2,-0.1
2023,1,1,16:00,UTC,-0.4,287.9,298.5,-0.3
2023,1,1,17:00,UTC,-1.2,249.8,289.1,-0.2
2023,1,1,18:00,UTC,-1,261.4,285.9,-0.5
2023,1,1,19:00,UTC,-1.9,249,285.5,-0.1
2023,1,1,20:00,UTC,-1.1,259.5,291.8,0
2023,1,1,21:00,UTC,-2.1,226,280.4,0
2023,1,1,22:00,UTC,-0.6,263.8,289.4,-0.4
2023,1,1,23:00,UTC,0.4,275,295.6,-0.1
2023,1,2,00:00,UTC,-0.6,288.1,296.5,0.2
2023,1,2,01:00,UTC,-1.5,227.9,283.5,-0.2
2023,1,2,02:00,UTC,-0.8,277.6,290.4,-0.1
2023,1,2,03:00,UTC,-1.3,219.1,269,-0.5
2023,1,2,04:00,UTC,-2.7,211.6,261.4,-0.5
2023,1,2,05:00,UTC,-1.5,209.4,262.1,-0.3
2023,1,2,06:00,UTC,-1.8,208.9,258.7,-0.5
2023,1,2,07:00,UTC,-1.8,212.8,257.4,0.1
2023,1,2,08:00,UTC,-1,217.7,253.8,0.3
2023,1,2,09:00,UTC,2.5,210.6,245.8,2.5
2023,1,2,10:00,UTC,6.4,211.7,242.3,5.3
2023,1,2,11:00,UTC,5.5,209.2,237.5,4.4
2023,1,2,12:00,UTC,0.8,210.7,232.7,1.1
2023,1,2,13:00,UTC,-1.6,205.7,229.1,0
2023,1,2,14:00,UTC,-1.8,207,227.5,-0.1
2023,1,2,15:00,UTC,-0.5,204.2,225.1,-0.2
2023,1,2,16:00,UTC,-1.3,202.5,221.8,0.1
2023,1,2,17:00,UTC,-0.6,197.7,218.5,-0.3
2023,1,2,18:00,UTC,-1.3,197.5,217.3,-0.3
2023,1,2,19:00,UTC,-0.3,210.7,218.6,-0.2
2023,1,2,20:00,UTC,0.6,226.2,229,-0.2
2023,1,2,21:00,UTC,-0.3,236.2,236.6,-0.2
2023,1,2,22:00,UTC,-0.5,241.9,241.5,-0.3
2023,1,2,23:00,UTC,-0.7,244.3,246.1,-0.1
2023,1,3,00:00,UTC,-0.4,242.8,247.9,0.2
2023,1,3,01:00,UTC,-0.7,229.4,242.4,0.2
2023,1,3,02:00,UTC,-0.8,241.3,246.4,0.3
2023,1,3,03:00,UTC,0.4,242.4,248.2,0
2023,1,3,04:00,UTC,-1,238.6,247.3,0.4
2023,1,3,05:00,UTC,-0.9,245.1,249.5,0.2
2023,1,3,06:00,UTC,-0.9,253.3,254,0.6
2023,1,3,07:00,UTC,-0.3,252.6,256.7,0.5
2023,1,3,08:00,UTC,0.3,256.8,258.2,0.4
