Year,m,d,Time,Time zone,Diffuse radiation (W/m2),Direct solar radiation (W/m2),Global radiation (W/m2),Long wave solar radiation (W/m2),Long wave outgoing solar radiation (W/m2),Radiation balance (W/m2),Reflected radiation (W/m2),Sunshine duration (s),Ultraviolet irradiance (index)
2021,10,1,00:00,UTC,0.1,-,-1.4,328.5,341.4,-11.4,-2.8,0,-
2021,10,1,01:00,UTC,0.3,-,-0.7,327.3,340.6,-11.4,-2.7,0,-
2021,10,1,02:00,UTC,0.6,-,-1,325.5,339.6,-12.3,-2.7,0,-
2021,10,1,03:00,UTC,0.4,-,-0.8,324.7,338.9,-12.4,-2.6,0,-
2021,10,1,04:00,UTC,0.2,-,-0.8,322.8,337.4,-12.2,-3.1,0,-
2021,10,1,05:00,UTC,4.6,-,3.7,322.8,336.7,-7.7,-2.4,0,-
2021,10,1,06:00,UTC,13.3,-,13.6,323.4,337.8,0.8,-1.6,0,-
2021,10,1,07:00,UTC,42.2,-,42.3,325.6,340.6,26.5,0.9,0,-
2021,10,1,08:00,UTC,133.9,-,171.7,291.2,349.5,100,13.5,20,-
2021,10,1,09:00,UTC,139.9,-,145,309.4,352.1,90.6,11.6,0,-
2021,10,1,10:00,UTC,75,-,76.7,337.2,354.7,54.5,4.6,0,-
2021,10,1,11:00,UTC,20.3,-,20.5,337.8,348.9,11.2,-1.8,0,-
2021,10,1,12:00,UTC,68.2,-,69.5,329.9,351.1,45.2,3,0,-
2021,10,1,13:00,UTC,50.9,-,51.8,331.3,351.8,29.8,1.5,0,-
2021,10,1,14:00,UTC,45.6,-,44.6,333.5,350.9,26.8,0.4,0,-
2021,10,1,15:00,UTC,8.7,-,8,336.1,349.5,-2.6,-2.8,0,-
2021,10,1,16:00,UTC,0.8,-,-0.2,341.1,348.2,-3.8,-3.5,0,-
2021,10,1,17:00,UTC,0.1,-,-1.1,342.4,348.4,-1.7,-5.4,0,-
2021,10,1,18:00,UTC,0.1,-,-1,342.7,347.7,-1.9,-4,0,-
2021,10,1,19:00,UTC,0.3,-,-0.8,343.4,347.8,-1.2,-4.1,0,-
2021,10,1,20:00,UTC,1.2,-,-0.9,344.4,347.2,0.8,-4.4,0,-
2021,10,1,21:00,UTC,0.2,-,-1.5,342.5,345.9,-1.4,-3.6,0,-
2021,10,1,22:00,UTC,0.6,-,-0.6,342.5,346,-0.7,-3.4,0,-
2021,10,1,23:00,UTC,0,-,-1,341.8,345.5,-1,-3.7,0,-
2021,10,2,00:00,UTC,0,-,-1.5,342.9,346.6,-1.4,-3.7,0,-
2021,10,2,01:00,UTC,0.3,-,-0.8,343.2,347,0,-4.6,0,-
2021,10,2,02:00,UTC,0.3,-,-0.9,343.4,347.2,0.4,-5.2,0,-
2021,10,2,03:00,UTC,0.2,-,-0.9,340.3,347.1,-3.6,-4.1,0,-
2021,10,2,04:00,UTC,0.5,-,-1,339.5,347,-3.8,-4.7,0,-
2021,10,2,05:00,UTC,5.1,-,4.2,345.8,348.8,5.1,-3.9,0,-
2021,10,2,06:00,UTC,10.3,-,9.2,347.4,350.4,11.1,-4.9,0,-
2021,10,2,07:00,UTC,9.7,-,8.1,349.3,349.9,11.9,-4.4,0,-
2021,10,2,08:00,UTC,17.2,-,17,351.1,351.1,20.4,-3.4,0,-
2021,10,2,09:00,UTC,11.7,-,11.6,354.3,352.2,17.8,-4.1,0,-
2021,10,2,10:00,UTC,41.2,-,44.3,350.8,354.5,42.1,-1.5,0,-
2021,10,2,11:00,UTC,25.8,-,27,350.7,355.7,25.1,-3.1,0,-
2021,10,2,12:00,UTC,43.3,-,44.9,351,358.4,39.2,-1.6,0,-
2021,10,2,13:00,UTC,70.2,-,69.5,352.3,363.7,57.1,0.9,0,-
2021,10,2,14:00,UTC,62.3,-,60.1,344.5,363.6,41.4,-0.3,0,-
2021,10,2,15:00,UTC,17.5,-,15.4,350.3,361.3,7.9,-3.5,0,-
2021,10,2,16:00,UTC,0.4,-,-1,348.7,358.1,-5.7,-4.7,0,-
2021,10,2,17:00,UTC,0.6,-,-1.1,346.3,356.7,-7.7,-3.8,0,-
2021,10,2,18:00,UTC,0.1,-,-1.7,337.9,355.4,-12.7,-6.6,0,-
2021,10,2,19:00,UTC,1.2,-,-1.1,329.8,351.1,-17.5,-5,0,-
2021,10,2,20:00,UTC,0.8,-,-1.2,320.8,345.6,-22.2,-3.8,0,-
2021,10,2,21:00,UTC,0.8,-,-2.6,269.8,334.3,-63.2,-3.9,0,-
2021,10,2,22:00,UTC,0.6,-,-2.7,265.4,329.3,-63.3,-3.3,0,-
2021,10,2,23:00,UTC,0.4,-,-2.4,261.5,323.3,-61.1,-3,0,-
2021,10,3,00:00,UTC,0,-,-1.1,300.4,328.8,-26.4,-3.1,0,-
2021,10,3,01:00,UTC,0.1,-,-0.7,332.2,335.6,-1.1,-3,0,-
2021,10,3,02:00,UTC,0,-,-0.9,334.6,338.2,-1.4,-3.1,0,-
2021,10,3,03:00,UTC,0.1,-,-0.9,326.6,339.9,-10.9,-3.2,0,-
2021,10,3,04:00,UTC,0.8,-,-1.8,282.1,336.9,-53,-3.7,0,-
2021,10,3,05:00,UTC,6.4,-,6.1,342.8,344.2,8.1,-3.3,0,-
2021,10,3,06:00,UTC,24.2,-,24.2,344.5,347.1,23.6,-1.9,0,-
2021,10,3,07:00,UTC,67.3,-,69.9,340.2,350.7,57.2,2.2,0,-
2021,10,3,08:00,UTC,175.8,-,223.5,329,360,173.8,18.7,0,-
2021,10,3,09:00,UTC,73.2,-,217,282.9,362.2,119.5,18.2,60,-
2021,10,3,10:00,UTC,63,-,301.3,288,376.5,180.5,32.3,60,-
2021,10,3,11:00,UTC,66.2,-,186.3,292.2,377.7,82.8,18.1,60,-
2021,10,3,12:00,UTC,110.4,-,114.9,298.9,369.3,37,7.6,0,-
2021,10,3,13:00,UTC,92.8,-,108.8,293.8,366.5,28.2,7.9,0,-
2021,10,3,14:00,UTC,71.6,-,87.1,295.3,362.7,15.8,4,0,-
2021,10,3,15:00,UTC,23.6,-,20,294.9,355.9,-38.9,-2.1,0,-
2021,10,3,16:00,UTC,1.1,-,-2.5,287.5,347.7,-58.4,-4.3,0,-
2021,10,3,17:00,UTC,0.4,-,-2.7,289.1,345.1,-54.1,-4.6,0,-
2021,10,3,18:00,UTC,0.1,-,-2.4,299.4,345.9,-44.2,-4.7,0,-
2021,10,3,19:00,UTC,0.3,-,-3,289.2,345.3,-54,-5.1,0,-
2021,10,3,20:00,UTC,1.2,-,-2.3,292.4,345.9,-50.9,-4.9,0,-
2021,10,3,21:00,UTC,1.4,-,-2,318.1,349.5,-28.3,-5,0,-
2021,10,3,22:00,UTC,0.6,-,-1.9,301.7,346.3,-41.4,-5.2,0,-
2021,10,3,23:00,UTC,0.4,-,-2,316.8,347.1,-26.8,-5.6,0,-
2021,10,4,00:00,UTC,0.7,-,-1.1,340.4,350.9,-6.5,-5.1,0,-
2021,10,4,01:00,UTC,0.6,-,-1.6,334.2,351,-13,-5.5,0,-
2021,10,4,02:00,UTC,0.6,-,-1.8,330,350.2,-16.4,-5.6,0,-
2021,10,4,03:00,UTC,0.7,-,-1.2,332.9,350.9,-14,-5.3,0,-
2021,10,4,04:00,UTC,0.9,-,-1.3,335.6,352,-12.6,-5.2,0,-
2021,10,4,05:00,UTC,11.8,-,9.8,336.6,353.9,-3,-4.5,0,-
2021,10,4,06:00,UTC,36.2,-,35,312.7,353.1,-3.5,-1.9,0,-
2021,10,4,07:00,UTC,74.8,-,76,325.5,359,40.3,2.2,0,-
2021,10,4,08:00,UTC,135.5,-,138.9,326,365.4,90.8,8.7,0,-
2021,10,4,09:00,UTC,163,-,217.5,326.8,374.4,153.1,16.8,30,-
2021,10,4,10:00,UTC,80.8,-,79.2,361.5,375.1,64.1,1.6,0,-
2021,10,4,11:00,UTC,41.5,-,40.9,361.4,369.7,34.9,-2.3,0,-
2021,10,4,12:00,UTC,16.7,-,12.9,362.4,364.9,14.4,-4,0,-
2021,10,4,13:00,UTC,15.3,-,14.1,362,362.8,16.4,-3.1,0,-
2021,10,4,14:00,UTC,8,-,6.1,358,361.3,5.9,-3,0,-
2021,10,4,15:00,UTC,2.4,-,0.7,358.3,360.6,2.1,-3.7,0,-
2021,10,4,16:00,UTC,0.1,-,-1.5,359.7,360,2.4,-4.3,0,-
2021,10,4,17:00,UTC,0.1,-,-1,360.5,360.3,3,-3.8,0,-
2021,10,4,18:00,UTC,0,-,-1.6,360.6,360.2,3.7,-5,0,-
2021,10,4,19:00,UTC,0.2,-,-1.6,361.8,360.4,5.5,-5.7,0,-
2021,10,4,20:00,UTC,0.1,-,-1.3,364.5,361,8.6,-6.4,0,-
2021,10,4,21:00,UTC,0.5,-,-1.2,363.2,361.3,6.5,-5.8,0,-
2021,10,4,22:00,UTC,0.1,-,-1.7,362.5,360.5,7,-6.7,0,-
2021,10,4,23:00,UTC,0.6,-,-1.1,361.7,360.1,4.9,-4.4,0,-
2021,10,5,00:00,UTC,0.2,-,-1.1,358.9,359.4,3.4,-5,0,-
2021,10,5,01:00,UTC,0.8,-,-1.2,360,359.3,5.2,-5.8,0,-
2021,10,5,02:00,UTC,0.3,-,-1.2,360.1,358.5,3.2,-2.8,0,-
2021,10,5,03:00,UTC,0.2,-,-1.3,359.3,358.3,2.6,-2.9,0,-
2021,10,5,04:00,UTC,0.6,-,-1.1,359.3,358.1,2.7,-2.6,0,-
2021,10,5,05:00,UTC,0.3,-,0.1,359.5,358.3,4.5,-3.2,0,-
2021,10,5,06:00,UTC,9.5,-,10.3,360,358.9,13.2,-1.9,0,-
2021,10,5,07:00,UTC,44.5,-,46,356,360.3,42.8,-1.1,0,-
2021,10,5,08:00,UTC,26.3,-,30.2,352.8,360.4,25.1,-2.5,0,-
2021,10,5,09:00,UTC,32,-,31.9,355.4,362,27.2,-1.8,0,-
2021,10,5,10:00,UTC,31.2,-,32.4,356.7,360.3,32.9,-4.1,0,-
2021,10,5,11:00,UTC,35.7,-,36.6,356.3,361.1,35,-3.3,0,-
2021,10,5,12:00,UTC,11.4,-,10.8,356.5,359.5,13.7,-5.9,0,-
2021,10,5,13:00,UTC,8,-,7.3,358.4,359.1,11.8,-5.2,0,-
2021,10,5,14:00,UTC,5,-,3.8,358.2,358.3,10.4,-6.7,0,-
2021,10,5,15:00,UTC,2.3,-,0.9,355.9,358.1,5,-6.3,0,-
2021,10,5,16:00,UTC,0.1,-,-1.3,356.1,358.3,3.6,-7.2,0,-
2021,10,5,17:00,UTC,0.6,-,-1.3,361.9,358.8,9,-7.2,0,-
2021,10,5,18:00,UTC,0,-,-1.8,360.5,359,6.6,-7,0,-
2021,10,5,19:00,UTC,0.1,-,-1,357.2,359,3.8,-6.6,0,-
2021,10,5,20:00,UTC,1,-,-0.6,354.4,357.4,3.1,-6.7,0,-
2021,10,5,21:00,UTC,1.1,-,-0.7,353.8,356.8,3.4,-7.1,0,-
2021,10,5,22:00,UTC,0.9,-,-1.4,353.5,355.8,3.4,-7.2,0,-
2021,10,5,23:00,UTC,0.6,-,-1.2,353.7,355.4,4.4,-7.3,0,-
2021,10,6,00:00,UTC,0.6,-,-1.4,353.2,354.6,5,-7.7,0,-
2021,10,6,01:00,UTC,0.2,-,-1.4,353.4,354.4,4.5,-6.9,0,-
2021,10,6,02:00,UTC,0.4,-,-1.6,353,354.3,3.5,-6.4,0,-
2021,10,6,03:00,UTC,0.7,-,-1.5,354.1,355.3,4,-6.8,0,-
2021,10,6,04:00,UTC,0.3,-,-1.8,355.1,356.1,4,-6.8,0,-
2021,10,6,05:00,UTC,1.6,-,0.3,355.1,357,5,-6.6,0,-
2021,10,6,06:00,UTC,8.6,-,6.8,355.8,357.4,11.6,-6.4,0,-
2021,10,6,07:00,UTC,15.3,-,14.1,356,358.1,18.3,-6.3,0,-
2021,10,6,08:00,UTC,23.1,-,23.6,356.6,359.2,25.2,-4.3,0,-
2021,10,6,09:00,UTC,42.5,-,42.7,356.6,360.6,42.5,-3.8,0,-
2021,10,6,10:00,UTC,22.6,-,22.5,357.6,360.7,24.3,-4.8,0,-
2021,10,6,11:00,UTC,36.3,-,37.8,356.6,361.6,34.6,-1.8,0,-
2021,10,6,12:00,UTC,14.8,-,13.6,358.2,361.1,13.5,-2.8,0,-
2021,10,6,13:00,UTC,8.8,-,7.3,359.9,359.7,10,-2.4,0,-
2021,10,6,14:00,UTC,1.9,-,1.5,356.8,358,1.8,-1.5,0,-
2021,10,6,15:00,UTC,0.8,-,-0.3,354.3,356.7,-0.1,-2.7,0,-
2021,10,6,16:00,UTC,0.2,-,-1,353.4,355.9,-1.1,-2.5,0,-
2021,10,6,17:00,UTC,0.6,-,-2.2,352.9,354.8,-0.7,-3.4,0,-
2021,10,6,18:00,UTC,0.7,-,-3.2,354.3,354.9,-1.2,-2.7,0,-
2021,10,6,19:00,UTC,0.1,-,-4.1,353.8,354.4,-1.5,-3.1,0,-
2021,10,6,20:00,UTC,0,-,-3.6,354.3,354.8,-0.9,-3.3,0,-
2021,10,6,21:00,UTC,0.5,-,-3.4,355.3,354.3,1.8,-4.2,0,-
2021,10,6,22:00,UTC,0.1,-,-4.7,356.2,354.8,0.2,-3.5,0,-
2021,10,6,23:00,UTC,0.2,-,-4.4,357.3,355,1.3,-3.5,0,-
2021,10,7,00:00,UTC,0,-,-4,357.3,355.5,1.6,-3.8,0,-
2021,10,7,01:00,UTC,0,-,-3.4,356.4,356.2,0.8,-4.1,0,-
2021,10,7,02:00,UTC,0.2,-,-3.2,360.1,357.8,3,-3.9,0,-
2021,10,7,03:00,UTC,0,-,-2.1,363.8,361,6.5,-5.8,0,-
2021,10,7,04:00,UTC,0,-,-2.3,363.1,361.8,5.4,-6.4,0,-
2021,10,7,05:00,UTC,0.6,-,-1.9,362.1,361.5,5.4,-6.7,0,-
2021,10,7,06:00,UTC,2.8,-,1.6,363.8,361.5,10.3,-6.5,0,-
2021,10,7,07:00,UTC,7,-,5.4,363.3,361.2,13.9,-6.4,0,-
2021,10,7,08:00,UTC,5.7,-,3.9,364.1,361.4,13.3,-6.7,0,-
2021,10,7,09:00,UTC,26.3,-,26.5,361.4,361.6,30.1,-3.8,0,-
2021,10,7,10:00,UTC,16.5,-,15.1,362,361.6,20.3,-4.9,0,-
2021,10,7,11:00,UTC,41.1,-,42.9,360.1,361.8,43.9,-2.7,0,-
2021,10,7,12:00,UTC,8.7,-,5.3,358.1,359.1,8.1,-3.7,0,-
2021,10,7,13:00,UTC,24.4,-,22,348.9,357.1,15.8,-2,0,-
2021,10,7,14:00,UTC,13.7,-,9.6,341.3,351.6,3.1,-3.8,0,-
2021,10,7,15:00,UTC,3.8,-,-0.8,334.8,345,-6.1,-5,0,-
2021,10,7,16:00,UTC,1.1,-,-3.3,302.4,333.5,-28.8,-5.7,0,-
2021,10,7,17:00,UTC,0.2,-,-3.6,304.3,332.1,-26.4,-5,0,-
2021,10,7,18:00,UTC,0.1,-,-4.5,298.2,328.3,-29.8,-4.8,0,-
2021,10,7,19:00,UTC,0.3,-,-5.9,302.3,328.3,-27.4,-4.6,0,-
2021,10,7,20:00,UTC,0.9,-,-7.8,251.4,319.7,-72.3,-3.8,0,-
2021,10,7,21:00,UTC,1.2,-,-7,253.1,316.8,-66.5,-4.3,0,-
2021,10,7,22:00,UTC,1.2,-,-5.3,261.1,316.7,-57,-3.8,0,-
2021,10,7,23:00,UTC,0.6,-,-2.3,303,322.7,-17.3,-4.7,0,-
2021,10,8,00:00,UTC,0.5,-,-1.3,304.7,323.9,-16.3,-4.2,0,-
2021,10,8,01:00,UTC,1,-,-1.5,292.4,322.4,-28,-3.5,0,-
2021,10,8,02:00,UTC,0.7,-,-1.2,302.6,323.3,-18.4,-3.5,0,-
2021,10,8,03:00,UTC,0.5,-,-1.1,288.6,322.3,-31.3,-3.4,0,-
2021,10,8,04:00,UTC,1.8,-,-2.3,248.4,314.9,-65.2,-3.6,0,-
2021,10,8,05:00,UTC,11.8,-,9.9,250.9,310.9,-47.7,-2.4,0,-
2021,10,8,06:00,UTC,52.6,-,72.8,268.8,317.2,22.6,1.7,60,-
2021,10,8,07:00,UTC,77,-,77.3,307,327.9,53.1,3.3,0,-
2021,10,8,08:00,UTC,60.2,-,61.3,313.3,329.4,43.8,1.4,0,-
2021,10,8,09:00,UTC,51,-,52.9,315.2,330.5,36.8,0.9,0,-
2021,10,8,10:00,UTC,35.3,-,37,316.6,331.2,23.1,-0.6,0,-
2021,10,8,11:00,UTC,25.1,-,26.9,318.7,332,14.6,-1.1,0,-
2021,10,8,12:00,UTC,47.3,-,48.8,318.3,327.2,39.7,0.3,0,-
2021,10,8,13:00,UTC,39.1,-,40.4,324.3,330.2,34.3,0.2,0,-
2021,10,8,14:00,UTC,9.5,-,9,322.9,328.2,5.9,-2.3,0,-
2021,10,8,15:00,UTC,2,-,0.7,325,328.2,-0.1,-2.4,0,-
2021,10,8,16:00,UTC,0.2,-,-0.9,325.8,328.8,-1.6,-2.4,0,-
2021,10,8,17:00,UTC,0.4,-,-1,327.8,329.8,-0.6,-2.3,0,-
2021,10,8,18:00,UTC,0.1,-,-1.1,330.1,330.7,0.4,-2.2,0,-
2021,10,8,19:00,UTC,0.2,-,-1,331.8,331.9,1,-2.1,0,-
2021,10,8,20:00,UTC,0.4,-,-2.4,333.3,332.4,0.4,-2,0,-
2021,10,8,21:00,UTC,0.2,-,-2.7,333.7,333.5,-0.4,-2,0,-
2021,10,8,22:00,UTC,0.2,-,-2.9,334.8,334.2,-0.1,-2.2,0,-
2021,10,8,23:00,UTC,0.5,-,-2.7,335.3,335,-0.1,-2.3,0,-
2021,10,9,00:00,UTC,0.2,-,-2.4,336.8,335.7,0.8,-2,0,-
2021,10,9,01:00,UTC,0.2,-,-2.3,336.6,336.5,-0.3,-2,0,-
2021,10,9,02:00,UTC,0.1,-,-2.4,336,337,-1.4,-2,0,-
2021,10,9,03:00,UTC,0.2,-,-2.1,333.7,337.5,-3.6,-2.4,0,-
2021,10,9,04:00,UTC,0.5,-,-2.2,335.6,337.7,-1.8,-2.6,0,-
2021,10,9,05:00,UTC,4.3,-,1.2,335.6,338.5,0.8,-2.5,0,-
2021,10,9,06:00,UTC,20.5,-,17.4,334.5,339.7,13.2,-1.1,0,-
2021,10,9,07:00,UTC,30.7,-,28.2,335.7,341.7,22.4,-0.2,0,-
2021,10,9,08:00,UTC,65.9,-,64.1,336.3,344.4,53.5,2.5,0,-
2021,10,9,09:00,UTC,48.8,-,49.7,337.4,343.8,42.8,0.6,0,-
2021,10,9,10:00,UTC,80.8,-,82.4,339.3,347.7,71.4,2.6,0,-
2021,10,9,11:00,UTC,63.1,-,64.5,340.9,348.2,56.5,0.8,0,-
2021,10,9,12:00,UTC,29.6,-,30.9,342.9,348.4,27.4,-2.1,0,-
2021,10,9,13:00,UTC,43.8,-,43.6,345.9,350.2,39.8,-0.6,0,-
2021,10,9,14:00,UTC,21.3,-,20.4,348,350.7,19.8,-2.1,0,-
2021,10,9,15:00,UTC,1.5,-,0.3,350.8,350,5.4,-4.4,0,-
2021,10,9,16:00,UTC,0.2,-,-1.7,348.8,349.3,4.1,-6.2,0,-
2021,10,9,17:00,UTC,0.3,-,-1.3,346.8,348.1,2,-4.6,0,-
2021,10,9,18:00,UTC,0.6,-,-1,345,346.8,1.1,-3.9,0,-
2021,10,9,19:00,UTC,0.2,-,-0.9,344.8,346.1,1.2,-3.4,0,-
2021,10,9,20:00,UTC,0,-,-1.1,344.7,345.6,2.5,-4.5,0,-
2021,10,9,21:00,UTC,0.1,-,-1.1,346.5,346.4,5.1,-6.1,0,-
2021,10,9,22:00,UTC,0.6,-,-1.2,345.9,346.4,3.1,-4.9,0,-
2021,10,9,23:00,UTC,0.3,-,-1.5,347.2,346.1,2.7,-3.1,0,-
2021,10,10,00:00,UTC,0,-,-0.8,347.8,346.2,3.3,-2.4,0,-
2021,10,10,01:00,UTC,0.1,-,-1.5,352.6,349.1,6.1,-4.2,0,-
2021,10,10,02:00,UTC,0.1,-,-1,360,356.4,9.1,-6.5,0,-
2021,10,10,03:00,UTC,0.1,-,-1.6,358.8,356.7,7.6,-7.1,0,-
2021,10,10,04:00,UTC,0,-,-1.7,358,356.7,7.4,-7.8,0,-
2021,10,10,05:00,UTC,0.5,-,-0.9,358.1,357.1,7.9,-7.8,0,-
2021,10,10,06:00,UTC,5.4,-,4.1,359.7,357.8,12.8,-6.7,0,-
2021,10,10,07:00,UTC,33.2,-,32.3,359.4,359.1,37.6,-5,0,-
2021,10,10,08:00,UTC,33.9,-,34.3,359,360,38,-4.7,0,-
2021,10,10,09:00,UTC,31.1,-,32.5,360.2,361.6,35.9,-4.9,0,-
2021,10,10,10:00,UTC,79.6,-,81.8,361.5,364.4,79.1,-0.3,0,-
2021,10,10,11:00,UTC,74.8,-,74.6,362.5,366.5,71.7,-1.1,0,-
2021,10,10,12:00,UTC,48.1,-,48.6,363.3,366.2,49,-3.3,0,-
2021,10,10,13:00,UTC,24.6,-,24.5,363.7,365.5,27.2,-4.5,0,-
2021,10,10,14:00,UTC,14.7,-,14.4,363,363.9,18.6,-5.1,0,-
2021,10,10,15:00,UTC,1.9,-,0.2,361.8,362.1,6.6,-6.7,0,-
2021,10,10,16:00,UTC,0.2,-,-1,360.9,361.1,3.7,-4.8,0,-
2021,10,10,17:00,UTC,1.4,-,-0.7,358.5,359.3,3.6,-5,0,-
2021,10,10,18:00,UTC,0.1,-,-1.1,356.6,357.5,3.8,-5.8,0,-
2021,10,10,19:00,UTC,0,-,-1,356.3,356.7,3.5,-4.9,0,-
2021,10,10,20:00,UTC,0.7,-,-1.1,355.1,355.8,2.5,-4.3,0,-
2021,10,10,21:00,UTC,0.2,-,-1.2,354.8,355.4,2.9,-4.6,0,-
2021,10,10,22:00,UTC,0.6,-,-0.6,356.1,355,5.8,-5.2,0,-
2021,10,10,23:00,UTC,0,-,-0.9,354.1,353.9,1.9,-2.6,0,-
2021,10,11,00:00,UTC,0,-,-1.4,354.9,353.8,3.3,-3.7,0,-
2021,10,11,01:00,UTC,0.2,-,-1.3,352.3,353.3,1.3,-3.6,0,-
2021,10,11,02:00,UTC,0.1,-,-0.8,352.9,354.2,1.8,-3.9,0,-
2021,10,11,03:00,UTC,0.2,-,-1.6,354.2,354,3.4,-4.8,0,-
2021,10,11,04:00,UTC,0.3,-,-1.6,356.3,354.4,5.7,-5.3,0,-
2021,10,11,05:00,UTC,0,-,-0.7,356.7,356.1,5.8,-5.9,0,-
2021,10,11,06:00,UTC,1.9,-,1.7,351.7,355.3,4.6,-6.4,0,-
2021,10,11,07:00,UTC,23,-,22.9,349.4,353.8,23.2,-4.8,0,-
2021,10,11,08:00,UTC,32.3,-,33.1,351.6,355,33,-3.3,0,-
2021,10,11,09:00,UTC,23.8,-,24.1,352.9,355.9,26.2,-5,0,-
2021,10,11,10:00,UTC,38.6,-,40.5,354.8,356.6,44.1,-5.3,0,-
2021,10,11,11:00,UTC,35.8,-,35.7,349.5,353.5,37,-5.3,0,-
2021,10,11,12:00,UTC,41.8,-,43.7,348.1,352.1,44.6,-4.9,0,-
2021,10,11,13:00,UTC,34.7,-,35.4,349.1,350.1,40.2,-5.7,0,-
2021,10,11,14:00,UTC,41,-,40.3,346.6,348.6,43.2,-4.9,0,-
2021,10,11,15:00,UTC,10.3,-,8.2,341.3,346,10.2,-6.8,0,-
2021,10,11,16:00,UTC,0,-,-1.3,337.2,345.6,-3,-6.7,0,-
2021,10,11,17:00,UTC,0.1,-,-1.5,343.9,345.2,1.9,-4.7,0,-
2021,10,11,18:00,UTC,0,-,-1.5,340.2,345.3,-2.3,-4.3,0,-
2021,10,11,19:00,UTC,0.1,-,-0.9,344.1,345.6,2.5,-4.8,0,-
2021,10,11,20:00,UTC,0.7,-,-1.7,317.1,337,-18.1,-3.4,0,-
2021,10,11,21:00,UTC,0,-,-0.8,325.3,336.2,-8.6,-3.2,0,-
2021,10,11,22:00,UTC,0.3,-,-0.7,329.1,336.2,-4.3,-3.6,0,-
2021,10,11,23:00,UTC,0.2,-,-0.7,318.6,334.1,-12.7,-3.4,0,-
2021,10,12,00:00,UTC,0.4,-,-0.5,324.8,334.7,-8,-2.4,0,-
2021,10,12,01:00,UTC,0.2,-,-0.5,327.3,333.8,-2.7,-4.2,0,-
2021,10,12,02:00,UTC,0.1,-,-1.2,325.9,333.8,-5.7,-3.4,0,-
2021,10,12,03:00,UTC,0.2,-,-1.4,316.8,333.2,-14.7,-3.1,0,-
2021,10,12,04:00,UTC,0.5,-,-1,325.1,333.6,-6.2,-3.2,0,-
2021,10,12,05:00,UTC,1.4,-,-0.6,327.9,334.3,-3.6,-3.4,0,-
2021,10,12,06:00,UTC,16.9,-,16.4,327.3,336.2,9.5,-2,0,-
2021,10,12,07:00,UTC,59.6,-,57.8,325,337.9,45,-0.1,0,-
2021,10,12,08:00,UTC,88.5,-,87.3,324.2,341.5,67.1,2.8,0,-
2021,10,12,09:00,UTC,110.7,-,111.9,324.4,345,86.6,4.7,0,-
2021,10,12,10:00,UTC,100,-,106.6,297.2,340,59.1,4.7,0,-
2021,10,12,11:00,UTC,118.9,-,115.8,331.5,347.9,94.2,5.3,0,-
2021,10,12,12:00,UTC,64.7,-,63.6,328,343.6,46.5,1.4,0,-
2021,10,12,13:00,UTC,15.6,-,16,330.7,339,9.8,-2,0,-
2021,10,12,14:00,UTC,5,-,3.3,332.2,337.7,1.1,-3.3,0,-
2021,10,12,15:00,UTC,1.4,-,0.2,326.7,336.6,-6.4,-3.3,0,-
2021,10,12,16:00,UTC,0.1,-,-1.7,321.9,335.8,-12,-3.6,0,-
2021,10,12,17:00,UTC,0.5,-,-1.7,277.7,328.2,-49.1,-3.1,0,-
2021,10,12,18:00,UTC,1.3,-,-1.8,267.7,323.1,-54.2,-3,0,-
2021,10,12,19:00,UTC,0.2,-,-2.3,255.6,319.4,-62.7,-3.4,0,-
2021,10,12,20:00,UTC,0.1,-,-1.6,267.2,318.7,-49.6,-3.5,0,-
2021,10,12,21:00,UTC,0.1,-,-2.3,270.8,319.5,-47.1,-3.9,0,-
2021,10,12,22:00,UTC,0.4,-,-2.6,251.5,316.7,-62.6,-5.2,0,-
2021,10,12,23:00,UTC,0.4,-,-2.3,255.8,314.3,-55.6,-5.3,0,-
2021,10,13,00:00,UTC,0.9,-,-2.5,244.9,311.7,-64.2,-5.2,0,-
2021,10,13,01:00,UTC,0.7,-,-2.3,240.8,308.3,-65.2,-4.7,0,-
2021,10,13,02:00,UTC,0.1,-,-2.5,238.7,306.4,-66.4,-3.9,0,-
2021,10,13,03:00,UTC,0.3,-,-2.7,237.1,305.4,-67.8,-3.1,0,-
2021,10,13,04:00,UTC,1,-,-2.3,236.7,304.4,-67.4,-2.6,0,-
2021,10,13,05:00,UTC,3,-,0.8,236.4,303.9,-64.7,-2,0,-
2021,10,13,06:00,UTC,19.3,-,48.8,237,305.4,-21.2,1.8,60,-
2021,10,13,07:00,UTC,29.5,-,124.8,238.8,309.2,44.2,10.1,60,-
2021,10,13,08:00,UTC,36.8,-,190.9,240.3,312.9,106.3,12,60,-
2021,10,13,09:00,UTC,45.6,-,235.1,242.6,320.6,140.2,16.9,60,-
2021,10,13,10:00,UTC,45.7,-,251.6,244.7,329.2,143.9,23.1,60,-
2021,10,13,11:00,UTC,50.1,-,247.8,247.2,335.2,134.1,25.7,60,-
2021,10,13,12:00,UTC,41.5,-,194.1,246.9,337,81.3,22.8,60,-
2021,10,13,13:00,UTC,41.6,-,52.1,246,328.5,-36.7,6.3,25,-
2021,10,13,14:00,UTC,25.9,-,27.6,242,314.1,-45.1,0.7,0,-
2021,10,13,15:00,UTC,3.7,-,1.9,250.5,307.5,-53.1,-2,0,-
